id	KO	Vil1.01B.FP11	Vil1.03B.DTT35	Vil1.03B.FP35	Vil1.01B.DTT11	Lyz2.07B.FP283.S81	Itg.24.DTT531.S26	Vil1.10B.FP116	Itg.04.DTT423.S15	Lyz2.06B.FP271.S69	Vil1.05B.FP59	Vil1.08B.FP92	Vil1.02B.DTT23	Itg.20.FP507.S10	Lyz2.06B.DTT271.S113	Vil1.04B.FP47	Lyz2.02B.DTT223.S63	Lyz2.05B.FP259.S56	Itg.22.DTT519.S14	Lyz2.04B.DTT247.S88	Vil1.09B.FP104	Vil1.13B.FP152	Itg.26.DTT543.S39	Vil1.14B.FP164	Itg.24.FP531.S34	Vil1.010B.DTT119	Vil1.05B.DTT59	Vil1.07B.FP83	Itg.26.FP543.S47	Vil1.08B.DTT95	Itg.18.DTT495.S90	Itg.12.FP471.S73	Itg.20.DTT507.S2	Itg.12.DTT471.S65	Lyz2.03B.DTT235.S75	Itg.10.DTT459.S53	Itg.08.DTT447.S40	Vil1.09B.DTT107	Vil1.014B.DTT167	Lyz2.08B.DTT295.S137	Itg.06.DTT435.S28	Vil1.06B.DTT71	Itg.04.FP423.S23	Lyz2.04B.FP247.S44	Lyz2.01B.FP211.S59	Vil1.06B.FP71	Vil1.07B.DTT83	Lyz2.01B.DTT211.S51	Lyz2.08B.FP295.S93	Lyz2.03B.FP235.S83	Lyz2.07B.DTT283.S125	Itg.10.FP459.S61	Itg.02.DTT411.S3	Itg.16.FP483.S86	Lyz2.02B.FP223.S71	Itg.02.FP411.S11	Itg.06.FP435.S36	Vil1.02B.FP23	Itg.22.FP519.S22	Lyz2.05B.DTT259.S100	Vil1.04B.DTT47	Itg.08.FP447.S48	Vil1.013B.DTT155	Itg.18.FP495.S98	LYZFP307	LYZFP331	SLCFP131	SLCFP023	SLCdtt005	LYZFP355	LYZFP319	SLCFP005	SLCFP053	SLCFP095	SLCdtt095	SLCFP077	LYZdtt367	LYZdtt319	SLCFP113	SLCFP071	SLCdtt113	LYZdtt355	LYZdtt343	LYZFP343	SLCdtt077	LYZdtt307	LYZdtt331	SLCdtt053	SLCdtt167	SLCdtt149	SLCFP167	SLCFP149
K12141	K12141	7.5	213.75	80.75	123.25	1.25	159	67.25	85	4.5	15.25	25.5	173	6.5	69.75	5.25	27.75	0.75	36.25	75.25	76.25	63	362	29.5	3	5852.5	2175	14	12	4408	121.25	0	71.75	15.25	38.75	25	123	4865.75	187.75	28.5	73.25	3140	2.25	1.5	3	87.5	1810	2603.25	9.5	1.75	416.25	1.5	12	7.25	0	0	0	12.5	4	32	402.25	3	483	0	89.5	96.5	2.5	3.5	42.25	27.75	45.25	52	1.5	0	0	0	59.75	87.25	0	2.5	9	71	54.25	95	13	202.75	108.5	3.75	0.75	10.75	2.5	15.75
K12142	K12142	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12143	K12143	7.5	211.75	75.25	121.75	1.25	152	6.25	69	4.5	11.75	0	165.5	6.5	63.25	5.25	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	8.5	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	24.5	1810	2603.25	8.5	1.75	409.25	1.5	12	4.75	0	0	0	10.5	4	32	402.25	3	483	0	89.5	96.5	2.5	0	40.25	27.75	45.25	52	1.5	0	0	0	46.25	87.25	0	2.5	9	62	54.25	95	13	195.25	108.5	3.75	0.25	4.25	2	14.25
K12144	K12144	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12145	K12145	7.5	211.75	75.25	121.75	1.25	152	6.25	69	4.5	11.75	0	165.5	6.5	63.25	5.25	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	8.5	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	24.5	1810	2603.25	8.5	1.75	409.25	1.5	12	4.75	0	0	0	10.5	4	32	402.25	3	483	0	89.5	96.5	2.5	0	40.25	27.75	45.25	52	1.5	0	0	0	46.25	87.25	0	2.5	9	62	54.25	95	13	195.25	108.5	3.75	0.25	4.25	2	14.25
K12146	K12146	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12147	K12147	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12148	K12148	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12149	K12149	7	423.5	150.5	243.5	2.5	304	8.5	138	9	23.5	0	331	5	126.5	3.5	47.5	1.5	68.5	138.5	2.5	123	704	4	6	11705	4350	0	7	8816	212.5	0	129.5	26.5	77.5	43	203	9726.5	369.5	52	125.5	6280	4.5	3	6	30	3620	5206.5	14	3.5	818.5	3	24	4.5	0	0	0	8	0	64	804.5	0	966	0	171	176	0	0	80.5	55.5	84.5	104	0	0	0	0	89.5	174.5	0	0	18	124	108.5	187	26	390.5	213	7.5	0.5	0.5	2	10.5
K12151	K12151	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12152	K12152	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12239	K12239	4.25	0	0	0	2.75	45	0	0	2.5	5.5	0	0	0	0	0	0	0	14.75	0	4.5	1137.25	0	9.75	0	0	17.25	0	0	0	47.75	0	24	0	0	0	22.25	21	45.25	0	21.25	0	0	0	0	0	0	0	3.5	0	31.5	0	0	0	0	0	0	0	0	19.75	0	0	178.75	0	2.25	4	0	0	0	0	1	0	0	0	0	0	0.75	9.25	0	0	0	0.25	0.25	0.75	0	548	2	0	0	3261.75	0	0
K12240	K12240	4.25	0	0	0	2.75	45	0	0	2.5	5.5	0	0	0	0	0	0	0	14.75	0	4.5	1137.25	0	9.75	0	0	17.25	0	0	0	47.75	0	24	0	0	0	22.25	21	45.25	0	21.25	0	0	0	0	0	0	0	3.5	0	31.5	0	0	0	0	0	0	0	0	19.75	0	0	178.75	0	2.25	4	0	0	0	0	1	0	0	0	0	0	0.75	9.25	0	0	0	0.25	0.25	0.75	0	548	2	0	0	3261.75	0	0
K12251	K12251	2895.92	384.53	1198.94	1800.96	644.5	402.23	7576.48	1906.07	928.01	6926.78	7820.59	2139.16	2590.54	2122.2	2484.92	4775.54	1327.75	1261.05	1354.95	5769.19	32387.4	1959.03	5611.98	311.25	227.48	0	2516.13	3955.69	29.87	2080.63	3021.5	1413.84	2251.62	3343.32	1229.62	4008.71	227.87	442.85	987.35	3501.6	11	964.25	229.93	2230.75	3765.51	4.75	2426.35	544.29	3948.25	1132.49	2935.25	1427.04	5965	3168	6286.29	3985.75	5850.33	1367.57	3005.26	918.25	971.25	1153.93	723.04	7104.33	1950.19	3769.08	930.25	487.17	4522.41	3615.75	539.58	2197.28	33.08	41.43	1003.75	17080.56	593.27	704	3079.08	1314.83	3048.61	1097.88	3037.14	2337.48	4166.46	5703.4	6086.53	9568.53	9694.19	6937.82	2194.87
K12257	K12257	14522.58	1274.14	9175.66	3358.26	7192.5	1472.94	17205.72	6155.06	5667.34	9653.57	43583.17	4782.5	32295.32	4105.07	10629.18	5370.39	2178.58	2043.39	7260.17	17025.84	32847.4	19523.85	17471.33	1388	372.56	6.4	11919.12	11425.31	58.87	6049.46	5578.43	5939.83	2934.37	4199.06	2097.26	6545.79	398.7	1417.18	1697.6	6487.14	11	1219.8	911.66	3190.41	29437.52	5.75	4289.25	4855.62	5888.69	2258.95	4380.13	1701.1	23938.74	5587.36	9318.25	13640.34	13790.2	3008.03	3690.51	2493.68	2262.72	1188.93	1151.62	21720.84	2594.36	9945.73	1525.28	2071.12	4813.26	10339.97	1359.86	9012.96	450.18	199	1554.6	24223.47	1525.32	2479.2	5887.22	2635.06	6729.85	15585.01	4401.08	3575.04	15398.11	8059.91	7589.1	16703.23	15653.65	8868.57	16026.49
K12262	K12262	4.5	217.75	381.25	121.75	2.25	152	12.25	81	5.5	4201.75	4	167.5	2.5	63.25	2.75	25.75	0.75	34.25	69.25	14.25	61.5	352	2	4	5852.5	2175	4	4.5	4408	122.25	0	64.75	18.25	38.75	21.5	114.5	4863.25	186.75	26	69.75	3140	3.25	1.5	4	140	1810	2603.25	8	1.75	409.25	2.5	12	2.25	1	0	1	5	1	32	406.25	0	483	1	86.5	750	1	1	40.25	201.75	57.25	52	0	1	0	1	44.75	87.25	0	5	9	62	54.25	1603.5	13	195.25	106.5	11.75	1.25	1.25	1352	5.25
K12263	K12263	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	9	6	0	0	0	3	0	0	0	3	0	0	0	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	24	26	0	21	0	0	5	0	0	14	0	0	0	0	4	18	0	0	0	0	7	14	0	0	9	0	5	0	14	0	0	0	0	0	11	1	23
K12264	K12264	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12265	K12265	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12266	K12266	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12267	K12267	7924.67	1336.2	8644.11	2861.29	1697.75	1954.9	23722.15	12658.91	4340.84	6808.12	11111.26	4131.99	9269.37	4476.87	6921.92	5133.71	2959.75	2458.47	2449.12	25830.52	39662.15	3823.86	20161.23	3836	727.31	51.75	8713.21	9634.11	50.37	4463.71	6126.33	2730.67	2822.45	3602.15	1800.29	5875.13	861.87	1958.43	1234.6	6025.35	0.5	6991.5	598.43	2875.58	13047.92	21.75	2320.6	2382.79	5829.75	1518.9	7063.91	3896.87	12030.66	4236.75	47164.12	7836.75	10639.83	5111.65	5727.68	1173.08	2699.75	1952.68	2213.12	15279.5	122404.44	6287.08	2605.75	843.17	5071.66	10439	1455.58	4150.78	194.08	181.43	1472.75	20791.31	1507.02	1601	4664.08	1659.83	6364.95	2064.3	12242.47	2606.81	8160.71	23975.65	8564.03	10805.03	29262.94	11534.07	10217.7
K12268	K12268	39762.5	3886	49207.5	22200	14715.5	15430	6159	73869	7996	80106.67	12808	11304	35921.5	9004	12011.5	36509.5	1872	12843	25998.5	3996	9730.5	7183	4749.5	32791.5	5429.5	567	18782.5	20508	765	5790.5	18462.5	12407	12108.5	40164.33	30125	15624.67	3058.5	2896	6003.5	50716	126	116519.5	21307	119727.5	10661.33	343	20845.5	19325.5	106344.5	2193.83	44103	13417.5	6725	111338	17453	39269.5	22828	31222.5	2285	2224.5	19779.5	6722	10032	30704.5	9642.83	11629	2868	12192.5	22382.5	49469	24717.5	8871	24424	16850	29114.5	13972.83	16377.83	1559	19514.5	12256.5	44857.67	11494	84442.33	42743	66005.33	4740.5	8318	109001.5	100095.67	10673.5	21080
K12269	K12269	39762.5	3886	49207.5	22200	14715.5	15430	6159	73869	7996	80106.67	12808	11304	35921.5	9004	12011.5	36509.5	1872	12843	25998.5	3996	9730.5	7183	4749.5	32791.5	5429.5	567	18782.5	20508	765	5790.5	18462.5	12407	12108.5	40164.33	30125	15624.67	3058.5	2896	6003.5	50716	126	116519.5	21307	119727.5	10661.33	343	20845.5	19325.5	106344.5	2193.83	44103	13417.5	6725	111338	17453	39269.5	22828	31222.5	2285	2224.5	19779.5	6722	10032	30704.5	9642.83	11629	2868	12192.5	22382.5	49469	24717.5	8871	24424	16850	29114.5	13972.83	16377.83	1559	19514.5	12256.5	44857.67	11494	84442.33	42743	66005.33	4740.5	8318	109001.5	100095.67	10673.5	21080
K12270	K12270	4352.5	551	6221.5	814	3261.5	11980	1985	6175	4327	1189.67	4717	4673	17212.5	3156	1733.5	206.5	184	3371	7713.5	855	212.5	4183	427.5	23574.5	826.5	0	1629.5	11394	1	1173.5	11963.5	2618	6631.5	4170.33	13084	6875.67	65.5	767	292.5	2134	0	4127.5	11068	1472.5	488.33	0	218.5	772.5	16773.5	402.83	25576	313.5	652	1287	1346	4246.5	12994	10023.5	252	47.5	10382.5	96	2703	2601.5	2194.83	3570	2156	9118.5	147.5	2426	21668.5	4240	180	66	3072.5	1135.83	462.83	1407	5321.5	9815.5	1714.67	268	4684.33	1247	2072.33	1129.5	474	11084.5	16794.67	1337.5	9222
K12282	K12282	0	0.5	0.5	0.5	0	0.5	67	1.5	0	0.5	215.5	0.5	0.5	0.5	0	0.5	0	0.5	0.5	71	0.5	0.5	387.5	0.5	0.5	0	0	81.5	0.5	554.5	0.5	247.5	0.5	0.5	0.5	2.5	0.5	1.5	0.5	0.5	0.5	0.5	0	0.5	827.5	0	0.5	0	0.5	3.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0.5	0.5	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0	0.5	0.5	0.5	0	0	0	0
K12288	K12288	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12289	K12289	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12290	K12290	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12291	K12291	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12292	K12292	72174	7013	91993	43142	23312	28276	10544	157031	15932	164713	16372	18740	50874	16590	37586	72781	3540	35595	43336	6940	46923	12523	19741	77570	10753	1134	34306	42032	1528	17691	43779	22977	22005	75922	57126	30278	6490	9574	11660	100049	252	281923	31321	239507	22620	686	41983	37767	195386	3862	97304	41124	18441	221689	91962	71811	38802	102095	4324	5728	43483	30103	65724	56821	15109	26582	4716	20828	44577	94529	61856	22842	104886	43705	56596	26202	32015	2969	44950	20086	86670	22652	159871	84746	129008	7422	26595	208306	209096	31009	31949
K12294	K12294	210	151	1476	427	35	262	58	4019	62	756	11	15	219	36	35	9	12	164	16	27	0	60	0	1046	22	0	117	105	0	7	122	36	36	12	104	99	16	301	23	279	0	2244	47	28	111	0	0	68	39	0	447	26	56	43	124	540	29	573	14	0	181	31	23	729	2035	39	95	31	78	1544	97	0	11	0	4	215	241	10	10	5	1482	124	4355	12	401	893	0	106	596	139	89
K12295	K12295	210	151	1476	427	35	262	58	4019	62	756	11	15	219	36	35	9	12	164	16	27	0	60	0	1046	22	0	117	105	0	7	122	36	36	12	104	99	16	301	23	279	0	2244	47	28	111	0	0	68	39	0	447	26	56	43	124	540	29	573	14	0	181	31	23	729	2035	39	95	31	78	1544	97	0	11	0	4	215	241	10	10	5	1482	124	4355	12	401	893	0	106	596	139	89
K12296	K12296	213	160.5	1523.5	427	35	265.5	58	4019	62	770.5	11	15	219	36	35	9	12	164	16	27	0	60	0	1046.25	22	0	120.25	106.75	0	7	122	36	36	12	104	99	16	301	24.25	279	0	2250.75	48.5	28	116.75	0	90.75	68	39	5.75	450.5	26	58	45.25	124	542.5	29	580.25	14	0	181	31	28.25	730.25	2036.75	39	95	31	78.75	1545.75	97	0	11	0	4	216.5	241.5	10	10	5	1482.75	124.5	4357.25	12	402.25	893.75	0	110	596	144.75	92
K12297	K12297	106.5	215.75	94.25	123.75	69.25	152	25.25	69	29.5	66.75	22	167.5	38.5	63.25	355.25	27.75	15.75	34.25	73.25	6.25	61.5	353	42	3	5852.5	2175	204.5	5.5	4408	107.25	21	64.75	15.25	43.75	21.5	106.5	4863.25	184.75	26	63.75	3140	3.25	6.5	13	190.5	1810	2603.25	37.5	70.75	410.25	23.5	12	142.75	65	2	8	72.5	42	34	412.25	26	483	1	393.5	150.5	29.5	0	40.25	60.75	306.25	57	12.5	0	0	12	107.25	91.25	0	11.5	9	72	54.25	138	16	244.25	121.5	8.75	4.25	33.25	62	76.25
K12299	K12299	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12308	K12308	21976.41	2369.39	27540.88	2180.51	11415.5	41096.54	13003.75	35982.84	19096.77	18488.26	52046.4	11300.54	69613.08	9797.1	29888.41	835.74	3879.66	23038.14	19634.7	9474.02	99898.6	11042.74	21651.76	96477.5	3766.91	16	13235.58	40825.98	63.74	17821.96	40762.5	11097.95	14291.38	8323.21	28084.13	19781.99	1049.7	14539.3	1016.2	8809.18	33	72233.25	20071.27	5025.16	26621.72	0	3920.7	5289.74	31239.18	2779.18	79196.64	22219.99	25420.66	5108.07	90282.24	19607.43	38603	82055.3	3502.18	2213.25	34656.84	18619.51	62091.58	28942.34	3149.12	25070.66	5050.66	19558.84	539.72	91921.69	62659.57	31934.92	70641.66	15164.8	5743.5	9511.49	10617.49	4337	27310.84	17933.32	2483.12	1185.08	6893.7	3699.47	30418.62	3006.07	15160.3	33686.41	55439.8	25466.34	31891.92
K12339	K12339	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K12340	K12340	9399	1010.48	2334.14	3774.66	1709.25	795.47	17688.22	4421.14	3587.19	10337.32	9602.19	4862.81	10508.91	4515.32	7843.25	9644.5	3417.25	2712.68	2795.16	13221.3	61172.96	4611.05	11720.62	1026.5	6334.45	2175	7891.25	8376.55	4446.08	4737.84	7005.33	3285.76	4612.82	6708.39	2426.41	8499.92	5354.99	1051.78	2065.36	8142.61	3140	2082.75	632.36	4568.83	11510.35	1836.5	6195.61	2075.58	9234.25	2368.56	6503.66	3252.41	16561.91	6185	15345.91	10066.5	13790	4699.47	7369.53	2283.08	2811.5	2591.52	2544.41	17808.17	4329.39	8973.5	2478.5	924.25	9124.91	9761.09	1515.5	4839.9	102.5	124.2	2341.5	35950.54	1443.46	1554	5173.5	2723	6256.89	2471.34	5954.12	4397.63	8111.18	14005.64	13716.47	19341.31	25570.96	17088.98	8674.66
K12343	K12343	2399.25	307.53	675.61	1691.29	465.5	238.9	6472.15	1705.4	489.68	2108.45	3953.26	2044.49	2453.54	1759.2	1652.25	4696.54	1198.75	1135.38	1060.62	5351.86	23692.73	1739.36	5170.31	293.25	163.81	0	1908.46	3618.69	7.54	1600.63	2603.5	1254.84	2092.62	3212.32	1075.62	3529.71	178.87	306.85	899.68	3599.93	0	942.25	170.93	2050.75	2828.51	4.75	1641.68	334.29	3564.25	844.49	2709.25	1393.04	5361	2581	6122.29	3904.75	5661	1326.57	2836.93	814.25	780.25	675.26	718.04	5469	1199.86	3410.75	865.25	343.5	4274.08	3193.42	538.25	1773.95	27.75	35.1	922.75	16092.56	509.27	595	2028.75	1226.5	2924.61	985.21	1477.81	2105.15	3434.13	5609.07	5898.86	9305.53	8907.19	5546.49	261.54
K12349	K12349	222	2	15	18	71	5	62	7	104	60	27	21	297	24	203	11	106	10	6	40	0	11	21	14	5	0	239	30	0	12	81	14	6	6	8	32	3	3	7	22	0	20	10	16	156	0	34	61	52	4	65	19	30	42	159	176	268	156	52	10	56	0	15	183	0	138	32	0	181	300	10	158	0	0	20	115	11	9	18	0	42	45	254	0	27	11	128	60	101	218	61
K12368	K12368	4.5	211.75	377.25	121.75	2.25	152	4.25	69	5.5	4201.75	0	165.5	2.5	63.25	2.75	23.75	0.75	34.25	69.25	2.25	61.5	352	2	4	5852.5	2175	4	4.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	186.75	26	62.75	3140	3.25	1.5	4	128	1810	2603.25	8	1.75	409.25	2.5	12	2.25	1	0	1	5	1	32	402.25	0	483	1	86.5	750	1	1	40.25	201.75	57.25	52	0	1	0	1	44.75	87.25	0	0	9	62	54.25	1603.5	13	195.25	106.5	3.75	0.25	0.25	1352	5.25
