id	KO	Itg.10.DTT455.S49	Vil1.01B.FP07	Lyz2.04B.FP243.S92	Vil1.04B.DTT43	Vil1.07B.DTT79	Vil1.06B.FP67	Lyz2.01B.DTT207.S47	Itg.22.FP515.S18	Lyz2.05B.FP255.S52	Lyz2.04B.DTT243.S84	Vil1.04B.FP43	Vil1.09B.FP106	Itg.02.DTT407.S99	Lyz2.08B.DTT291.S133	Itg.24.DTT527.S22	Itg.26.DTT539.S35	Lyz2.08B.FP291.S89	Vil1.06B.DTT67	Vil1.02B.FP19	Itg.26.FP539.S43	Itg.18.FP491.S94	Itg.12.DTT467.S61	Vil1.07B.FP79	Lyz2.02B.DTT219.S59	Itg.24.FP527.S30	Lyz2.07B.FP279.S77	Lyz2.03B.FP231.S79	Itg.18.DTT491.S86	Itg.06.DTT431.S24	Lyz2.05B.DTT255.S96	Itg.08.FP443.S44	Lyz2.07B.DTT279.S121	Vil1.08B.FP94	Vil1.05B.DTT55	Itg.16.FP479.S81	Vil1.05B.FP55	Lyz2.06B.DTT267.S108	Itg.16.DTT479.S73	Itg.12.FP467.S69	Vil1.14B.FP166	Itg.20.DTT503.S98	Itg.22.DTT515.S10	Itg.06.FP431.S32	Lyz2.06B.FP267.S64	Vil1.013B.DTT151	Itg.02.FP407.S7	Itg.04.FP419.S19	Vil1.02B.DTT19	Lyz2.01B.FP207.S55	Itg.08.DTT443.S36	Vil1.13B.FP154	Vil1.03B.FP31	Vil1.010B.DTT115	Vil1.08B.DTT91	Vil1.014B.DTT163	Vil1.09B.DTT103	Itg.10.FP455.S57	Lyz2.03B.DTT231.S71	Itg.20.FP503.S6	Lyz2.02B.FP219.S67	Itg.04.DTT419.S11	Vil1.10B.FP118	LYZdtt351	SLCFP067	SLCdtt019	SLCFP091	LYZFP327	SLCFP073	SLCFP019a	SLCFP049	LYZFP339	LYZFP315	SLCFP127	LYZdtt363	LYZdtt315	LYZFP351	LYZFP303	SLCdtt109	SLCdtt001	LYZdtt303	SLCFP001	SLCFP109	LYZdtt339	LYZdtt327	SLCdtt067	SLCdtt163	SLCdtt145	SLCFP163	SLCFP145
K09998	K09998	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K09999	K09999	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10000	K10000	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10001	K10001	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10002	K10002	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10003	K10003	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10004	K10004	342.25	1038.25	499.25	1076.25	4130.75	420	231.5	143	478	684	1179	34	300.75	346.5	171.75	134.5	140.5	3769	829	146.25	389.5	406	683	115.75	104	180.75	353.25	320	335.75	605.25	225.5	1067.25	119.5	6320.5	382.25	1018	83.5	515.5	282	11	328.5	367.5	152	109	1402	123	114	183.25	154	1254	771	1218.5	4550.75	5378.75	853.75	5205.75	315	302.5	182	202	387	56.5	344.75	158	149	237	794	40	253	338	686.75	1113.75	223	307	1340.5	305.75	568.75	310.5	229.5	11258.25	438.75	371	757.25	943.75	162.75	768	292.5	1142.5	613.75
K10005	K10005	95	32	31	2	0	1384	10	58	12	32	34	4622	28	8	22	4	21	8	33	1	571	135	4807	18	6	7	67	416	83	8	70	58	402	0	1217	261	7	495	222	2118	43	47	129	12	126	0	27	2	20	195	12	21	22	0	885	16	341	6	85	46	69	816	32	68	48	7	17	3	315	187	21	87	464	56	57	70	65	238	92	124	244	132	0	9	94	50	696	5	16
K10006	K10006	49	32	31	2	0	708	10	32	12	32	29	2328	14	8	11	4	21	4	33	1	300	72	2440	18	6	7	67	216	43	4	37	31	214	0	625	163	7	257	121	1074	24	30	66	12	63	0	17	2	20	98	6	21	11	0	455	8	178	6	47	46	35	430	32	36	24	7	17	3	159	97	21	87	232	56	57	70	65	119	46	124	122	66	0	9	49	46	364	4	14
K10007	K10007	49	32	31	2	0	708	10	32	12	32	29	2328	14	8	11	4	21	4	33	1	300	72	2440	18	6	7	67	216	43	4	37	31	214	0	625	163	7	257	121	1074	24	30	66	12	63	0	17	2	20	98	6	21	11	0	455	8	178	6	47	46	35	430	32	36	24	7	17	3	159	97	21	87	232	56	57	70	65	119	46	124	122	66	0	9	49	46	364	4	14
K10008	K10008	49	32	31	2	0	708	10	32	12	32	29	2328	14	8	11	4	21	4	33	1	300	72	2440	18	6	7	67	216	43	4	37	31	214	0	625	163	7	257	121	1074	24	30	66	12	63	0	17	2	20	98	6	21	11	0	455	8	178	6	47	46	35	430	32	36	24	7	17	3	159	97	21	87	232	56	57	70	65	119	46	124	122	66	0	9	49	46	364	4	14
K10009	K10009	18136.75	15436	43021.25	3479.75	4329.5	6116	4934	7214	3940	26487.08	7908.08	25095.5	4545.25	14522.08	3910.25	3226.25	18571.5	3769	15942.5	4538.25	5390	11378.75	5139.83	7235.5	2740.75	1533.75	50360.25	7476.25	37064.5	2363.92	8383.25	4594.5	54499.25	6513.5	8328.5	5476.17	2764.75	13165.25	6213.75	17829	25758.5	14502.25	10630	3937	5401.33	2918	3510	4071.25	8511	5733.42	22452.5	8953.75	5469.75	6416.75	7047.58	6277.25	33083.75	21375.08	19649.25	8135.75	6423.5	36974.75	114446.75	4269	5490.75	5620.5	21377.75	18601.75	996	860	19951.75	70636.5	8589.75	2222.75	17593.08	7531.5	198759.25	8870.75	1838.5	242524.67	3020	880.75	5816.42	26099.75	12517	41726.25	36696.33	7038.75	15416.67
K10010	K10010	18136.75	15436	43021.25	3476.25	4409.25	6116	4934	7214	3940	26487.08	7908.08	25115.25	4790.75	14623.83	3910.25	3226.25	18571.5	3769	15939	4538.25	5390	11378.75	5139.83	7235.5	2740.75	1533.75	50360.25	7476.25	37064.5	2484.67	8383.25	4766.5	54499.25	6513.5	8328.5	5476.17	2837	13155.25	6213.75	17904	25758.5	14502.25	10630	3937	8311.33	2918	3510	4071.25	8511	6065.17	23014.5	8953.75	5469.75	6416.75	8317.58	6277.25	33080.25	21375.08	19649.25	8135.75	6649.75	36939.25	114445	4269	5490.75	5620.5	21370	18601.75	996	860	19946.25	70631.5	8589.75	2215.5	20461.83	7528	198755	8871	1838.5	463902.42	3020	880.75	5801.17	26096.75	12517	41704.25	36709.58	7038.75	15416.67
K10011	K10011	1138.25	560.25	420.25	1706.25	4130.75	1383	823.5	225	699	806	1874	128	1237.75	601.5	1181.75	682.5	208.5	3769	654	339.25	783.5	1316	326	723.75	601	88.75	471.25	1066	182.75	825.25	407.5	1415.25	681.5	6320.5	243.25	2855	1207.5	563.5	1468	18	837.5	441.5	288	1186	625	330	514	186.25	702	1385	21	569.5	4520.75	5402.75	901.75	5164.75	792	671.5	1183	733	609	323.5	5334.75	258	110	181	406	534	242	538	542.75	3943.75	76	7350	2344.5	5204.75	1192.75	858.5	229.5	18424.25	507.75	742	976.25	480.75	551.75	1593	1884.5	462.5	571.75
K10012	K10012	2886.75	1293.25	2217.25	2224.25	4130.75	2108.5	7066	673	1345	4830	2834	265	2478.75	1360.5	3858.75	1529.5	691	3799	1412	982.25	2172.5	2948	697	6322.75	2207.5	446.25	1417.75	2909.5	710.75	1479.25	964	2918.25	2065.5	6332.5	740.75	5383.5	4377	1459	2939.5	95	2268	1315	985.5	3560	780	735.5	2152.5	286.25	5142	2230	69.5	976	4568.75	5427.25	1791.25	5259.75	1788	2814	2611.5	6225.5	1706	722.5	8526.75	368	289.5	836	1980	1734	999.5	2212.5	3159.75	9975.25	292.5	19827	5656.5	9470.25	4582.75	1484.5	314.5	30403.25	926.25	1482	2193.75	1632.75	986.75	5171	4385	1550.5	939.25
K10013	K10013	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10014	K10014	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10015	K10015	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10016	K10016	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10017	K10017	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10019	K10019	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	6	1	1	0	0	6	0	1	0	1	0	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	270
K10021	K10021	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	6	1	1	0	0	6	0	1	0	1	0	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	270
K10025	K10025	20	8	0	33	0	36	0	0	4	16	119	0	9	0	0	20	0	0	10	17	35	42	13	5	3	7	5	43	7	3	28	5	0	0	26	15	0	18	35	0	11	0	4	0	0	7	8	3	0	8	0	77	8	0	0	14	0	15	0	5	5	0	44	15	0	0	0	0	10	8	0	53	21	17	0	58	25	18	9	177	43	25	0	0	14	578	1	25	1
K10026	K10026	1679.08	825.34	1945.59	1512.33	4130.75	1234.83	1010	474.34	754.33	3545.08	1550.24	417.58	1450.41	1103.83	2990.58	742.25	617.5	3769	1101.75	513.91	990.17	1203.75	368.66	2532.84	1634.42	232.75	1158.25	1007.58	497.5	1063.59	908.58	2276.42	1689.25	6320.5	701.17	1651.17	4218.83	1377.42	1711.42	39	1313.83	726.58	581.34	2662	626.66	383.67	1629	208.59	760.66	1705.34	28.75	546.58	4512.08	5397.08	1191.42	5166.92	1273	968.75	1004.58	1980.08	1163.09	333.67	4941.17	141.67	191.09	328.83	1353.66	896.75	312.67	148.17	3091.42	5647.75	238.75	10280.41	5729.33	5525.09	4866.08	734.5	418.5	18489.59	986	633.42	1211.75	1238.17	450	10284.67	1965.08	239.08	332.34
K10027	K10027	173	0	11	0	0	0	9	7	0	7	0	4	6	1	9	4	3	0	4	3	8	6	0	4	7	0	0	11	12	0	8	14	10	4	4	3	4	12	4	0	4	9	4	3	4	0	5	2628	3	30	137	0	4	0	0	0	11	14	6	5	6	36	1	4	31	1	1	1	1	1	4	1	1	6	3794	13	6	51	90	115	1	1	1492	1	23	0	1296	1	1
K10036	K10036	198.25	18.25	63.25	893.25	4130.75	91	246.5	9	13	327	56	20	257.75	191.5	115.75	74.5	27.5	3769	27	25.25	46.5	98	46	213.75	59	10.75	18.25	88	41.75	328.25	16.5	980.25	33.5	6320.5	40.25	133	98.5	223.5	40	11	183.5	91.5	18	72	650	14	33	87.25	135	1157	28	56.5	4509.75	5378.75	638.75	5120.75	51	207.5	43	279	276	42.5	161.75	15	4	151	229	0	22	108	167.75	234.75	10	352	1416.5	259.75	145.75	45.5	154.5	10724.25	128.75	18	672.25	330.75	100.75	285	133.5	39.5	15.75
K10037	K10037	166.25	10.25	19.25	888.25	4130.75	26	173.5	8	4	241	51	20	257.75	182.5	101.75	60.5	5.5	3769	20	11.25	22.5	66	10	87.75	48	10.75	8.25	59	40.75	309.25	11.5	962.25	33.5	6320.5	9.25	62	74.5	185.5	20	11	142.5	78.5	18	58	650	14	33	87.25	12	1157	28	50.5	4509.75	5378.75	618.75	5120.75	14	179.5	18	43	276	34.5	100.75	7	4	83	188	0	22	108	122.75	168.75	6	263	1351.5	126.75	118.75	45.5	121.5	10558.25	50.75	5	672.25	271.75	100.75	280	82.5	36.5	8.75
K10038	K10038	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10039	K10039	19546.25	748	33635	968.75	4.5	349.5	680.75	13679	1644.25	15842.25	7130	11857.5	5116.5	6558	6052	6840	324	7.25	19655.25	12312	16684.5	15043.75	138	775	5178	206	17037	10629	1473.75	952.25	20030	1770	2886	7.5	3926	2140.25	2137.5	17211.5	14851	123194.25	13803	16451	806	4345.25	4457.5	5883	1859	3348	589	3877.5	311732.5	2885.5	630.5	6.25	4617.5	217.75	44817.75	9097.25	10812	914	3005.25	15335.5	1012.5	3457	1493.25	17241	1391.5	1837.5	2153.5	1678.5	679.5	29968.5	2286	767.25	10381	829	11192.5	16250	2248.5	7099.25	13487	6673	1938.25	886.5	4445.5	11556.75	22636	9178	17827
K10040	K10040	22371.5	818	42701	1092.5	9	256	1126.5	15776	3195.5	20141.5	7744	13913	6119	7867	7048	7748	398	14.5	21927.5	13802	18690	16306.5	221	876	6253	236	20601	12181	1763.5	1432.5	23368	2098	3676	15	4226	3053.5	1958	19401	16447	134548.5	16399	18729	1029	4866.5	4490	6789	1009	3790	1114	4563	312089	4069	799	12.5	5741	250.5	50981.5	12835.5	13463	1305	3408.5	19588	1343	3946	1610.5	19338	1771	2004	2352	1824	684	57872	2471	1375.5	20176	861	21511	17002	2391	8886.5	13970	6819	1569.5	1165	5187	19036.5	23364	13531	18142
K10041	K10041	11309.25	418	21372	572.75	4.5	160.5	645.75	7915	1610.25	10187.25	3953	6968.5	3150.5	3999	3639	3927	225	7.25	11011.25	6937	9394.5	8268.75	135	647	3202	172	10327	6151	907.75	719.25	11729	1155	1788	7.5	2098	1672.25	1167.5	9782.5	8364	67274.25	8235	9399	564	2639.25	2252.5	3415	589	1903	666	2306.5	156044.5	2052.5	399.5	6.25	2892.5	129.75	25639.75	6415.25	6776	931	1763.25	9859.5	915.5	1994	809.25	9631	965.5	1031.5	1195.5	1046.5	424.5	29128.5	1228	1106.25	10192	595	10909.5	8516	1203.5	4685.25	7005	3453	803.25	632.5	2626.5	10148.75	11716	6883	9079
K10047	K10047	0	0	0	0	0	0	0	0	0	18.33	1.33	0	7	16.33	3	0	0	0	0	0	0	0	1.33	0	0	0	0	0	0	3.67	0	19	0	0	0	1.67	0	0	0	0	0	8	0	0	3.33	0	0	0	0	43.67	0	0	0	0	7.33	0	0	17.33	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0	427.33	0	0	0	0	55.67	0	0	60.67	0	0	0	0.33	0	0.67
K10107	K10107	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10108	K10108	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	243.33	1.33	0	177.75	176.83	62.75	28.5	2.5	3769	4	1.25	1.5	28	4.33	20.75	1	0.75	2.25	21	26.75	305.92	1.5	953.25	2.5	6320.5	1.25	9.67	22.5	165.5	0	11	115.5	64.5	0	1	594.33	1	0	82.25	0	1191.67	21	3.5	4509.75	5378.75	563.08	5120.75	0	177.83	0	0	264	3.5	75.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1719.83	94.75	102.75	8.5	112.5	10442.92	36.75	0	713.92	243.75	75.75	1	0.83	1.5	2.42
K10109	K10109	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10110	K10110	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K10111	K10111	103.25	2.25	2.25	850.25	4130.75	4	142.5	0	0	225	1	2	170.75	160.5	59.75	28.5	3.5	3769	4	1.25	1.5	28	4	20.75	1	1.75	2.25	21	26.75	302.25	2.5	934.25	3.5	6320.5	2.25	9	22.5	165.5	1	12	115.5	56.5	0	1	591	1	0	82.25	1	1154	22	4.5	4509.75	5378.75	561.75	5120.75	1	160.5	1	0	241	32.5	73.75	0	4	0	168	0	0	37	84.75	111.75	0	122	1292.5	94.75	103.75	8.5	112.5	10396.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	271.75
K10112	K10112	45257.53	12647.5	35860	12213.62	333	28862.57	25092.87	23405.58	27204.82	37893.12	31806.06	91490.84	26741.18	20053.99	39675.96	22102.04	7031	81	43753.33	23819.5	42682.02	42166.33	18782.67	34672	27599.76	6901.66	21645.58	38723	12062.16	17491	32044.04	18748.29	63454.5	109	25857.36	46699.66	38687.71	34177.72	42064.6	139674.17	30993.6	33852.84	15225.65	35842.5	17417	17789.84	25904.06	9387.86	20329.69	11885.74	314352	29986.27	2381	247.5	21127.76	7312.16	63129.36	19052.8	31108.9	32120.17	19583.14	76872.84	46045.49	9379.79	6637.64	31186.6	89315.04	8267.74	20049.4	22579.07	50820.96	41206.2	7125.21	77453.62	52045.47	45654.99	27141.26	37929.33	4781.91	983498	26228.33	23243.38	12619.8	40754.16	12794.87	67385.8	77674.21	22506.97	29651
K10117	K10117	49915.56	20171.66	26600.91	22745.33	401.25	43843.19	65014.85	14858.08	25314.42	57550.59	45571.47	51214.54	36292.92	24853.3	72720.8	26039.63	11855.5	343.75	32682.97	16151.66	32626.24	47131.9	22890.7	82858	35217.87	11726.71	18616.01	44827.82	15364.28	20271.38	16062.54	34381.93	108554.75	144.5	22517.46	75699.77	78810.14	25212.65	44681.43	18251.35	42908.98	26262.04	26046.98	56599.34	17607.35	13876.13	49765.87	4995.96	49406.36	16664.94	3569.5	27598.44	1707	498.75	28812.49	5226.96	29499.69	29261.35	52476.32	73969.53	31302.54	45297.2	90704.77	10429.43	6881.29	31817.34	62145.04	15411.38	24206.09	52695.6	48837.78	88777.5	10754.48	195822.24	59085.29	90488.68	50027.53	33108.38	4533.32	1294998.15	25123.04	24723.99	23348.97	34268.28	18020.28	103182.75	97670.76	30432.1	23811.31
K10118	K10118	40386.73	17334.66	22493.91	18764.01	241.75	34983.52	54175.68	10363.4	14527.1	48230.6	37301.64	26734.7	26272.24	19643.64	61016.14	19434.29	9792	312.75	22458.64	11013.66	27580.42	37996.57	20901.86	69727	25133.71	10333.55	15799.83	37651.32	12400.62	12977.55	13005.7	28782.94	98974.75	110.5	18401.3	57788.28	64396.13	20199.33	35513.93	7875.68	37485.48	18433.2	21910.83	43132.34	11183.68	7736.29	41013.71	3440.3	41526.37	13346.77	2191	17599.77	987	395.25	21685.66	2486.3	22550.03	23353.18	46071.82	62118.36	25599.7	33223.86	71938.28	8451.44	5505.45	26200.34	37149.7	12473.04	20506.59	47040.93	42304.62	70576.5	9697.97	153509.42	44113.45	70467.19	41057.37	23261.55	3746.31	813411.32	21326.21	17131.31	19922.64	21200.62	14913.61	83040.75	82316.08	25097.43	21068.48
K10119	K10119	42485.73	18131.16	23326.41	20005.01	321.5	36723.02	59314.18	10832.9	15345.6	51110.6	39889.14	26987.45	28161.74	20494.89	63438.14	20491.29	10264	342.75	23318.64	11640.16	29453.42	40310.57	21332.86	74746.5	26539.21	10646.55	16627.33	39925.82	12850.62	13732.8	13750.2	30281.44	100120.75	110.5	18823.8	61409.78	67255.38	21038.83	37932.93	8028.68	39022.48	19347.2	22594.33	45932.84	14257.18	8276.79	42721.21	3577.3	45041.37	14607.52	2808	18332.77	1046	419.75	23926.16	2620.8	23777.03	25365.18	47906.82	67264.86	27019.95	33768.86	79296.53	8758.94	5709.45	27097.34	37822.95	13673.54	21312.09	48604.93	43792.62	78026	9911.47	168686.67	50136.7	78851.19	42993.62	24473.3	3884.31	1047382.57	21971.71	18087.81	20863.39	21884.12	15582.11	86573.25	84981.83	26375.43	21759.48
K10120	K10120	57	33.67	72.67	3.33	79.75	108	301.67	9.34	23.66	165.67	17.67	33.42	261.17	146.41	81.66	12	25	0	64.67	3.67	35	75.33	22.34	250	11	9.33	23	85.34	7.67	146.59	12.67	241.5	3	0	11.33	65.33	178.59	9.67	71.66	77.67	47.01	9.67	13.66	95.33	2913.67	4	58	3.33	205.66	362.75	568.5	23	0	0	1354.66	2.33	38.34	126.67	30.34	138.33	277.92	85.34	122.58	16	8.67	7.33	8.92	6	19.33	45.67	47.17	50.5	3.67	466.25	2973.42	84	52.92	20.59	11	221490.08	62.01	19.01	38.92	25.17	31.33	64.5	129.25	1.67	56
