#OTU ID,Vil1.01B.FP11,Lyz2.02B.FP222.S70,Itg.22.FP518.S21,Vil1.03B.FP35,Vil1.13B.FP153,Vil1.07B.FP82,Lyz2.07B.FP283.S81,Itg.20.FP508.S11,Vil1.10B.FP115,Vil1.10B.FP116,Vil1.04B.FP46,Vil1.14B.FP163,Lyz2.06B.FP271.S69,Vil1.02B.FP22,Lyz2.01B.FP210.S58,Vil1.05B.FP58,Lyz2.07B.FP282.S80,Itg.16.FP484.S87,Vil1.05B.FP60,Lyz2.01B.FP212.S60,Vil1.09B.FP105,Vil1.05B.FP59,Vil1.08B.FP92,Itg.20.FP507.S10,Vil1.04B.FP48,Lyz2.03B.FP234.S82,Vil1.04B.FP47,Itg.24.FP530.S33,Vil1.03B.FP36,Itg.02.FP412.S12,Lyz2.02B.FP224.S72,Lyz2.05B.FP259.S56,Itg.04.FP422.S22,Itg.20.FP506.S9,Vil1.09B.FP104,Itg.26.FP544.S48,Vil1.13B.FP152,Itg.10.FP460.S62,Vil1.14B.FP164,Itg.06.FP434.S35,Itg.18.FP496.S99,Itg.24.FP531.S34,Itg.02.FP410.S10,Itg.06.FP436.S37,Vil1.03B.FP34,Vil1.07B.FP83,Vil1.01B.FP12,Itg.26.FP543.S47,Vil1.10B.FP117,Itg.26.FP542.S46,Itg.16.FP482.S85,Itg.12.FP471.S73,Lyz2.08B.FP294.S92,Vil1.06B.FP72,Vil1.02B.FP24,Lyz2.05B.FP260.S57,Itg.04.FP423.S23,Itg.12.FP472.S74,Lyz2.04B.FP246.S43,Vil1.14B.FP165,Lyz2.06B.FP270.S68,Vil1.07B.FP84,Lyz2.04B.FP247.S44,Lyz2.01B.FP211.S59,Itg.08.FP448.S49,Vil1.13B.FP151,Vil1.01B.FP10,Itg.04.FP424.S24,Itg.08.FP446.S47,Vil1.06B.FP71,Lyz2.08B.FP295.S93,Lyz2.03B.FP235.S83,Lyz2.07B.FP284.S82,Itg.10.FP459.S61,Itg.12.FP470.S72,Itg.10.FP458.S60,Lyz2.08B.FP296.S95,Itg.16.FP483.S86,Lyz2.03B.FP236.S84,Lyz2.02B.FP223.S71,Itg.02.FP411.S11,Lyz2.05B.FP258.S55,Itg.06.FP435.S36,Vil1.02B.FP23,Itg.22.FP519.S22,Itg.22.FP520.S23,Vil1.08B.FP91,Vil1.06B.FP70,Vil1.08B.FP93,Itg.08.FP447.S48,Itg.18.FP494.S97,Vil1.09B.FP103,Lyz2.06B.FP272.S70,Itg.18.FP495.S98,SLCFP072,LYZFP308,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCFP023,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP053,LYZFP320,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,LYZFP332,LYZFP306,SLCFP071,SLCFP004,SLCFP094,SLCFP052,SLCFP076,LYZFP330,SLCFP054,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,LYZFP318,SLCFP148,SLCFP166,SLCFP150,SLCFP167,SLCFP149
PWY0-1415,249.038,88.1769,58.7651,1072.428,4561.9821,56.2004,12.7078,554.4012,460.6051,717.2391,323.8831,507.105,28.4419,108.1875,60.1654,389.712,20.7746,371.8857,1048.2398,27.5745,600.6312,1183.2865,568.6036,250.2884,175.1029,53.442,237.6223,37.8392,787.7096,105.9598,42.3319,2.2451,38.0936,525.3512,643.3715,121.8412,3223.9189,318.4444,986.0632,39.632,261.7195,47.3545,19.5776,126.0446,866.3499,172.5362,536.6589,749.5705,493.2798,153.172,86.2433,166.3917,79.0855,319.629,174.6923,12.6365,43.8651,322.3534,14.4256,275.9867,29.5496,1002.9472,13.1702,194.9865,57.7538,2422.4581,86.3036,198.5111,48.8047,1085.3779,38.0485,60.1344,147.2074,226.9993,294.2053,81.9771,57.3689,201.4863,42.5164,111.9501,139.027,17.6904,161.9412,68.7587,43.8891,411.4556,309.5877,550.0672,1000.5077,15.9416,52.6248,446.1014,59.4899,154.7974,34.6648,449.4078,237.1959,497.4889,92.2337,53.1702,47.0714,110.3407,102.1101,384.4319,231.3735,146.8781,245.2357,21.3356,63.522,2.9579,2.9747,194.188,277.785,112.9675,468.4252,276.8043,88.1091,46.9807,65.7775,71.8584,64.8577,377.4375,26.6248,34.9107,105.7191,588.5656,2.9965,1120.4554,92.1385,2.8553,392.3591,1113.4949,133.5119,378.2299,1775.4552,38.418
PWY0-1479,2224.0762,823.3267,1653.1197,1759.9605,5138.8516,8263.1703,651.8104,3219.0954,2670.619,3908.998,5345.2168,5760.3971,1227.5924,4702.345,441.8609,2966.7841,413.1825,4540.3082,3350.0914,588.0005,3185.286,9574.2199,2860.3593,3155.228,4686.2508,1778.8939,4295.2669,540.3142,3310.1664,2766.4364,1267.5596,903.1309,356.5571,2979.6495,3052.1673,1805.7121,3992.4787,1384.4033,3647.4303,2748.1698,1078.4338,1100.9639,620.8098,1984.4417,1874.4589,7116.8089,5608.3136,2745.6644,3845.4992,1804.7559,2949.104,1401.4088,1765.7546,5871.0992,4064.9537,1149.7875,571.3759,1938.6118,440.2092,3738.632,404.6006,5574.6615,223.8043,734.7959,1494.7888,2863.2431,1398.089,993.9724,871.1953,10749.7472,895.3923,953.7855,646.3308,1090.3144,2029.1151,1161.1922,1190.3213,4628.33,1663.2961,844.6447,1172.3697,878.465,1465.1106,1218.5289,1211.5178,2090.1815,2137.0381,4182.95,3802.4101,626.4064,1939.0932,1542.2139,1856.5084,1440.0671,1202.6926,1989.4144,5701.6797,3261.1143,4984.8626,751.9186,1733.1679,1469.2081,867.232,1143.492,3523.3371,2086.1917,1709.356,2493.3346,958.2673,139.9477,243.315,1483.0688,975.2541,1263.8258,2350.5979,9670.2832,2349.9325,540.5904,447.1794,2066.3373,401.857,5269.9349,2052.5926,1017.6611,1733.8702,5180.3066,1828.6419,3579.2173,478.0158,41.1394,1988.0849,4249.3726,3377.6787,2237.7263,9653.3154,6750.1338
PWY0-1533,487.6741,5.7727,1.7775,601.2353,564.9516,184.583,3.9918,0,20.4804,37.6908,24.1654,27.6449,9.7337,31.0791,52.2385,2638.4951,1.7766,393.4994,233.7777,34.5053,108.3612,5874.6861,867.0078,4.4425,8.1257,317.578,4.8864,41.7599,104.3718,0,60.1032,71.3978,4.4334,32.1714,91.1541,8.4403,109.2524,13.7641,17.356,3.5522,24.6351,7.0688,0,7.1085,106.6115,277.186,373.5259,204.2804,40.8349,5.3314,403.8711,0,105.9747,275.6879,12.4369,66.684,5.769,9.8086,95.6344,72.243,9.2643,322.7627,52.0835,77.5056,5.332,72.8419,305.5372,272.37,0,366.9972,101.6529,218.5157,4.439,4.4427,0,1.7771,86.0203,521.454,165.2713,61.8856,0,90.9946,1.7776,8.8855,1.7772,6.2191,572.4096,308.5673,690.6864,0,4.4374,14.354,35.8704,1.7767,23.0532,484.4704,825.8525,1143.4155,367.0473,132.2849,28.3685,1.7769,3.5435,351.6727,253.2377,90.6185,0,0,66.577,5.2095,57.7836,97.9625,299.9646,15.9248,12259.8961,971.0689,28.8158,31.5671,23.4977,19.9448,22.8115,242.6464,0,0,67.7003,2329.2002,285.4114,709.9806,67.9532,0,222.9701,1166.6756,644.4569,43.5781,2217.9473,452.3778
PWY0-1586,69102.5277,161844.8821,75861.6768,96863.8493,34239.0173,52570.9727,28458.1867,88118.3682,28710.6654,23807.4143,40974.614,66449.3775,31964.4432,51922.4061,156830.5996,70175.5651,20998.0255,45991.2924,31125.7247,28814.6058,25918.6279,116377.8956,77150.0622,107285.113,28332.0556,153643.6137,56929.3779,120268.8985,45779.2577,73718.918,45510.0668,8862.3889,104422.6205,53800.3868,21152.4594,42674.3602,51814.8555,70467.108,46507.1372,108782.341,64388.9602,138864.5354,77604.7019,41258.692,73085.3186,43682.9376,57679.0268,67560.294,20807.4251,103145.6197,34338.2238,68838.8048,34228.9243,33369.6508,63428.7686,13572.8481,201611.2673,45508.5479,49328.4469,46865.0385,22327.2152,34460.2038,40581.6402,131800.3937,70122.4543,38065.5678,56494.3776,66802.6426,31690.3106,64445.1856,31885.6242,142335.7944,12253.2441,130543.1823,68066.0988,99086.0443,18142.1499,51685.6352,77083.8606,127268.4705,155739.2804,8408.7706,70289.4877,64944.0043,123469.5375,63038.8129,46857.1664,37761.6632,62399.7417,60856.0616,58092.6957,15933.8737,37345.7211,87708.6538,19601.0767,85853.1289,82969.4704,20763.6679,37606.1382,32333.6376,40027.1497,9370.9933,16199.4177,36852.5482,182379.9353,85295.2213,10368.7984,41553.1027,63174.4543,103429.4893,35978.7428,26321.3697,169099.516,17711.5564,16427.4888,148628.2371,48521.2473,39688.222,36091.0835,43859.2113,83215.3322,34152.3358,14142.854,6867.1925,57423.2132,120527.3038,22424.3509,54087.406,47308.7189,49393.8652,63972.8871,35374.9061,84685.6194,70906.7183,50674.2371,55085.611
PWY0-162,61280.0154,174428.6606,57201.8561,91072.1484,50858.839,36219.2958,21956.2388,57227.875,36141.6745,27354.5042,36732.5916,33892.4071,22970.7785,42000.7262,171954.7621,69846.6866,16664.9303,31581.4566,27711.9639,31932.8227,18402.1919,119680.3356,31817.9996,68678.6061,25701.9979,130840.8588,43951.4511,76075.4459,44717.0445,57245.4884,46173.2537,10263.0561,108943.0477,35412.8439,21183.364,31257.1969,75058.6152,49092.3096,27317.6298,98821.1235,43139.7945,96062.9393,55439.0411,42904.7106,66174.4633,39457.8157,57940.3371,43983.2932,22190.3785,68627.8755,22916.0835,41952.1626,28152.1182,23796.6839,39902.7803,15437.6065,196433.1417,33989.9821,32944.7054,24323.7722,18212.5178,26697.6713,30227.0793,142645.214,50687.4401,57789.2377,51579.8478,50433.46,24192.1901,43505.4692,28732.0827,135045.237,11269.72,86536.0551,45730.6185,68556.5217,17370.9031,35887.8129,67750.9771,134995.9483,111763.4503,9826.1674,61900.2053,44216.3766,91602.2459,47572.3222,29398.5952,29494.1724,26796.457,42545.1898,33905.5487,16987.0396,30757.8844,53194.983,15019.622,87218.379,74308.3474,36458.7738,27750.1997,32114.2759,31230.6349,7440.0513,12002.0361,43760.0026,166496.8051,31717.517,8875.843,25160.343,58467.5783,82803.501,35855.2034,33582.7134,175100.2012,7759.3847,57455.6234,137454.5947,38576.3889,16288.3451,21491.7426,32183.5661,79786.6206,60449.687,9456.7355,3921.081,27147.4063,121253.9593,14520.7215,59058.4559,51124.3414,27292.3354,56206.9941,17370.0505,79278.0355,69019.7948,50853.0274,45585.5122
PWY0-166,52966.0851,162932.9924,55251.1783,84900.2991,41030.3744,28909.0084,18887.1964,46962.363,33592.0241,25083.3602,33149.5751,31190.8406,20924.4146,38868.9692,161053.0425,64246.405,14462.1331,27453.4095,23838.0443,29439.289,17033.756,108927.0308,24391.4022,57554.7983,23105.8701,125157.1555,40252.2084,76300.6344,40837.7095,54934.5252,41665.2913,9327.0951,101943.4574,30209.9118,20196.3454,30257.1085,60888.0742,47377.024,26053.3539,89159.3257,42119.3933,94027.091,53464.1311,38551.4051,62815.3421,33835.9515,50797.0894,41780.836,20315.6728,67514.9667,19781.7363,41391.4038,23974.2007,20324.998,37147.8517,14680.6841,184431.2179,32207.1139,32611.8952,23133.4962,17812.184,21506.3056,29652.8704,133167.6554,49013.6843,46254.3796,45551.0829,47838.8973,23507.5557,34995.1705,25345.8686,127759.7993,10026.1281,84877.7054,45175.7417,67229.5059,14325.3579,31084.6827,64432.2041,125407.535,108518.4066,8914.0023,54286.4228,41296.9045,88083.6365,45003.8915,23030.8739,25020.7636,20047.3971,41507.9422,33578.4375,16072.9019,28126.9432,52648.2663,13635.7616,72750.3478,63360.7448,38841.0558,24568.0974,29270.4372,28680.3581,7353.9736,12004.7356,40917.0244,156370.1528,32704.6399,8690.5952,22889.9349,55479.5798,79492.6285,33532.9952,30754.5312,165434.3965,7434.325,60093.9514,119557.7112,35841.5545,16641.6208,20731.0286,29854.4932,75630.5141,59884.6906,8313.2819,3730.1126,27403.8526,113967.597,12561.6833,55181.2347,48397.3766,27320.6714,46927.5427,13255.3639,75364.5987,61431.993,46211.4332,39261.5028
PWY0-321,6.895,4.338,0,143.04,477.3275,4.4722,2.4121,0,5.7709,8.2034,7.4206,3.8577,8.4893,5.8495,5.2673,169.2963,0,3.9764,20.3002,9.3207,0,23.4647,0,4.9626,2.4847,3.743,3.4868,2.6616,61.5789,0,14.7933,1.3372,2.6229,8.7878,2.4571,3.4438,92.2029,3.4269,3.7549,3.9608,6.9523,5.2953,0,5.8064,43.7249,0,40.5631,6.65,6.7975,3.9219,2.949,0,3.4335,7.434,11.4558,6.5815,4.0655,4.8758,7.7881,9.6015,7.774,27.392,2.7098,5.5877,5.6695,61.4701,3.9437,7.4265,0,29.2859,13.152,3.3666,2.8616,2.9659,0,0,3.4292,4.4464,0,0,0,0,0,7.6737,0,4.7426,2.4692,6.4217,0,0,2.7924,0,2.4643,0,0,159.5446,149.9059,167.3707,0,0,0,0,0,52.9369,78.0636,82.0142,0,0,37.9182,0,0,94.1356,142.4006,0,277.6918,177.8777,0,24.3611,0,17.1851,0,217.2719,0,0,59.9461,181.9767,0,167.4543,56.4584,0,122.9502,731.7504,2.497,29.2296,1.9993,10.1605
PWY0-41,240.4524,21.3609,6.5667,8740.0555,2461.6624,23.3585,11.9888,554.5349,47.7638,78.9875,32.1967,263.0824,28.3144,48.4524,15.321,291.3504,1.9996,223.7464,181.4551,14.7313,294.2184,145.112,103.3194,622.3017,20.5914,11.6429,53.0057,18.65,633.5852,0,35.1183,1.4977,7.9424,19.9826,288.1299,25.4232,1751.8867,295.0019,133.6236,11.422,601.2405,23.8299,0,33.9389,1169.9397,53.6281,478.4212,50.2281,83.5315,77.4045,15.1953,420.1667,16.9497,200.7009,177.0237,8.4082,68.427,240.9783,10.402,141.0312,13.7392,83.6065,6.4502,27.0655,12.0733,692.82,105.6249,42.6413,8.8661,81.982,52.5138,22.1698,8.4783,991.0112,519.2553,136.1507,8.9799,93.9819,12.7077,23.9493,16.1889,1.9971,29.6413,84.2593,23.2835,40.2038,107.7506,95.9657,220.2995,11.8851,24.5022,165.1743,19.3759,248.3988,0,219.8618,188.7861,136.4769,5.3976,40.3435,0,40.8869,19.1959,39.9726,105.9199,138.0361,18.1682,20.5121,43.9254,0,79.6003,107.5023,163.5867,1.4997,191.0839,271.2947,0,50.8756,15.8754,32.3399,188.7553,296.8811,2.399,0,113.1968,198.1424,0.9999,401.3594,85.3886,0,451.8721,980.3246,25.9802,131.4189,3.88,12.4562
PWY0-42,3.8415,2.6768,0,111.2783,320.0955,2.6491,1.5203,0,5.0927,8.8122,5.9773,3.5969,5.5,4.9684,3.434,140.7235,0,3.7188,23.8903,5.5932,0,19.816,0,3.0285,1.8825,2.0833,2.346,1.8987,39.657,0,8.4765,0.75,1.8987,7.9353,2.9668,2.4896,61.5994,2.7095,3.0387,2.381,4.3478,3.4426,0,3.3333,32.6082,0,22.9913,4.8655,6.9296,2.4194,1.9749,0,2.2865,8.332,6.4692,4.25,2.6768,3.1789,4.9599,7.941,4.7078,27.183,1.5,3.4426,3.0882,41,2.2727,6.4215,0,33.5412,7.9303,1.8314,1.7857,2.1127,0,0,2.8667,2.8368,0,0,0,0,0,4.4554,0,3.1789,2.0325,7.7939,0,0,1.8987,0,2.2427,0,0,110.2342,85.9977,136.2644,0,0,0,0,0,42.5954,47.32,52,0,0,22.241,0,0,54.7463,103.8322,0,231.8284,99.5996,0,16.0976,0,10.6279,0,136.7485,0,0,39.1494,150.2587,0,132.6539,36.9946,0,80.0144,530.0027,2.0791,21.4044,1.6658,5.5566
PWY0-781,5811.2875,2279.7077,2288.0005,19012.8319,4425.8021,17440.3733,2634.5143,7896.8283,4321.8962,6499.152,5024.6447,23415.9272,4835.0697,5837.659,814.8078,8336.6868,1481.2063,6606.756,11538.9366,609.4398,6899.8968,9937.6499,16800.6898,9374.9539,2899.4328,4939.9605,5752.3137,3030.5965,7377.1348,3699.1025,2892.5415,1572.8989,2154.7818,6204.1089,5983.6137,5510.8082,1468.3213,6399.2033,12534.1994,12494.7217,5633.3953,7503.6246,3617.0571,4871.2821,10479.4174,15696.9805,9845.1182,9656.1309,5143.6519,6709.4375,3701.4187,7439.5815,3675.2613,17283.0018,6541.3454,1355.2074,10888.411,7108.0687,878.4319,14011.6905,1800.7432,10935.8849,815.1007,2721.6674,5182.7749,1052.1946,3344.5324,10818.7401,2208.0167,16981.0086,2471.3811,2598.993,1692.2389,10557.9675,9412.6642,5359.5861,1866.025,5628.4616,2201.2465,4751.4789,5483.0624,1398.9159,7917.5788,4360.0169,7624.0203,5419.6515,11275.1376,13385.5176,15511.3932,3704.395,4232.0993,4407.7825,4604.2906,4947.6566,1192.2729,17732.3221,16017.4199,18715.9962,5367.3046,1529.6526,1934.6187,2486.5912,4407.9477,3620.4176,17780.7365,3671.835,2138.5118,5279.1013,3995.4882,284.5142,944.7622,6565.2352,11385.3168,2477.2009,9201.0606,21308.6737,2856.4229,2147.3105,1263.6495,4777.326,1903.8316,6937.3275,2416.1072,1202.101,3307.6089,32808.994,1850.4987,17257.7848,3686.6347,11.1859,13941.1163,11876.7754,7539.1686,11529.2023,11130.8898,2660.5435
PWY0-845,911.0422,228.5643,316.604,1587.7575,20187.1711,2229.0743,277.0722,1051.2023,5927.6477,5803.9978,1988.7962,4083.7973,424.9154,1324.3047,338.1606,3775.6755,82.5667,1024.3316,1888.4257,224.1729,1857.9584,9472.4187,1548.3903,1009.0131,1401.525,678.7525,2609.1923,83.5483,1394.2818,441.1166,650.9304,424.1526,17.6621,1738.2349,3268.2222,285.0341,35060.8726,540.829,1678.747,1023.6348,76.2729,57.2106,442.7654,581.0478,688.6836,1527.0686,967.0292,471.0633,4596.4454,586.778,1591.8421,869.9367,368.5189,1785.4132,835.1099,208.8309,74.2719,1141.8303,176.4453,2293.1955,161.4129,2264.1078,64.2731,253.3686,610.8792,29426.9114,740.6046,612.6722,268.9863,2979.7995,356.0342,636.667,137.1188,768.6619,766.6636,549.6672,557.6225,936.9545,489.6748,969.0651,604.9384,290.8654,735.2263,1175.5917,493.3176,233.9409,3639.7424,1000.3121,1475.6829,573.0323,93.9842,3943.5802,774.2771,54.514,927.4206,19935.6012,1602.9245,2081.3082,748.209,424.8382,3154.3698,270.7192,151.3708,1275.1261,1162.1659,193.4424,351.8968,1351.2932,413.1282,10.4476,157.8594,1402.8733,1180.5957,473.4711,5835.0627,2217.9375,2644.3119,68.0719,298.7648,1032.6036,238.3193,895.6891,888.2792,182.1114,126.2894,4617.1294,445.479,2467.8933,630.9982,0,6290.1644,4223.82,2185.8463,1317.0407,4502.8299,3125.8299
PWY0-862,648.1644,110.953,149.7597,5492.3276,21940.7689,99.6033,111.3965,555.9632,167.6327,266.0916,47.2092,201.8589,201.4067,37.1205,47.2414,7932.1562,35.9508,344.5613,4218.4713,34.4755,264.1451,13840.3762,133.3905,661.0854,45.6977,125.9116,113.0409,713.2034,1248.5471,269.3549,137.7352,38.1657,432.2942,137.7526,393.658,1397.8886,23367.4612,656.3541,79.7748,1802.0171,87.6202,3081.1458,149.7659,802.015,889.6155,370.4119,2262.3713,332.2315,211.7516,1194.1401,131.6568,363.704,109.9856,5031.2535,285.4078,152.9474,6593.3698,495.0937,73.3712,155.3202,203.5201,147.3559,149.4519,95.9568,1064.2151,12005.1119,98.8785,7134.3221,279.6917,728.2292,226.8438,122.1743,117.6828,1343.0978,326.6516,349.5679,225.5283,180.2921,173.7067,138.6552,371.3513,41.8945,1604.4155,101.8556,1719.526,706.5608,263.1586,943.6991,164.6434,537.7224,22.4882,501.7274,171.1628,87.6368,56.8703,2142.7268,2405.948,8063.5305,119.6829,23.9877,20.9904,280.4451,343.5778,828.0615,4732.6885,441.9857,163.0164,19.1916,920.2271,35.9878,14.9956,456.0408,3383.2788,71.7078,28827.9443,1809.4762,29.9833,125.1342,32.3646,81.6111,111.6356,1145.0405,4.7988,0,423.7348,16141.9887,29.9686,4335.7437,468.0858,0,944.1143,1831.5318,2494.8383,1322.7184,4253.6662,290.5046
PWY490-3,9481.628,6388.5897,1841.1094,1845.8725,84.3329,15180.0901,8349.8566,18379.0281,11213.0268,9794.4342,18733.6439,9296.4842,2535.1361,9647.4808,4294.4871,631.4232,6862.2542,12299.0172,2989.4595,1357.57,6673.603,3558.9858,9429.648,20228.3983,6947.1163,2719.9081,18984.043,732.4003,5267.5691,1122.6528,2603.2798,3780.1301,820.4202,10681.6454,9948.9933,2917.1014,143.9483,2948.4888,6878.0154,17522.0326,5046.7599,670.268,1823.9174,3495.068,7391.4901,12196.9211,6979.662,5956.3177,8348.6107,4511.4872,17831.271,14505.518,2439.4282,6133.7392,6145.2024,3551.119,2409.8389,14662.1394,691.0264,6018.2802,1490.9695,7515.2672,413.8196,4137.2835,6128.4824,22.6183,8028.7484,964.5553,8581.1058,9710.1266,2128.1093,1522.0472,3834.6597,5633.0343,17404.5401,5610.4969,1092.8917,18336.5602,1022.719,5947.1734,1712.0627,4426.2454,9032.9415,8772.0749,3638.1324,2672.8855,5152.4815,6230.3955,7103.335,8908.2221,12869.8089,8291.6225,3101.0523,13705.587,2336.6449,2126.5065,3630.9908,20844.0103,5330.3224,375.0283,3878.9254,5925.9408,7510.7629,29128.353,2643.7044,793.6348,6226.5369,6644.4376,841.2315,1289.5863,157.2669,27545.4046,16282.4908,498.379,7254.8846,4900.1994,3214.8749,536.985,1128.8804,3243.3755,263.441,40521.3075,2824.0827,526.5975,1080.9617,38189.7812,4455.902,38717.1012,26173.6176,134.1193,5756.0499,6519.1509,7887.6773,29260.3498,9601.6676,19129.8252
PWY4FS-7,64249.1065,169651.9705,74658.5003,90823.1633,43973.2631,54497.7111,25088.458,73163.8269,47647.1461,41898.7686,46075.5902,77568.067,28803.4791,53075.0424,167277.2227,68821.0085,18796.2538,48309.3883,30547.7653,30625.2781,42008.8807,116042.5735,66796.7045,88899.6501,31597.7646,135982.6282,58946.8393,118301.098,46101.9054,80854.8639,45231.3575,10775.2984,108734.6331,49515.7808,44592.8273,42998.9335,71323.5656,62959.2995,55003.3614,101875.7466,61698.8727,118384.8552,77005.4739,41772.8779,68065.1608,45081.0071,57825.6883,63593.7855,37834.4271,97929.2032,42136.3699,64085.222,30062.8417,33065.4959,58175.1189,17488.166,205039.6352,48255.8563,39572.7831,56820.0499,25456.2215,35775.2056,33196.7128,138705.4663,64656.5076,54329.1127,53652.6621,61640.834,31252.7957,63272.7785,29640.2919,134544.4085,11979.5464,115809.5319,64436.3576,88242.0189,17855.4063,57706.9342,68403.2478,131461.7797,162874.2633,10723.1447,64125.55,59883.9473,116277.5045,58526.3231,44749.6794,36434.9615,57723.9842,54418.2116,55970.344,29286.3645,35727.3255,84175.3805,18207.7593,89573.3749,76155.7993,150394.0116,35077.6831,32284.1746,36634.5314,11404.1446,16709.5569,41065.459,159821.2771,73576.1751,12899.4918,36290.3476,56040.3167,104447.7567,35737.1842,37225.2487,172679.7376,16108.191,189638.1373,138053.9328,45296.6732,34640.8819,34290.8251,40736.0747,80427.2688,102519.5378,13716.0528,7135.8922,49136.5138,116328.6505,19847.733,59635.889,46760.151,49840.3794,68032.5252,34459.5654,92226.589,75301.2779,54696.4506,57569.7306
PWY4FS-8,64249.1065,169651.9705,74658.5003,90823.1633,43973.2631,54497.7111,25088.458,73163.8269,47647.1461,41898.7686,46075.5902,77568.067,28803.4791,53075.0424,167277.2227,68821.0085,18796.2538,48309.3883,30547.7653,30625.2781,42008.8807,116042.5735,66796.7045,88899.6501,31597.7646,135982.6282,58946.8393,118301.098,46101.9054,80854.8639,45231.3575,10775.2984,108734.6331,49515.7808,44592.8273,42998.9335,71323.5656,62959.2995,55003.3614,101875.7466,61698.8727,118384.8552,77005.4739,41772.8779,68065.1608,45081.0071,57825.6883,63593.7855,37834.4271,97929.2032,42136.3699,64085.222,30062.8417,33065.4959,58175.1189,17488.166,205039.6352,48255.8563,39572.7831,56820.0499,25456.2215,35775.2056,33196.7128,138705.4663,64656.5076,54329.1127,53652.6621,61640.834,31252.7957,63272.7785,29640.2919,134544.4085,11979.5464,115809.5319,64436.3576,88242.0189,17855.4063,57706.9342,68403.2478,131461.7797,162874.2633,10723.1447,64125.55,59883.9473,116277.5045,58526.3231,44749.6794,36434.9615,57723.9842,54418.2116,55970.344,29286.3645,35727.3255,84175.3805,18207.7593,89573.3749,76155.7993,150394.0116,35077.6831,32284.1746,36634.5314,11404.1446,16709.5569,41065.459,159821.2771,73576.1751,12899.4918,36290.3476,56040.3167,104447.7567,35737.1842,37225.2487,172679.7376,16108.191,189638.1373,138053.9328,45296.6732,34640.8819,34290.8251,40736.0747,80427.2688,102519.5378,13716.0528,7135.8922,49136.5138,116328.6505,19847.733,59635.889,46760.151,49840.3794,68032.5252,34459.5654,92226.589,75301.2779,54696.4506,57569.7306
PWYG-321,16.3144,11.7777,5.7411,1338.3165,25056.73,8.1806,8.1453,0,148.0769,321.9704,20.3846,244.3135,22.9892,44.9085,17.2356,6616.5161,3.5893,25.5053,390.243,19.9118,319.0023,13902.1522,161.3492,11.1872,21.9012,11.4089,9.997,31.0209,209.937,4.1418,42.7358,2.7243,9.0804,44.1105,475.4525,17.2091,27066.9305,28.1087,96.6053,10.3961,18.1604,14.4484,0,14.5264,193.0935,19.7007,90.021,66.5592,256.2643,13.0022,5.4535,0,19.6137,486.8966,28.4507,23.8402,11.8082,13.2279,24.9881,187.8369,20.8865,154.9424,8.5185,14.5044,10.8992,14099.7255,7.2634,588.9577,0,543.1357,31.0288,6.3601,9.0222,9.087,0,3.6359,49.1869,8.1796,2.1086,3.6357,2.1082,0,3.6353,18.1427,7.7708,20.8916,318.1066,390.9204,199.3146,0,9.0858,605.3598,108.955,5.7435,4.3623,2581.3806,351.9951,2772.2761,3.6358,0,0,3.6343,10.1698,783.1258,347.5355,186.7765,19.6483,23.2508,158.8391,3.5985,3.6322,321.7606,750.7383,32.6015,31871.7295,451.0391,0,57.8419,39.1034,40.8431,3.6323,649.6251,5.8154,0,135.9602,5719.7159,5.8151,3299.7226,199.1741,0,1136.546,2182.2488,1463.0347,1585.6069,4581.6754,35.7184
PYRIDNUCSAL-PWY,19917.7509,4514.5127,3397.0726,4805.9036,26889.9061,36163.2196,10216.4553,37090.2327,10943.3715,18493.7457,16090.4623,52346.638,8921.6471,14792.4892,1820.7596,7406.4442,7350.3509,26333.84,11762.9968,1063.0713,26392.1348,13885.1054,50957.9021,42120.0997,8242.0815,8642.2816,17394.7848,4688.773,5920.4802,6988.543,6437.9026,2435.6127,754.9874,25774.0479,21796.6221,3318.5404,39038.2679,5104.8557,25525.1039,22507.0718,2125.4953,2462.1385,5928.2617,5905.7201,7547.4205,20694.4244,13720.0278,20005.6901,18576.4312,6784.6918,26483.0826,7367.3953,10262.7967,19569.461,21588.5084,2203.8057,1362.4058,10518.6902,3299.5876,32601.3016,2585.4482,23161.8917,1570.3129,3085.4496,2827.7238,30516.6028,14296.014,4560.8742,2027.8866,39951.1429,7269.7268,5181.3747,3564.6996,3257.6433,4609.4986,2112.8803,6795.2453,32738.8599,4334.8627,6470.9606,9557.2451,2900.6041,18275.3387,17187.5444,4876.081,7050.9784,32179.8394,19582.1513,45601.3401,3732.0417,4675.8391,10982.4842,8212.4058,2127.6736,5055.0721,41717.6429,27055.8866,5199.713,12584.4472,3400.7189,7597.7473,2155.9967,2362.1934,1883.3542,16291.4462,3074.1071,2106.2156,12287.0941,3830.3841,1154.3464,1811.3816,6169.3591,3801.383,6719.6555,36162.1515,40303.7475,6994.824,1948.449,4492.8654,7806.5361,2334.6019,10736.4637,6278.6085,2942.9338,3465.7628,9531.1221,9077.2251,13087.5907,1252.5881,61.06,37378.5047,27386.6055,11932.5166,28749.5609,11642.8127,25725.4331
