#OTU ID,Lyz2.01B.FP211.S59,LYZFP332,LYZFP331,LYZFP330,Itg.16.FP482.S85,Itg.22.FP518.S21,Vil1.02B.FP24,Lyz2.03B.FP234.S82,Itg.26.FP542.S46,LYZFP320,Itg.10.FP459.S61,LYZFP319,LYZFP318,Vil1.02B.FP22,Vil1.02B.FP23,Itg.04.FP423.S23,LYZFP308,LYZFP307,LYZFP306,Itg.08.FP446.S47,Itg.20.FP506.S9,Itg.18.FP496.S99,Itg.22.FP519.S22,Itg.10.FP458.S60,Vil1.05B.FP60,Lyz2.02B.FP223.S71,Itg.04.FP424.S24,LYZFP356,LYZFP355,LYZFP354,Vil1.05B.FP58,Vil1.05B.FP59,Lyz2.02B.FP222.S70,LYZFP344,LYZFP343,LYZFP342,Itg.10.FP460.S62,Vil1.09B.FP105,Vil1.09B.FP104,Vil1.09B.FP103,Itg.18.FP495.S98,Itg.06.FP436.S37,Lyz2.07B.FP284.S82,Vil1.04B.FP48,Vil1.04B.FP46,Vil1.04B.FP47,Lyz2.02B.FP224.S72,Lyz2.03B.FP235.S83,Lyz2.05B.FP258.S55,Vil1.13B.FP152,Vil1.13B.FP153,Itg.18.FP494.S97,Vil1.13B.FP151,Itg.06.FP435.S36,Itg.22.FP520.S23,Lyz2.07B.FP283.S81,Itg.04.FP422.S22,Itg.20.FP508.S11,Vil1.01B.FP11,Vil1.01B.FP10,Vil1.01B.FP12,Lyz2.05B.FP259.S56,Itg.06.FP434.S35,SLCFP149,SLCFP148,Itg.12.FP471.S73,SLCFP150,Lyz2.06B.FP271.S69,Lyz2.08B.FP294.S92,Lyz2.05B.FP260.S57,SLCFP024,SLCFP023,SLCFP022,Lyz2.07B.FP282.S80,Lyz2.04B.FP247.S44,SLCFP054,SLCFP053,SLCFP052,Vil1.06B.FP70,Itg.02.FP411.S11,Vil1.03B.FP36,Vil1.06B.FP72,Vil1.06B.FP71,Vil1.03B.FP34,Vil1.03B.FP35,Itg.20.FP507.S10,SLCFP167,SLCFP166,Itg.24.FP530.S33,Vil1.14B.FP163,Lyz2.06B.FP272.S70,SLCFP113,SLCFP112,Itg.08.FP448.S49,Vil1.14B.FP165,Vil1.14B.FP164,Lyz2.08B.FP295.S93,Itg.12.FP470.S72,Lyz2.03B.FP236.S84,SLCFP006,SLCFP005,SLCFP004,SLCFP132,SLCFP131,Itg.24.FP531.S34,SLCFP114,Itg.02.FP410.S10,Vil1.10B.FP117,Vil1.10B.FP116,Vil1.10B.FP115,Itg.08.FP447.S48,Lyz2.04B.FP246.S43,Itg.26.FP544.S48,Lyz2.08B.FP296.S95,Itg.16.FP483.S86,Lyz2.06B.FP270.S68,Lyz2.01B.FP210.S58,SLCFP078,Itg.02.FP412.S12,SLCFP077,SLCFP076,SLCFP072,SLCFP071,SLCFP070,Lyz2.01B.FP212.S60,Itg.12.FP472.S74,Vil1.07B.FP84,Vil1.07B.FP83,Vil1.07B.FP82,SLCFP096,Itg.26.FP543.S47,SLCFP095,SLCFP094,Itg.16.FP484.S87,Vil1.08B.FP92,Vil1.08B.FP91,Vil1.08B.FP93,taxonomy
MF0050,63478.455,165585,130558.095,72671.63,24667.645,39183.375,28901.65,62253.83,51159.905,25916.865,53930.315,74220.735,32516.045,25688.91,27724.225,95712.9,38330.07,36952.17,65463.28,14842.98,22881.54,28754.925,53448.64,41631.23,15383.43,60425.555,30203.36,18819.995,22855.38,80697.925,33279.2,54597.37,78615.26,33879.8,60986.08,26162.83,29111.16,27309.515,29339.42,18487.08,40485.685,18702.41,5625.25,14916.21,23651.79,29117.59,20598.825,60864.095,5587.54,38816.45,27045.565,27581.155,28643.095,30301.545,27627.035,12272.125,51021.61,34661.235,29968.915,24651.015,26071.72,5469.04,48993.52,29315.745,18580.535,31224.715,35772.155,13557.045,14922,10655.02,6762.67,6378.265,9894.65,9249.375,15235.83,6206.015,16783.23,18827.49,17962.065,91720.625,21798.01,18360.375,35475.05,34086.32,41303.33,42923.785,25629.66,54963.03,68900.635,41808.935,16433.63,3880.725,8960.14,29530.83,32184.86,31360.04,14379.31,32822.275,30749.48,23057.11,34319.18,16137.325,9036.89,16527.115,55251.125,4005.935,41333.525,22016.63,25349.985,27952.79,26100.61,18217.59,22087.905,8174.965,32276.62,15737.255,76859.45,13899.015,45543.675,16072.8,36684.48,8484.765,21034.36,17239.92,13795.535,22317.92,17568.48,22657.06,30735.295,22878.85,29591.53,48119.715,16148.885,26855.485,28517.585,19095.65,24305.375,
MF0094,4558.75,5125.5,14605.75,29017.25,14423.25,25381.5,11099.5,1127.75,22708.25,547,38931.75,1479.25,5465.75,11463.75,12022.75,56880.25,4217,2291.75,3562.5,12219.5,4707.75,37933.25,52714.25,29580,2671.25,4543.5,25957.25,20442.75,21591.5,11260.75,909,9071.5,4487.75,29391,27454.25,19306.5,19927.75,4861.25,7273.5,6228.5,57952.25,2641.5,2060.25,13211.5,19184.25,28913.5,1042.75,772.75,3167.25,31241.25,20576.25,39346.25,20537.5,4118.5,21561.75,3186,15047.75,6918,4042.5,3872.5,5114.25,2736.25,9641.25,13136.5,2992.75,29126.5,20964.5,5908.25,1652.25,2684.5,5579,5536,6874.5,2729.25,131.75,4344.75,13883,17268,5022.75,59523.5,8926,4690.5,9012,6143.5,2593,10481.25,17751.5,11891.25,23699,14215.5,8439.5,1393.25,3066,20925.5,12903,15892.5,1444.5,28979.25,582.25,19544,34720.75,16685.75,5490.25,11097,37863.75,1588,31249.25,5601,7380,9638.5,20633.75,224.75,10009.75,552.25,18826.75,3960.5,3338.5,2718,24765.25,1620.5,1977,4181.5,13497.25,8714.75,1031,18387,5655.75,7447.25,10543.25,36265,17443,57107.5,20529.5,13773.5,6130.75,4083.75,4235.75,
MF0051,61499.25,13168.7,4685.165,9359.2075,4361,33388.775,16334.85,53259.125,37640.05,10426.55,57347.45,24062.775,13067.175,15204.565,18621.85,112433.775,24775.295,14842,30736.95,11634.275,10178.3,38114.05,66037.4,44908.4,6218.525,56190.35,33368.175,8073.0675,11509.425,72754.625,28762.45,50699.06,74300.55,14718.94,41787.39,15707.825,26887.7,6583.68,7273.425,6856.5575,53512.375,13565.95,3284.5,12187.1,13184.41,22274.8,17492.625,53123.55,1283.25,46046.5,30257.5,33833.45,34772,19149.625,26269,6061.25,53829.4,15741.15,19052.75,17017.475,19304.325,1232.125,33314.6,12256.225,6243.47,28355.3,16966.95,8657.5,8588.625,1354.75,2959.275,2827.6,4408.825,4686,10591.7,4693.4,15977.675,21169.025,6856.075,67700.9,18062.35,4285.5625,9217.6725,16041.375,29090.775,21170.975,18182.875,24318.725,42540.85,10263.81,10311.05,2089.6,4812.1,27864.25,10038.75,13400.5,9791.75,28275.025,21121.25,28295.7,46906.975,22513.075,7073.7,15100.825,52541.875,2040.6,35742.9,8678.085,8587.535,9991.0175,24348.9,13433.9,13730.2,4700.25,9417.375,6841.65,74874.075,13148.725,30190.6,16035.675,36435.025,6791.8,22032.4,15338.8,12974.2,15225.8,6221.835,8697.5,5171,36982.6,23048.4,68464.8,22699.1,9079.525,6956.09,7372.445,6941.54,
MF0095,2536.58,10110.84,3045.36,16545.24,8226.5,3664.12,6502.43,3966.07,6134.96,943.19,3657.41,6454.75,11850.57,9782.69,8206.83,1155.75,28044.79,11532.5,14466.8,3695.58,9297.57,1129.5,2654.8,1982.375,6322.82,3399.5,1198.71,10005.61,4851.91,3209.52,3170.07,8785.95,2060,5654.89,4447.39,954.02,4607.58,5987.28,7974.02,9705.91,1437.74,8259.125,1559.75,8818.085,6797.01,5669.255,3521.48,5685.75,2617.75,33639.65,33311.585,1388.16,39745.665,6161.25,4282.06,1114.25,510,9198.66,6178.755,4441.12,12082.13,2367,1805.52,7030.175,10546.66,4296.33,10699.65,2155.01,1453.25,1799.425,3139.06,1749.125,494.48,977.75,444.645,5012.455,3460.78,3124.38,3883.19,9696.12,4987.57,6127.82,7393.68,2297.31,1734.61,4956.24,12051.48,2544.655,536.96,14320.12,4753.91,1126,1667,6577.58,9758.64,7906.73,1295.685,3353.08,6143.93,1194.23,1038.37,224.16,5451.57,6368.62,590.5,1342.255,2555.625,11940.25,10391.15,13030.91,1816.5,414.42,6182.83,4305.01,11264.57,611.49,1421.75,6913.625,9023.82,1697.625,973.245,3733.145,4892.62,3391.08,2045.67,10253.32,9358.34,5259.94,2838.25,18.875,5420.36,72.62,531.215,8143.17,9004.52,13958.14,7621.82,
MF0092,255197.58,175069.51,151811.08,108398.92,41934.09,203254.83,124877.67,320555.59,250771.75,234181.66,350211.57,686720.42,77961.42,103680.58,133338.92,492479.25,127954,165309.59,312337.01,79067.83,66708.41,202208.25,356696.08,255476.66,46127.74,236024.16,177035.91,49966.58,67830,303051.08,125577.18,234714.34,306032.42,96981.66,201130.57,82688,205270.59,37983.25,42142.32,28168,254033.25,82039.67,17242.25,56838.83,71808.92,110022.16,74067.92,308345.59,23778.08,106873.75,67622.24,154310.08,77174.33,111679.84,180090.76,34741.5,227330.42,124896.34,91421.66,78080.5,87121.91,27022.08,172489.58,72083.84,26447.93,170882.5,102814.51,70499.75,43075.25,48355.34,26323,23087.33,38826.33,25842.25,110179.58,26369.26,83938.33,108279.01,43032.26,432118.33,88283,37458.33,63118.31,209393.33,254011,158692.75,142123.5,190409.59,307062.34,89956.5,103640.33,12983.25,30563.33,190457.33,74142.83,85173.85,46052.83,161461.92,208214.09,144285.5,216176.08,96083.42,35427.25,62880,454353.75,12889.5,215136.75,39522.01,50538.82,69996.17,159533.42,120147.92,114974.58,22845.42,68862.08,52381.34,303436.5,61615.33,192774.58,69587.5,159088.33,40379.5,105589.09,82410.91,53282.5,97632.67,33299.92,54601.41,51085.59,166476.5,152766.65,316484,90920.51,62662,65403.51,39880.64,55827.91,
MF0093,444,164.625,132.5,221.125,146.25,0,3012.5,5449.5,5797,13611.375,8797.75,41499.625,71.125,2120,3050,6317.125,1765.125,6511.25,12059.75,0,1160,5613.5,0,0,796.25,0,4344.375,90.125,71.375,363.125,1002.875,3482.875,147.625,613.125,265.75,34.25,7134.875,0,90.625,0,0,1734,61.25,793.625,680.375,1355.375,40,5604.375,0,95.75,215.75,2655.75,42.5,0,6189.25,88.125,1607.25,0,146.25,80,308.75,1359.375,1311.5,123.625,301,0,435.625,2243.25,45.875,2547.125,0,0,0,0,4029.25,0,0,2589.625,14.125,0,1070.375,75.875,219,9266.25,9118.125,3678.25,5371,4836.625,7521.25,945.5,4289.625,0,0,5554,852.125,1155,100,0,0,2474,2904,895,0,0,18428.5,0,0,571.75,808.125,1410.5,0,3540.25,3703.875,41.375,468.625,1143.125,126.375,0,0,0,0,0,0,0,37.25,1824.25,50.375,0,0,0,3548.75,0,0,522,0,18.625,0,
MF0090,129705.08,161206.15,126004.33,61088.85,18155.5,64223.8,36197.2,118309,81261.6,48696.35,99524.9,135214.8,59500.24,41239.44,41481.75,185841.8,94364.41,74407.09,126415.91,21673.8,28126.57,52898.6,100804.8,76831.8,29412.99,128551.33,54141.35,36583.11,50260.66,180059.48,61432.2,95802.12,163954,62381.72,170347.89,64872.26,51848.15,22678.75,24370.75,16355.08,69645,35918.42,14329.75,21945.64,31213.01,33639.6,45304.23,117571.35,6938.5,49721.9,32791.81,43554.9,42007.05,66108.84,47755.5,25277.5,98800.3,47898.25,73315,60530.58,56949.67,7136.75,116008.94,45783.87,12457.2,47111.6,74666.15,18362.25,35890.85,12217.25,7861.04,6337.25,11474.4,19798.75,29411.65,7132.8,24151.6,32174.05,30647.56,139768.8,40688.29,25158.91,34916.76,54332.75,73442.05,55890.54,37921.57,75297.45,106785.7,35691,23798.35,4938.2,11458.95,51270,31398,33881.75,32510.25,48220.8,58031.25,42913.15,65549.95,31001.9,12662.38,25336.08,107389,4570.2,66086.8,18404.75,22553.5,32202.74,43448.8,34454.05,32778.15,18498.86,29757,21110.8,158281.75,25407.2,65983.2,31214.6,71951.8,12583.6,35611.8,27460.6,29310.17,31985.15,23482.01,46435.38,30253,45599.2,45296.3,94841.6,28802.2,26207.01,22143.09,25031.89,14353.49,
MF0016,223,366.84,269.94,1341.58,11983,437.5,3142.17,2547.5,713.5,471.08,283,3254.58,5851.99,2778,4043.33,33.25,8865.79,9162.33,10926.17,237.5,8690.5,157,921.5,187.17,1450.99,1236.5,428.25,493.11,67.41,522.27,465.25,934.58,776.25,1183.72,440.64,120.76,906.25,4645,2986.44,1429.83,72.5,1361,1288,1995.75,5118.58,5206.42,1723,1313.25,626.5,25064.4,12500.31,218.5,20364.86,7329.5,979.5,5159.75,19,20325,7450.17,4570.83,3721,446.75,7788.5,13531.08,8084.83,1163.5,4118.65,1741.83,3593.42,366.25,317.83,278.5,137.57,3916.5,342.5,2611.67,5730.33,2976.42,1898.92,1381.5,1002.82,3514.25,12770,637,552.94,23105,582.33,2367.75,114.5,3699.87,989.25,1191,2487.5,300,2470.25,1685.67,2307.5,437,868.5,867.67,708.33,510.83,4132.33,4970.33,99,811.67,1529.5,3895.33,3534.98,1488.24,485.5,514,457.75,1649.25,14064.75,287.75,170.75,316.83,969,133.5,201.83,2064.83,3130.83,4140.83,129.67,2036.33,3738.76,4672.17,11620.25,6.5,1074,156.33,636.33,10633.5,7396.59,4907.64,6311.49,
MF0017,127965.16,166912.85,142018.53,102062.16,36983.59,68376.2,52602.6,123410.91,88805.71,50551.38,107273.48,143069.17,62203.49,49185.36,54672.75,188528,88130.54,63467.34,114523.41,30850.16,39123.98,57446.5,105031.73,81843.91,26407.81,121458.66,55978.62,44961.69,48993.16,158667.6,60450.25,101843.45,156492.42,65693.39,115482.55,51680.51,58092.92,35938.03,40619.09,31144.41,80170.12,38372.17,10950,28171.72,42355.09,51968.08,41315.15,122776.59,10180.58,71923.15,46247.38,53695.91,54429.94,57392.59,53303.57,21913.25,99815.92,61425.42,53800.33,45239.33,52152.54,9865.58,90026.34,44312.04,29388.87,61315.33,73657.41,23411.34,25827,15802.29,12905.29,11342.08,17092.4,16960.5,30077.76,12525.23,31588.36,36476.18,30261.98,148472.95,41648.07,28341.99,49423.74,62652.64,82590.61,72691.87,47663.82,82183.36,107924.07,69555.12,30047.41,6131.25,13569.08,61309.91,51488.97,49899.33,25391.12,63692.25,62989.96,44503.57,66765.16,31554.25,18389.13,30045.33,107372,6060.67,68842,35397.26,38891.22,48716.83,51134.67,35420.13,39521.66,15811.93,49508.74,22883.96,153464.25,30436.83,74720.9,32669.5,73138.66,16707.93,41137.67,33028.99,28759.17,48571.99,30413.67,37685.62,42993.84,45697.75,57283.76,95867.08,30831.32,41794.42,53948.42,38930.05,45014.5,
MF0014,119477.5,6738,7965.255,15612.91,11003.585,24876.1,17396.3,91013.995,26795.06,48235.85,37677.245,133107.76,32778.245,17388.71,19358.085,125240.375,56564.935,48499.67,93758.155,9843.54,19815.445,17222,40543.95,31018.665,15499.635,112014.415,24454.395,13638.335,22469.24,142857.755,54888.015,87397.91,147711.5,28932.56,80896.745,31335.755,21615.42,9605.155,8878.26,5915.585,18571.685,28755.585,6932.75,8437.66,14730.59,16388.33,36103.775,101803.835,4425.415,23660.68,17712.785,11218.665,19546.595,42941.545,21761.155,14254.5,81057.75,34460.25,41236.915,35639.875,35115.395,4796.995,71253.715,18830.105,9689.84,15480.665,39032.62,10137.715,19621.825,7303.035,2324.23,1889.165,4417.61,10942,18593.88,3431.885,11788.24,15229.295,17550.95,43203.225,26518.335,12701.635,23107.74,44190.755,71813.97,40430.355,21369.72,42288.945,30181.55,16905.865,13380.5,1347,3322.665,21465.665,11051.54,10809.295,20667.23,17844.125,46455.23,9306.9,9398.125,5512.375,7321.8,12418.125,45382.625,1174.25,22430.5,8609.19,10371.355,14042.68,18485,18010.355,11154.75,10477.8,15989.875,7647.895,148458.375,19907.79,21786.45,26830.375,60273.04,7180.6,19068.42,15819.25,25783.25,13225.62,13801.655,22553.02,19169.75,9344.25,19001.53,38365.585,8501.905,15045.115,24754.12,18627.91,18910.89,
MF0058,22,288.5,189,310.5,44,16,45,76,41,50.5,16,135.5,545.5,75,24,10.5,702.5,210,305,15,665,15,18,8,306,20,82.5,123.5,55.5,197.5,247.5,125.5,14.5,242.5,206,78,21.5,245,200.5,54,6,18,11,18.5,45.5,29.5,35,19.5,6,140,644,49,82,29,61,18.5,3,60,33,20,70,4.5,39,38.5,1551,21,382.5,23,37.5,8.5,0,5,3,8,18,8,45,49.5,381.5,32,126.5,298.5,687,91,175.5,73,9,34.5,38,604,20.5,6,38,14,331.5,222,34,18,19,77,111,35,15,21,6,9,16,152,136.5,74,8,73,16.5,44.5,40.5,13.5,11.5,12,32,0,6,8,28,21,11,64,401.5,37,50.5,0,196,6,70,67,1274,648.5,1041,
MF0015,128134.08,167172.41,140955.5,91813.52,32970.29,62580.38,58767.37,165420.34,115696.85,23194.26,136776.97,57406.97,53701.02,50498.05,64495.12,178559.3,59024.85,45281.84,84215.16,33726.88,37339.01,48543.1,102130.63,106333.46,21844.29,119917.61,47903.01,35639.13,44544.85,158821.33,59028.08,92956.37,156252.52,64609.13,113868.94,51193.9,62268.24,33167.5,35251.57,22596,73770.75,30672.07,10296.25,21620.28,36849.15,47056.51,38632.67,139752.94,6561.08,39765.75,26157.24,50759.48,28917.33,50811.09,45141.01,21413.75,97783.22,55114.89,51988.66,44328.95,44295.06,5991.83,87035.78,50148.54,24115.13,74078.1,65287.66,25213.25,25699.75,10152.59,14705.05,13425.53,22959.48,16282.25,43482.98,8101.06,25457.18,29334.31,27099.41,116976.13,38280.45,23224.85,44398.43,52619.08,72733.3,70221.2,32554.5,77088.04,140637.04,56979.5,26840.18,7917.45,18432.03,68628.83,42950.58,42240.85,25527.33,77931.97,66799.59,67104.9,102999.53,47139.07,14070.65,25388.15,117633.75,7312.7,55205.05,27412.76,32695.32,38031.42,62019.22,60694.22,42728.73,13060.17,43782.08,25173.39,153520.4,31760.28,57559.78,37377.35,92106.63,15022.1,41887.89,33352.51,26940.4,46830.77,25387.7,33617.16,39634.84,37996.7,69159.7,82259.6,28341.71,37935.55,49283.16,32143.41,41206.84,
MF0059,3,140.25,92.25,144,3.25,0,7.75,2,2,22.5,1.5,43.75,76.25,5.25,7.25,2.25,96.25,87.5,102.5,0,5,4,0,0,11.25,0,3.75,55.75,27.75,82.25,86.75,11.75,2.25,91.25,94.25,36.5,2.75,0,1.25,0,0,3,1.5,2.75,5,3.5,8,1.75,0,61.5,319.5,1.5,41,0,3.5,1.25,1.5,0,5.5,2.75,23.5,0.75,2,9.75,490.25,0,27.75,4.5,1.75,5,0,0,0,0,1.5,0,0,11,4,0,32.75,5.5,19.75,23.5,75.25,4.5,1.5,1.5,1.5,3,1.25,0,0,3,5.25,2,7.75,0,0,37,52,16,0,0,3,0,0,3.5,5.25,3,0,4.5,2.75,3,3.5,4.25,2.75,0,0,0,0,0,0,0,5.5,2.5,16.75,0,7.75,0,3.5,0,0,3.25,0,1.25,0,
MF0012,1837.5,1256.5,2325.58,1071,879,4163.75,9454,28554.25,21648,560,26275.5,2399.75,3238.25,6907.33,11179.5,4225.75,5730.5,3279.5,4033,5000.75,2984,2073.25,9308.75,18666,2722.75,1623.25,3356,553.25,191.75,1408,1644,1454.17,1081.5,3973.83,4807.58,268.75,11717.25,1170.75,1039.25,330.5,2914.5,726,329.25,121,318,296.25,572.25,16363.75,238,1456.75,2033,1831,639.75,1064.75,4225.25,400,1012.5,2963.25,1508.25,864.75,2153.25,241.75,1416,4594,2779,12209,2589.25,4224,1202.25,361.25,2605.75,2112,4295.25,204,10955,171,478.75,358,2137,655,1867.25,3094.08,2857,6112.75,13089,4669.25,1381,3355.25,24323.5,2384.5,4481.25,1480,3468,12432.5,1611.5,1275.75,759,11783.75,12050.5,14369,21587.75,8918.75,460,647.25,25178.5,1250,329,1510,2149.5,1655.5,10400,16390.5,8033.75,491.75,1232.5,2637.25,526,3523.25,563,3209.75,10234,1324,3759,3147,128.5,6252.5,2183,871.75,708.25,53,12607.75,186,312,1679.75,10996,5722,9757,
MF0056,68.83,10595.76,2800.11,494.66,317,106.87,266.76,140.82,549.96,338.64,1150.66,1786.42,4230.65,415.02,118.5,2288.25,14573.71,969.67,993.23,134.58,2224.07,435.5,654.4,199.33,2839.07,95.5,3062.46,263.94,319.58,1313.44,3000.82,5206.79,78.5,2450.22,6086.89,138.68,383.83,4446.78,4547.69,3958.83,199.37,319.5,66,145.89,423.85,278.5,141.48,78,30,26076.73,17145.64,97.33,21512.86,636.75,360.31,118,147,592.33,420.5,143.75,1046.63,29,795.76,226.87,3168.11,367.33,3985.07,191.26,285.58,62.2,123.96,189.5,247.65,78.5,75.43,46.8,142.95,47.75,1363.05,212.12,916.74,2900.4,1943.92,1325.31,8627.28,732.37,1603.24,966.52,339.73,2965.2,480.33,99,260,377.83,2061.14,1253.81,209.29,444.08,90.12,185.4,129.75,36.75,32.3,117.25,1064.75,93,104,5235.08,6138.32,5874.83,218.5,134.71,533.83,194.76,275.91,97.62,48.25,77.92,133.07,66.75,156.25,75.6,44,75.5,15,393.74,2392.01,322.54,404.5,0,721.11,89.5,472.73,541.92,3117.68,3628.39,2986.41,
MF0057,34.33,140.125,124.67,186.465,79.75,25.83,142.83,62.035,85.17,55.045,28.91,115.625,2868.455,374,53.5,0,2591.625,267.92,704.53,11.33,1219.5,15,32.33,2.83,722.58,21.5,135.875,76.125,0,87.125,209.705,143.045,15.625,300.795,149.75,98.465,34.705,918.33,1039.455,319.33,9.33,15,12.75,34.625,66.875,68.375,34.33,13.875,8.5,171.25,400.945,50.58,249.455,26.5,137.92,45.125,0,66.33,83,73,94.92,10.375,98.83,67.455,2226.5,22.33,1650.625,65.58,86.375,9.125,0,0,19.5,38.5,0,23.5,72.35,40.625,761.98,26.83,174.375,732.115,856.33,273.75,137.295,85.475,8,57.125,111.92,4029,69.955,10,40.5,17.33,2510.455,1753,73,14.83,18.83,0,0,0,0,39.5,0,11,22.5,1344.42,1116.795,685.67,17.5,72.855,27.705,29.205,75.285,18.455,10.375,13.67,19,0,71,0,0,0,13,86.92,1650.205,96.185,180.75,0,962.42,0,176.83,184.16,1493.3,1768.625,2044.17,
MF0013,33844.56,45641.5175,0,0,17015.885,0,0,39462.4775,0,13179.2425,0,38177.2475,17825.25,0,0,0,24354.515,21357.3575,36368.3425,0,0,24525.4625,0,0,8352.535,32534.215,0,0,0,0,16275.8575,29585.465,0,25459.0225,36649.5875,18020.2075,0,12134.265,13308.46,9705.8525,0,0,0,0,0,0,11477.095,35837.9225,3813.0825,0,0,24067.3475,0,0,0,0,0,0,17890.915,14625.9875,16869.9025,3619.645,0,20120.81,11093.4725,0,25512.0575,0,8283.995,5104.31,0,0,0,0,10444.3525,0,0,0,9909.03,0,13776.6975,9839.8825,19659.25,0,0,0,18470.36,25616.5025,39072.66,22816.1625,0,0,0,0,17453.4125,17549.44,7817.905,0,19470.885,19981.925,31138.8825,14447.955,7366.3125,12477.6625,0,0,0,11752.5775,12935.74,0,0,13269.42,0,4989.065,22350.1625,0,39619.9125,9530.78,0,9516.9625,21540.72,6172.45,15294.2225,11868.2525,7606.6,0,10860.6675,13631.0075,17901.71,0,22509.7575,38340.2125,13128.48,17944.1075,17689.165,12296.2875,15030.3425,
MF0010,187048.66,98788.965,89389.845,88174.785,44797.01,64377.95,55965.185,159006.83,84644.125,47735.985,107021.81,128541.065,77131.7,53362.175,58966.67,239029.625,111657,78813.51,142316.815,31724.16,50103.31,54551.25,106936.98,85450.24,33924.84,177110.24,60523.325,51542.795,59986.77,229692.875,86642.5,141231.945,229892.88,80701.91,158152.395,67240.345,54524.3,36057.565,37724.545,28915.33,78545.455,49499.505,14772,31164.86,49719.635,58615.45,59853.97,162797.135,10054.495,86647.115,57471.06,54018.16,67367.105,77905.51,51538.99,30529.125,136112.005,78610.675,76928.575,64642.915,70622.535,9335.37,125329.09,56114.255,36277.695,61393.915,93069.875,24973.76,37177.19,12271.035,12801.375,11230.745,17164.13,23674.25,31446.675,13553.45,35152.56,39473.225,40498.945,126195.95,52517.38,36419.9,64846.63,63940.005,94326.735,92361.955,48112.605,83086.105,93691.105,74241.735,28780.535,6616.75,14573.245,60718.41,51364.945,48925.52,36362.785,65685.92,70635.465,44442.135,65829.66,32653.92,22056.265,36463.415,94481.75,6186.085,61488.5,33594.645,36920.905,46231.115,52045.755,37551.465,35308.035,21626.225,60249.7,20663.34,227405.125,39439.245,65551.815,45629.75,102668.66,18451.365,47210.925,37523.655,41615.585,51778.825,38548.265,50172.45,56562.385,42564.5,60267.05,101175.665,32874.395,50811.64,73318.15,50446.605,59295.285,
MF0054,32645.9975,44253.2525,36047.89,27346.1925,11209.6225,28748.355,15665.19,24550.245,27736.2175,12882.58,39010.735,36842.2725,16808.5225,14686.4125,15691.5375,74399.7125,24341.9875,17846.565,31932.5725,9914.1475,13340.9375,31757.175,50247.4325,29044.71,7550.6325,30710.0775,26745.7575,11656.9575,12461.6975,41361.035,16166.6675,30458.7175,39264.78,17232.345,29677.89,13150.31,21269.1375,10920.1525,12365.195,9595.435,44038.685,10641.805,2941.3125,12554.7275,15175.0425,22703.7575,10662.37,27401.5725,2807.145,47864.5825,32774.6675,28505.385,35674.95,15541.335,23046.97,5798,32036.63,19442.5875,15204.2075,12775.6825,15652.7425,2774.145,23998,14342.015,9753.87,22591.34,19826.82,8159.2125,6831.67,4311.3225,3516.65,3287.62,4253.3,4367.75,4938.185,5511.4575,15040.765,17806.445,8575.645,67588.4175,13972.59,7947.865,15430.37,16074.9375,27263.56,23901.7225,18887.9025,24283.9575,32743.125,22184.905,10822.985,1942.4125,4276.1825,21078.435,17693.69,18595.0725,6816.2275,22036.17,13275.2075,17350.78,28766.8275,13949.0125,7352.6075,13547.0325,40097.125,2046.2675,33265.025,11597.885,12588.41,14776.6775,17823.9425,5113.4225,12696.0725,4459.11,16851.475,6811.6075,38867.1375,8259.225,31602.5925,8298.175,16954.065,6071.2825,16151.5675,11834.4225,7327.6175,15605.2325,9170.99,10517.415,12335.085,29506.0375,18730.5425,52085.07,17933.3875,14009.7225,15172.8625,11052.585,13156.24,
MF0098,78.94333333,37.67,92.39,645.89,3038.78,375.61,1394.39,638.9466667,239.3333333,159.0533333,79.44,480.2233333,1514.556667,1314.39,760.2233333,21.16666667,1256.666667,894.28,1314.17,135.2766667,2758.053333,91.83333333,332.61,41.38666667,619.33,166.8866667,187.22,186.2766667,129.8333333,84.94333333,123.8933333,434,177.89,541.5,143.8866667,36,180.6133333,1084,871.5,779,54.33333333,490.0566667,364.6666667,980.4433333,1423.943333,653.3866667,419.0566667,336.9466667,224.61,1140.25,1412.5,171.9433333,697.61,1192.28,527.0033333,1068.5,40.39,4471.28,1440.053333,971.3333333,1811.72,199.4433333,1176.943333,1785.78,2597.56,159.1666667,668.17,292.3333333,420,228.6133333,353,239.7766667,67.27666667,835.3333333,98.11,870.17,1600.11,734.0033333,981.0033333,380.7766667,605.6666667,1486.89,3774.883333,397.7766667,231.8333333,4658.5,723.1666667,619.4466667,59.44666667,1925.666667,270.61,212.3333333,489.61,209.9433333,1094.276667,941.95,181.61,135.39,422.1133333,554.5,526.2766667,145.5566667,1363.666667,2019,26.83333333,313,359.8333333,1286.17,1372.106667,1241.75,42.72333333,158.7233333,292.9433333,307.5566667,3767.776667,69.61333333,42.83333333,91,670.2766667,32,30.77666667,597,793.28,795.3866667,125.5,479.7233333,1515.943333,869.0533333,1021.446667,11.16666667,547.2166667,36.33333333,271.67,3019.5,3307.886667,1639.386667,3192.946667,
