#OTU ID,Itg.18.DTT496.S91,Lyz2.05B.DTT260.S101,Vil1.06B.DTT70,Vil1.03B.DTT35,Vil1.01B.DTT11,Itg.24.DTT530.S25,Vil1.06B.DTT72,Itg.24.DTT531.S26,Itg.04.DTT423.S15,Lyz2.06B.DTT272.S114,Lyz2.04B.DTT246.S87,Itg.20.DTT508.S3,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Lyz2.03B.DTT236.S76,Vil1.04B.DTT46,Lyz2.02B.DTT224.S64,Vil1.02B.DTT24,Vil1.02B.DTT23,Lyz2.06B.DTT271.S113,Lyz2.07B.DTT284.S126,Vil1.09B.DTT106,Lyz2.02B.DTT223.S63,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,Itg.22.DTT518.S13,Itg.02.DTT412.S4,Vil1.03B.DTT34,Itg.26.DTT543.S39,Itg.04.DTT424.S16,Lyz2.01B.DTT210.S50,Vil1.08B.DTT96,Vil1.010B.DTT119,Vil1.05B.DTT58,Vil1.05B.DTT59,Vil1.010B.DTT120,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.05B.DTT60,Itg.08.DTT446.S39,Vil1.08B.DTT95,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.18.DTT495.S90,Lyz2.04B.DTT248.S89,Vil1.010B.DTT118,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Lyz2.05B.DTT258.S99,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.01B.DTT12,Vil1.013B.DTT156,Vil1.07B.DTT84,Vil1.014B.DTT167,Itg.26.DTT544.S40,Itg.04.DTT422.S14,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.16.DTT484.S79,Vil1.04B.DTT48,Lyz2.07B.DTT282.S124,Itg.06.DTT436.S29,Lyz2.08B.DTT296.S139,Itg.22.DTT520.S15,Vil1.07B.DTT83,Lyz2.02B.DTT222.S62,Lyz2.01B.DTT211.S51,Lyz2.01B.DTT212.S52,Vil1.02B.DTT22,Lyz2.07B.DTT283.S125,Itg.10.DTT458.S52,Vil1.08B.DTT94,Itg.02.DTT411.S3,Vil1.014B.DTT168,Vil1.09B.DTT108,Lyz2.05B.DTT259.S100,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.013B.DTT154,Vil1.04B.DTT47,Itg.18.DTT494.S89,Lyz2.08B.DTT294.S136,Vil1.013B.DTT155,LYZdtt342,LYZdtt308,SLCdtt022,LYZdtt366,SLCdtt070,SLCdtt005,LYZdtt354,LYZdtt330,SLCdtt114,LYZdtt356,LYZdtt368,SLCdtt095,LYZdtt367,SLCdtt024,LYZdtt319,LYZdtt306,SLCdtt113,SLCdtt004,LYZdtt355,LYZdtt343,SLCdtt076,LYZdtt344,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCdtt052,SLCdtt054,SLCdtt006,SLCdtt077,SLCdtt132,SLCdtt130,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt148,SLCdtt168,SLCdtt166,taxonomy
PWY-3781,5874,2246,440,6227,1788,3037,891,875,4401,1390,1128,9836,2021,6052,479,3490,1637,3180,2899,3972,10189,1971,664,1598,2188,5694,2488,2689,17467,6723,1857,1801,1097,2862,705,623,1464,3729,8851,772,1914,988,1482,4607,6971,1340,1789,3486,1450,892,9712,856,5449,2147,3867,1138,814,1245,4662,3631,915,3800,589,6054,1486,4312,1212,3242,3598,385,837,22116,767,1644,1111,993,331,1840,6142,1603,6724,2713,2405,795,1449,1084,11306,1129,528,35906,4451,9400,6696,919,98173,713,11633,2285,1505,5900,570,9127,1439,1173,1307,1216,32977,1669,2615,3753,85140,962,3162,47630,2297,2728,3490,1537,5624,1963,4325,969,3473,53747,6672,31365,7157,41708,4491,21815,11040,
PWY-4361,0,8,0,0,0,9,0,0,0,14,0,0,0,0,0,0,10,0,0,0,104,0,0,9,13,25,0,10,0,354,17,0,0,0,0,0,0,0,9,0,0,0,0,15,12,10,8,14,0,18,0,0,10,0,0,0,0,0,0,0,7,20,0,0,0,0,10,0,82,0,0,138,8,6,10,0,0,0,14,0,0,0,0,0,0,7,0,0,6,0,0,0,22,0,0,0,0,0,0,77,0,58,8,18,0,0,0,33,0,0,13,0,25,0,0,0,0,0,0,0,0,0,46,0,0,63,17,4,1,14,4,
PWY-4984,18087,404,14,2634,2405,6930,0,15786,30346,2164,4387,7447,4947,4700,374,5268,1116,3190,4321,4191,1394,1453,237,10274,3212,1669,8293,16073,1147,6717,14853,6387,0,1623,82,0.9999,269,13859,30891,0,4788,0,2334,11839,12932,2146,1540,5665,5885,429,221,9240,10811,1077,1921,11520,0,8240,11224,15042,187,3669,0,5876,3080,1272,632,388,13589,0,704,5190,743,3413,1847,10558,51,12412,9071,422,494,7551,936,0,11882,3436,12613,102,6929,26942,2589,4991,13008,4220,18416,7577,18021,4738,472,2513,10253,4448,515,1864,14613,5311,8645,9043,7645,5375,1682,29477,1127,3268,45019,2749,10166,4208,22281,1814,3735,2836,7561,8948,12810,28354,6473,34213,2567,10026,20202,
PWY-5005,0,32,0,49,8,128,0,83,0,138,0,0,0,0,0,0,23,100,0,0,134,13,37,0,115,22,20,0,0,403,34,15,0,0,0,0,0,0,0,0,0,0,0,26,19,110,13,17,0,49,0,34,42,0,0,9,0,11,12,0,8,33,0,0,0,0,0,0,125,0,16,159,0,8,155,0,0,0,59,0,9,6,18,0,0,9,12,0,12,14,10,15,10,29,0,9,24,0,1,64,6,19,6,13,10,0,0,7,26,76,14,2,38,5,9,33,1,1,1,32,0,0,29,2,26,306,231,51,2,105,44,
PWY-5022,4227,1162,0,2538,1084,2353,0,1205,4147,1526,1025,4593,1315,1228,669,1251,1136,1467,1385,1920,4196,1765,491,978,2413,3007,1465,1514,3716,2922,1791,2012,81,915,36,12,161,2243,4294,0,963,132,791,2435,3929,2631,2104,2145,866,548,3072,949,2836,814,1965,2371,74,1452,2376,2765,465,2575,26,2922,920,2493,687,1966,2529,81,819,8590,675,598,1584,836,42,1091,6135,372,2067,1630,1507,0,4239,1006,3930,820,933,19327,3798,4642,3202,614,44428,316,4146,930,607,2799,233,4381,596,656,608,496,15259,710,1143,5811,40569,445,2657,20232,1101,3268,1360,634,20152,1846,1813,379,2795,15201,2924,14133,765,34349,3276,25821,8236,
PWY-5028,44,34,0,110,0,145,0,57,0,134,0,53,0,47,66,0,0,302,0,64,265,0,36,0,142,56,0,0,0,708,0,39,0,0,0,0,0,0,0,0,0,0,24,37,52,54,0,54,0,198,0,101,73,0,436,0,0,0,42,0,11,0,0,140,0,38,0,0,188,0,0,3242,0,0,196,0,0,0,191,0,0,0,138,0,0,0,0,0,0,394,1,7,1,2,3268,1,79,1,1,1,1,1,1,1,1,1,1288,1,1,2,819,1,1,293,1,2,2,1,19,1,1,1,1,541,1,19,856,88,1,233,10,
PWY-5088,30,71,0,372,13,1269,0,184,19,239,2,42,108,3,2,22,17,232,111,143,14,303,3,16,102,225,51,8,52,506,10,5,1,11,1,0,0,1,4,0,2,1,117,32,255,198,351,141,3,8,1,4,194,18,21,37,0,515,29,1,45,35,1,16,3,58,13,8,33,0,1,140,14,11,554,1,0,1,3459,4,8,380,28,0,1,11,50,86,1,184,221,7,67,0,0,64,57,0,67,286,0,91,0,37,55,0,0,82,102,8,264,0,89,64,56,3,0,0,0,0,0,0,140,99,2,329,0,307,72,70,0,
PWY-5097,45885,17462,10890,10567,27199,27612,18365,43075,114079,11444,15061,43544,42191,15903,44746,16507,34873,14804,22306,21157,40758,28877,43863,35643,40467,51754,23846,63614,33735,39660,55157,38130,27670,38623,22746,12492,15508,46276,98517,15642,13520,25214,16635,37294,36422,35839,29196,24473,18964,44604,26553,37341,36170,31011,25109,43918,13987,21863,35463,88700,9002,64665,17724,39305,10341,39917,9818,64798,39478,10299,97336,52804,52071,12513,11156,43763,26352,40849,40773,15701,17373,24758,44013,14862,37923,9686,38381,8828,34915,93571,85189,48726,58550,12944,77498,124424,72748,19880,158207,66890,39255,63907,12254,39662,104486,15708,35338,91890,80883,89342,138593,69671,199368,96443,118748,63103,52449,14794,36691,76109,39739,9107,148058,72799,42676,134580,106375,166531,115740,97252,148706,
PWY-5100,58331,22060,9646,12963,36586,34225,16285,73771,159712,13525,20154,58230,54216,15314,68009,18131,45018,18130,31748,29496,57329,26302,59079,50471,62522,67589,27944,87791,37128,52617,76129,49181,24546,34490,20153,11158,13758,73701,123260,13876,17747,22532,21770,58739,45952,56342,26781,33325,32584,65821,29616,66979,52117,27914,34023,49145,12406,29908,56299,120864,11827,88506,15826,45054,11957,46200,12871,87254,52353,9198,133492,57942,72742,16373,11829,79450,23356,55875,47918,14032,19260,26356,66217,13162,40093,10170,44035,10388,41776,99913,116435,62759,54058,16708,69978,104039,65442,32377,206784,72318,53843,69121,15469,56201,93723,27976,39782,116106,68653,121196,137431,95845,270937,92273,131849,82886,65985,17591,61910,101644,50197,11399,207025,59342,50756,166272,208596,204374,114540,138846,302261,
PWY-5101,23689,12756,9392,8158,9841,19696,16056,5487,39023,8670,9942,32518,11379,15485,7937,13352,21867,11846,15616,12787,30643,23656,13642,6606,22344,24261,15635,14623,37053,32913,15062,17648,24195,31066,19409,10849,12800,26493,21093,13717,7734,21902,6758,14603,23110,17140,23721,16076,7529,9462,24310,5481,22388,26106,8064,17528,12244,6400,16036,23530,5205,23027,15474,33497,8138,34267,5413,28326,21957,8976,18462,36392,8191,8130,10294,6546,22706,4776,30324,13298,16484,12988,15382,12780,22251,6686,30966,7013,9009,60518,43391,45696,38418,5276,87321,15057,22956,16448,29841,66409,3049,59369,10524,8005,11253,8936,32504,19684,12277,26550,121309,4623,36438,71567,22837,23202,34211,11531,35067,18499,32877,5458,48141,70011,29472,75989,55936,101180,150303,43831,32990,
PWY-5103,19389,10515,9344,6627,7319,15434,15964,4183,28241,7193,7952,25201,8975,12604,5873,11151,16805,9863,12592,10373,24993,22976,10799,5035,17307,19402,12344,11376,31671,28375,10975,13700,24055,30763,19306,10799,12695,22452,17232,13641,6483,21789,5076,11692,18794,13858,23040,12431,6105,7186,20684,4245,18720,25801,5885,14034,12174,5098,13006,18046,4058,17958,15402,27132,6618,27808,4275,21462,17618,8931,14509,29647,6216,6584,8493,5225,22584,3729,24965,13100,14149,9874,11955,12707,17787,5540,25896,5768,6877,45801,33850,38191,32698,4279,75652,11123,18830,13951,25110,55942,2399,50153,9096,6206,9201,7464,28308,15519,10119,21110,93581,3580,28698,54347,18695,19134,29437,10007,26566,15339,27479,4338,37235,55598,25325,64144,47180,87012,126294,35824,26361,
PWY-5104,21525,12182,8201,7346,8998,18696,14026,5063,29822,7924,9874,31368,12699,14306,7615,12326,20123,11254,15148,12052,29543,21088,12036,6139,21379,21947,15576,14161,34075,29373,12217,17166,21144,27245,16943,9475,11196,23636,22221,11982,7350,19140,6702,13978,21035,15954,21198,15765,6806,8783,22111,4914,20398,22938,6539,16112,10698,5839,14532,21428,4761,21186,13517,28318,7605,33017,4901,26465,20712,7837,16272,29948,7454,7899,9507,6523,19835,4816,28294,11627,14907,13991,14361,11161,21016,6302,28185,6772,8430,46207,40246,42814,39013,5495,73993,18043,25467,15022,26783,62127,2777,55529,9556,7422,12797,8081,28469,20596,13683,23049,50372,4057,33344,67139,25470,20128,31384,10543,17258,16133,31633,5724,45717,57280,27233,69955,49064,90783,146749,40515,28137,
PWY-5121,24594,13748,6787,6420,7557,19397,11719,8171,26721,7369,10969,25462,33365,13562,7621,11684,16538,10660,14998,13494,31523,17362,11402,7870,21548,20332,17854,17652,31044,30872,12710,18058,17661,23654,14024,8017,9519,27771,51313,10023,9259,16160,6498,19898,22054,17767,17456,14132,8507,8625,21297,6399,22929,19454,5074,16704,8945,8095,18140,22801,4123,20123,11433,25962,6587,27391,4522,21637,22617,6628,14966,26893,6464,8917,7717,12815,16397,8966,27293,9709,14771,21125,14605,9221,17978,6446,27152,6500,8921,54695,35769,36791,45239,7309,65872,85067,58884,14819,27604,48223,3579,43949,8481,8713,73224,8719,27957,32330,53898,22692,80230,5403,36903,71686,86034,19362,31289,9735,14802,16822,25313,5806,45664,57226,26061,71891,57773,91842,137828,45127,19172,
PWY-5154,4190,3900,7660,3618,4935,4789,13135,1422,5421,4514,2709,12789,4468,5513,3263,5191,6887,4788,6317,4545,7663,18225,7127,2856,5277,9541,4415,8621,3664,8265,2847,5112,19789,25836,15874,8855,10637,10963,13717,11221,3541,17831,2554,5467,4689,10040,18389,4032,4240,5046,11904,2323,8962,21068,3073,12843,10015,1829,7881,6611,2485,8820,12608,14361,4015,15339,1802,14423,5812,7308,9846,23360,3596,4331,5102,3574,18517,3020,10378,10682,7404,2737,6452,10416,15522,3643,4816,2203,5478,21649,14642,17632,16457,1644,63567,1639,9397,8010,11819,30480,739,27528,5424,1936,3499,4172,24702,6101,3211,8866,49440,1315,8660,22443,8821,9583,9836,4441,7319,7027,14590,2283,12697,28540,14072,24056,39748,31626,39793,15276,27960,
PWY-5177,644,335,0,517,79,995,0,380,353,664,45,290,406,65,113,162,191,769,349,254,380,257,88,105,320,425,164,136,321,537,183,91,19,72,0,0,0,204,136,0,53,28,119,217,524,864,223,268,75,97,33,143,403,73,82,185,0,316,230,110,60,248,0,236,96,259,67,155,401,0,85,685,157,24,1280.4097,78,0,29,1763,25,63,333,218,0,23,110,293,193,19,352,115,728,81,121,38,37,278,32,27,547,19,233,51,45,55,8,26,110,101,368,460,33,214,349,32,170,48,0,159,110,47,11,168,282,56,1075,853,629,340,840,170,
PWY-5178,0,23,0,17,0,10,0,0,23,13,0,0,0,0,0,0,0,21,0,0,22,0,0,0,21,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,27,0,0,0,0,47,0,0,11,17,0,0,16,0,0,0,0,0,0,20,0,0,395,0,0,0,0,0,0,45,0,0,0,12,0,0,0,0,0,0,19,0,2,0,0,24,71,0,0,0,1,0,0,0,0,0,0,11,13,3,1,3,0,14,7,0,1,3,0,2,0,1,0,2,22,2,168,3,14,0,60,6,
PWY-5180,1716,476,0,1061,547,1565,10515,821,811,1850,162,628,1009,119,310,655,429,1081,816,391,2102,13465,403,266,494,783,292,356,383,3553,321,627,15837,19282,12725,0,8306,855,642,0,50,13823,360,1106,740,5386,13584,395,164,496,0,527,570,15828,728,5884,0,924,418,259,252,427,0,470,826,445,97,607,3229,0,354,10854,331,310,1786,401,14876,79,4985,8249,173,583,419,8368,5165,1375,400,279,2032,9673,17,184,12,36,53401,16,2293,50,12,466,13,43,31,25,13,22,19413,37,73,504,23315,20,24,10134,13,280,65,28,1462,154,73,34,42,15840,95,671,262,123,1,162,10,
PWY-5181,36,73,0,89,40,86,0,55,0,54,0,0,0,0,0,0,0,230,97,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,91,0,0,0,74,0,0,60,0,268,0,0,0,0,0.8191,0,0,0,0,0,0,0,0,0,0,0,2838,0,0,65,0,0,0,198,0,0,0,40,0,0,41,0,0,0,154,1,1,1,1,3330,1,31,1,1,1,1,1,1,1,1,1,1366,1,1,1,438,1,1,110,1,1,1,1,2,1,1,1,1,252,1,33,217,16,0,143,7,
PWY-5182,1716,476,0,1061,547,1565,10515,821,811,1850,162,628,1009,119,310,655,429,1081,816,391,2102,13465,403,266,494,783,292,356,383,3553,321,627,15837,19282,12725,0,8306,855,642,0,50,13823,360,1106,740,5386,13584,395,164,496,0,527,570,15828,728,5884,0,924,418,259,252,427,0,470,826,445,97,607,3229,0,354,10854,331,310,1786,401,14876,79,4985,8249,173,583,419,8368,5165,1375,400,279,2032,9673,17,184,12,36,53401,16,2293,50,12,466,13,43,31,25,13,22,19413,37,73,504,23315,20,24,10134,13,280,65,28,1462,154,73,34,42,15840,95,671,262,123,1,162,10,
PWY-5188,12622,5969,6908,3942,1766,8110,11830,21104,11495,4845,4595,13615,4817,3743,7159,4065,3736,5058,6079,6291,13034,15757,1497,6356,11497,5652,5910,8337,15029,23799,6047,4563,17828,23110,14232,7968,9402,6644,14583,10106,2872,16076,1782,10919,12581,16155,15983,6736,3659,3969,9440,4626,8969,18565,1857,7134,9019,10339,11572,7205,1203,5618,11385,5768,2963,9094,1565,4882,12600,6586,1790,17030,1623,2953,4486,5606,16705,7467,16696,9339,5593,4901,6317,9386,6915,2664,12808,2000,3897,17725,21205,18474,7938,2451,59543,3174,8548,6413,5015,15039,7954,15055,2912,13066,10125,4656,19988,4134,3783,9166,37067,22931,25983,20350,37149,6350,10986,4077,20711,6401,10198,2080,36151,25099,10842,23500,15466,32621,48795,31146,20532,
PWY-5189,12656,5899,6972,3762,1584,7901,11918,21498,11462,4782,4376,13446,4755,3552,7311,3834,3587,4788,5822,6347,12350,15741,1321,6532,11693,5243,5540,8568,14683,22738,6293,4086,17962,23303,14360,8028,9475,6153,15071,10184,2685,16193,1617,11363,12737,16544,16023,6521,3657,3907,9123,4731,8591,18647,1688,6897,9087,10639,12146,6930,1127,5237,11471,5495,2839,7778,1491,4587,12814,6635,1595,16338,1486,2782,4269,5518,16858,7581,16837,9375,5331,4394,6213,9468,6816,2492,12670,1854,3777,22911,21825,17701,7290,2279,58513,2860,8139,6241,4782,14124,7904,14152,2744,13008,8986,4688,19726,3836,3530,8707,50866,22696,26143,29576,34017,5906,10345,3884,19688,6138,8296,1613,36715,31238,10277,21624,15193,29877,42480,31832,22545,
PWY-5265,8298,2465,35,4557,5558,5879,69,3532,10682,1242,2668,1667,2873,6384,807,7070,1607,1913,4121,1756,1251,2131,1067,1838,3772,6958,4674,336,948,2531,4695,7598,75,984,146,23,249,5637,623,57,6876,74,4217,8059,3664,1911,1687,1899,1532,462,838,4495,8188,881,5186,755,0,3563,7015,2908,554,7378,0,6411,271,1812,1555,3181,1705,0,1238,6413,1712,4579,2013,13360,62,310,8696,1732,920,3734,758,80,202,4195,6506,279,197,25682,601,6825,16519,1398,23423,35978,15073,273,3877,6809,93,6750,756,3622,2246,190,2731,28019,22788,11775,16925,221,1414,8650,14667,6113,1231,150,29405,3211,915,214,10004,16968,1136,48104,8954,21602,61,10569,14056,
PWY-5304,1794,983,0,1096,506,1405,25,531,1993,858,424,3758,989,2528,332,1353,937,881,944,1706,4109,460,327,798,1181,2142,1017,1312,2836,1551,814,580,46,345,0,0,55,1593,3993,0,679,65,600,2092,2633,1000,687,1182,633,303,3813,454,2094,276,638,3346,48,465,2026,1466,343,1581,25,2603,516,1657,390,1672,1348,44,444,2690,478,595,867,471,0,921,1818,84,2714,790,1042,0,4218,416,2768,468,1321,1715,3374,6464,4964,319,5031,745,3160,976,883,3207,57,6104,579,734,1050,452,301,807,1063,2009,2020,63,1541,1697,1498,1124,1229,650,11385,618,1909,360,2129,6382,3585,16095,1308,24588,1187,12591,4284,
PWY-5345,3958,1201,103,3703,1267,4022,143,1228,3386,3967,835,2662,1570,898,363,1554,1134,2966,1921,1328,6385,11742,420,607,2410,2252,1821,636,3405,6422,1494,1127,328,5274,185,23,1381,1472,781,20,490,737,668,2213,3676,8999,11269,2165,576,671,787,609,2715,6353,1951,10684,193,1609,1251,2988,484,2430,130,1411,1662,2600,696,1298,3912,204,426,21037,502,546,4438,536,403,289,10201,3487,635,1948,1468,513,11369,2687,5094,914,3718,29364,2773,4015,1520,606,58048,748,8295,1149,910,3581,335,2469,688,545,706,585,20921,975,1566,5454,62955,626,2646,39202,1003,3138,1791,686,12984,1926,1944,535,1687,38777,2618,5080,2768,11523,7986,2454,684,
PWY-5347,6854,2573,7522,4750,3809,7268,13052,3587,19436,5265,1146,3572,3763,1029,1001,1927,1732,5031,2941,3318,11879,18517,1532,2086,3780,3646,4377,1436,3993,19697,7188,2680,19661,25628,15589,8771,10579,3190,3239,11143,572,17688,979,5050,5669,12302,18502,3181,1314,2340,1288,1731,4318,21045,4040,11137,9950,4161,5378,6258,970,4148,12492,3127,2428,4240,1211,2901,11787,7243,981,24868,1057,919,5517,1190,18184,491,15852,10714,975,3179,2191,10242,10770,3475,6822,2115,4128,54913,12704,9534,3109,1423,36890,7980,17109,2459,3289,13897,709,6954,1614,2668,2524,1204,23079,9597,4218,13505,102686,1380,9854,65709,5695,9290,3788,1352,18486,5656,3868,1221,7934,58071,5148,30432,6428,30175,18361,6468,6805,
PWY-5384,10963,5263,8745,2537,1648,5345,15350,27429,21213,4257,2651,9255,5009,557,10486,1372,823,2562,2846,5377,16175,19384,1159,9435,10577,2262,3047,11489,13114,38582,9957,1690,23101,29554,18064,10432,12204,6050,19018,13105,2539,21001,487,13428,10499,15670,19455,3814,4398,6589,6561,7682,8111,24235,1703,8466,11703,11958,14772,3662,763,3851,14855,2223,1102,2329,798,1625,17982,8597,448,18000,598,1571,2833,8682,21091,11306,10577,12158,3814,1897,5866,11902,6969,2114,6980,524,3414,10049,24173,10539,1685,1975,41272,4998,3717,5050,2111,5723,11067,3762,1896,17974,9787,4776,20704,5114,1506,3540,22947,32588,31272,10441,40638,2761,10588,3695,12151,4159,5480,976,44857,15362,8005,13700,26598,10427,4580,27960,40725,
PWY-5415,171,157,0,793,258,352,20,295,239,705,18,172,65,9,52,19,110,260,240,147,155,156,70,92,146,128,59,80,46,1482,97,54,75,103,13,0,15,9,84,0,13,21,35,137,309,328,103,113,36,152,0,64,127,89,343,174,0,540,143,34,79,128,0,124,10,88,30,120,187,0,41,4695,90,34,710,24,33,23,2309,317,68,42,112,11,563,29,43,19,122,179,9,60,11,8,7604,15,36,6,7,70,2,24,9,5,11,2,72,11,32,149,111,7,17,23,10,100,5,2,492,47,6,2,9,45,8,423,315,96,7,242,34,
PWY-5417,19,111,0,24,0,51,0,0,0,41,0,0,0,26,0,0,0,124,0,36,158,0,20,0,49,0,0,0,0,482,0,21,0,0,0,0,0,0,0,0,0,0,18,42,30,0,0,38,0,122,0,0,0,0,209,0,0,0,18,0,0.9731,0,0,66,0,0,0,0,115,0,0,2488,0,0,42,0,0,0,118,0,0,0,72,0,0,0,0,0,0,263,1,2,1,1,2261,1,51,1,1,1,1,1,1,1,1,1,915,1,1,1,628,1,1,210,1,1,1,1,4,1,1,1,1,371,1,14,204,11,0.8801,176,17,
PWY-5431,19,111,0,24,0,51,0,0,0,41,0,0,0,26,0,0,0,124,0,36,158,0,20,0,49,0,0,0,0,482,0,21,0,0,0,0,0,0,0,0,0,0,18,42,30,0,0,38,0,122,0,0,0,0,209,0,0,0,18,0,0.9731,0,0,66,0,0,0,0,115,0,0,2488,0,0,42,0,0,0,118,0,0,0,72,0,0,0,0,0,0,263,1,2,1,1,2261,1,51,1,1,1,1,1,1,1,1,1,915,1,1,1,628,1,1,210,1,1,1,1,4,1,1,1,1,371,1,14,204,11,0.8801,176,17,
PWY-5484,39464,16955,10642,10688,20330,27494,18363,51515,80812,11902,14325,42650,43009,14687,31110,15106,31272,15254,23972,22172,45968,27771,31380,28840,38855,41371,21373,44750,20617,43046,36260,30611,27653,39021,22253,12434,15713,42657,90142,15666,12070,25018,12775,40786,34589,39851,28236,22843,18457,26785,26135,26692,35475,30836,17507,41305,14000,21550,40440,56447,8127,46798,17610,37651,9985,37710,8754,52600,37370,10241,52961,52267,24692,13012,10193,32149,25710,32899,40258,15825,17466,18335,34815,14490,36829,9108,36167,8452,26246,76860,70581,54195,51820,9328,86821,27866,41335,25784,59488,70930,28552,67315,12609,36595,39876,17493,36685,37691,23389,51728,126219,62558,105110,92480,93588,43526,49312,14918,46235,39906,40199,7761,115594,66104,42109,147663,100484,205745,81251,108568,141109,
PWY-5505,16669,8773,530,3250,2967,11994,1053,3320,15042,4302,5836,16740,6668,8184,4381,8200,12474,6073,8700,7414,17892,2831,4133,3069,13368,13012,9153,4984,22580,8050,6597,10213,1310,3259,861,733,1657,19360,5118,912,4480,1175,3288,7544,15185,8338,2757,8897,3688,3252,14022,2843,13943,2472,2590,4769,952,3661,7897,12995,2492,11186,699,20020,4532,19176,2767,12669,12528,453,6018,10707,4380,3402,5252,3161,418,1319,18051,1815,10267,7011,7813,945,12710,3108,20406,4157,1759,11665,24158,27305,11800,3111,4085,3624,8965,5701,11614,34600,887,28818,6153,3287,4798,3047,2268,5794,6573,10523,23879,1466,17374,14133,6907,6080,4778,1689,4944,5073,12005,2688,26820,17504,4134,16636,20874,24440,93852,19180,6777,
PWY-5507,306,181,0,602,0,323,0,0,333,292,0,0,149,0,183,140,0,899,229,168,1110,403,189,0,201,0,0,288,216,2197,241,169,0,0,0,0,0,289,238,0,0,0,81,346,0,144,381,0,0,551,0,0,335,0,285,0,0,122,292,373,110,0,0,308,96,191,0,0,743,0,0,3610,181,0,252,167,0,0,684,0,0,213,429,0,0,183,224,0,0,491,1,548,3,226,1,1,145,50,1,235,14,76,125,1,5,5,1,2,17,148,99,16,4,62,6,91,4,5,3,47,27,14,1,66,350,1364,2160,358,152,467,60,
PWY-5509,13730,5734,1561,3245,1256,10233,3013,20829,13335,5123,4862,12244,5535,3548,7385,2604,7116,5343,5594,6909,11098,9819,1761,6517,13227,5089,6872,7768,17591,15746,7195,5935,3955,12655,2670,2060,4788,5694,12881,2569,2255,3678,1401,11314,13462,16257,9760,6760,3637,3792,6627,4798,8887,8202,1139,7735,2618,10252,11543,8452,1298,6330,2158,8030,2324,7765,1632,5130,13499,1394,2495,16855,2174,1659,4836,5440,1564,7081,18388,4751,3694,4842,6709,2685,9603,1859,14689,2759,2502,22366,22953,17422,5564,2207,55495,2589,7242,5544,4063,14371,7348,12969,2141,12827,8504,4111,20028,3046,2789,6353,49448,22825,25557,29153,34155,4011,8449,3032,10107,4506,5876,1166,36539,28937,7279,13893,20078,14036,64086,27715,18502,
PWY-5531,9,2,0,57,0,8,0,0,0,12,0,0,3,0,0,0,0,48,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,210,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,
PWY-5532,10,0,0,0,0,11,0,0,17,27,0,0,0,0,5,3,8,71,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,15,42,8,7,0,0,0,0,41,0,0,0,0,0,0,0,0,9,0,12,2,8,0,0,0,0,0,0,0,0,43,3,0,0,17,0,0,10,0,0,0,6,18,0,4,0,25,8,0,9,0,0,8,0,12,0,0,0,0,0,0,0,14,0,0,52,0,0,36,0,0,15,0,0,12,14,0,0,0,0,0,1,10,6,33,18,0,
PWY-5659,14795,6011,7617,4918,7328,14112,13061,4292,16870,5953,11125,17507,7184,13325,4015,9311,10807,8347,9863,8059,15428,19419,10331,4954,13364,13913,17046,11079,16637,27114,7163,19552,19648,26152,15770,8837,10727,14817,19639,11161,10405,17764,6549,14590,13979,13140,19244,11065,5796,6457,15537,4439,15965,21457,3934,20463,9981,4188,11502,16511,2798,14550,12551,16974,4571,18486,3651,15582,11719,7284,13971,27719,5176,7295,6464,16028,18330,4040,19207,10938,10167,23066,9545,10379,24537,7073,20735,4166,8787,57597,22158,24918,44789,6952,75619,93515,57002,10783,18214,35868,1716,34388,6079,5711,78682,5980,32723,38715,60423,13983,75824,2478,19992,45427,90394,14409,25684,8023,9472,12304,19232,5417,26038,48316,22664,59437,37670,82127,62079,23976,13384,
