OTU.ID	GnotobioticExp-FP-188-S51	GnotoExpt-FP569-S85	GnotoExpt-FP617-S313	806rcbc422-S327	806rcbc392-S297	806rcbc423-S424	806rcbc477-S382	GnotobioticExp-FP-199-S63	GnotobioticExp-FP-193-S57	GnotoExpt-FP562-S78	806rcbc481-S386	GnotoExpt-FP552-S67	GnotoExpt-FP610-S306	806rcbc421-S326	GnotoExpt-FP452-S673	806rcbc179-S276	GnotoExpt-FP461-S682	GnotobioticExp-FP-209-S73	GnotoExpt-FP457-S678	806rcbc425-S330	GnotoExpt-FP456-S677	806rcbc175-S272	GnotobioticExp-FP-197-S61	GnotoExpt-FP554-S69	GnotoExpt-FP472-S693	806rcbc394-S299	806rcbc433-S338	GnotoExpt-FP475-S696	GnotobioticExp-FP-207-S71	806rcbc176-S273	806rcbc474-S379	GnotoExpt-FP455-S676	806rcbc432-S337	GnotoExpt-FP539-S54	GnotoExpt-FP558-S74	GnotoExpt-FP616-S312	806rcbc393-S298	GnotoExpt-FP453-S674	GnotoExpt-FP614-S310	GnotobioticExp-FP-196-S60	GnotobioticExp-FP-175-S37	GnotoExpt-FP564-S80	GnotoExpt-FP536-S51	806rcbc466-S371	GnotoExpt-FP469-S690	GnotoExpt-FP555-S71	806rcbc401-S306	806rcbc403-S308	GnotoExpt-FP474-S695	GnotobioticExp-FP-189-S52	GnotoExpt-FP465-S686	806rcbc479-S384	GnotoExpt-FP570-S86	GnotoExpt-FP595-S291	GnotoExpt-FP479-S700	806rcbc472-S377	806rcbc398-S303	806rcbc400-S305	GnotoExpt-FP549-S64	GnotoExpt-FP464-S685	806rcbc434-S339	806rcbc169-S266	GnotoExpt-FP551-S66	806rcbc436-S341	806rcbc423-S328	806rcbc426-S331	GnotoExpt-FP565-S81	GnotoExpt-FP615-S311	806rcbc396-S301	806rcbc480-S385	GnotobioticExp-FP-186-S49	GnotobioticExp-FP-177-S39	GnotoExpt-FP548-S63	GnotoExpt-FP618-S314	806rcbc430-S335	GnotoExpt-FP529-S44	806rcbc469-S374	806rcbc173-S270	GnotoExpt-FP609-S305	GnotoExpt-FP557-S73	806rcbc465-S370	GnotobioticExp-FP-190-S53	GnotobioticExp-FP-201-S65	GnotoExpt-FP561-S77	GnotoExpt-FP602-S298	806rcbc427-S332	GnotoExpt-FP462-S683	GnotobioticExp-FP-198-S62	GnotoExpt-FP608-S304	GnotoExpt-FP540-S55	GnotoExpt-FP466-S687	806rcbc428-S333	GnotobioticExp-FP-208-S72	806rcbc431-S336	806rcbc168-S265	GnotoExpt-FP600-S296	806rcbc171-S268	GnotobioticExp-FP-191-S54	806rcbc464-S369	806rcbc399-S304	GnotoExpt-FP545-S60	GnotoExpt-FP567-S83	806rcbc172-S269	GnotoExpt-FP483-S704	GnotoExpt-FP543-S58	GnotoExpt-FP484-S706	806rcbc438-S343	806rcbc174-S271	GnotoExpt-FP451-S672	GnotobioticExp-FP-187-S50	806rcbc402-S307	GnotoExpt-FP534-S49	GnotoExpt-FP467-S688	806rcbc178-S275	806rcbc390-S295	806rcbc435-S340	GnotoExpt-FP559-S75	GnotobioticExp-FP-206-S70	GnotobioticExp-FP-195-S59	GnotobioticExp-FP-179-S41	GnotoExpt-FP601-S297	GnotoExpt-FP533-S48	806rcbc467-S372	GnotoExpt-FP537-S52	GnotoExpt-FP459-S680	GnotoExpt-FP541-S56	GnotoExpt-FP612-S308	GnotoExpt-FP460-S681	GnotoExpt-FP486-S708	GnotoExpt-FP478-S699	GnotoExpt-FP454-S675	GnotoExpt-FP470-S691	GnotoExpt-FP535-S50	GnotobioticExp-FP-205-S69	GnotoExpt-FP468-S689	GnotoExpt-FP597-S293	GnotoExpt-FP599-S295	GnotoExpt-FP611-S307	806rcbc407-S312	GnotoExpt-FP546-S61	GnotoExpt-FP481-S702	GnotobioticExp-FP-194-S58	GnotobioticExp-FP-181-S44	806rcbc471-S376	GnotoExpt-FP485-S707	GnotobioticExp-FP-204-S68	GnotobioticExp-FP-202-S66	GnotoExpt-FP463-S684	GnotoExpt-FP547-S62	GnotoExpt-FP603-S299	GnotoExpt-FP605-S301	806rcbc429-S334	GnotoExpt-FP458-S679	GnotoExpt-FP480-S701	GnotoExpt-FP538-S53	GnotobioticExp-FP-182-S45	GnotobioticExp-FP-176-S38	GnotobioticExp-FP-210-S74	GnotobioticExp-FP-184-S47	GnotoExpt-FP550-S65	GnotoExpt-FP477-S698	806rcbc404-S309	GnotoExpt-FP563-S79	GnotoExpt-FP531-S46	GnotobioticExp-FP-200-S64	806rcbc397-S302	GnotoExpt-FP607-S303	806rcbc437-S342	GnotoExpt-FP542-S57	GnotoExpt-FP613-S309	GnotoExpt-FP568-S84	806rcbc470-S375	GnotoExpt-FP553-S68	GnotoExpt-FP482-S703	GnotobioticExp-FP-203-S67	806rcbc406-S311	806rcbc170-S267	GnotobioticExp-FP-185-S48	806rcbc473-S378	GnotobioticExp-FP-183-S46	GnotoExpt-FP556-S72	GnotoExpt-FP532-S47	GnotoExpt-FP473-S694	GnotoExpt-FP471-S692	806rcbc468-S373	GnotoExpt-FP566-S82	GnotobioticExp-FP-192-S55	806rcbc177-S274	806rcbc476-S381	GnotobioticExp-FP-180-S43	GnotoExpt-FP604-S300	806rcbc391-S296	GnotoExpt-FP596-S292	GnotoExpt-FP544-S59	806rcbc405-S310	806rcbc424-S329	GnotoExpt-FP606-S302	GnotobioticExp-FP-178-S40	GnotoExpt-FP598-S294	806rcbc395-S300	GnotoExpt-FP560-S76	806rcbc478-S383	GnotobioticExp-FP-372.fastq	GnotobioticExp-FP-319.fastq	GnotobioticExp-FP-384.fastq	GnotobioticExp-FP-314.fastq	GnotobioticExp-FP-301.fastq	GnotobioticExp-FP-315.fastq	GnotobioticExp-FP-369.fastq	GnotobioticExp-FP-377.fastq	GnotobioticExp-FP-304.fastq	GnotobioticExp-FP-313.fastq	GnotobioticExp-FP-375.fastq	GnotobioticExp-FP-317.fastq	GnotobioticExp-FP-306.fastq	GnotobioticExp-FP-386.fastq	GnotobioticExp-FP-305.fastq	GnotobioticExp-FP-366.fastq	GnotobioticExp-FP-371.fastq	GnotobioticExp-FP-365.fastq	GnotobioticExp-FP-302.fastq	GnotobioticExp-FP-380.fastq	GnotobioticExp-FP-393.fastq	GnotobioticExp-FP-321.fastq	GnotobioticExp-FP-391.fastq	GnotobioticExp-FP-394.fastq	GnotobioticExp-FP-363.fastq	GnotobioticExp-FP-303.fastq	GnotobioticExp-FP-385.fastq	GnotobioticExp-FP-307.fastq	GnotobioticExp-FP-381.fastq	GnotobioticExp-FP-312.fastq	GnotobioticExp-FP-309.fastq	GnotobioticExp-FP-318.fastq	GnotobioticExp-FP-370.fastq	GnotobioticExp-FP-383.fastq	GnotobioticExp-FP-367.fastq	GnotobioticExp-FP-378.fastq	GnotobioticExp-FP-310.fastq	GnotobioticExp-FP-322.fastq	GnotobioticExp-FP-373.fastq	GnotobioticExp-FP-364.fastq	GnotobioticExp-FP-382.fastq	GnotobioticExp-FP-387.fastq	GnotobioticExp-FP-388.fastq	GnotobioticExp-FP-368.fastq	GnotobioticExp-FP-361.fastq	GnotobioticExp-FP-389.fastq	GnotobioticExp-FP-311.fastq	GnotobioticExp-FP-379.fastq	GnotobioticExp-FP-308.fastq	GnotobioticExp-FP-392.fastq	GnotobioticExp-FP-323.fastq	GnotobioticExp-FP-316.fastq	GnotobioticExp-FP-396.fastq	GnotobioticExp-FP-374.fastq	GnotobioticExp-FP-324.fastq	GnotobioticExp-FP-320.fastq	GnotobioticExp-FP-390.fastq	GnotobioticExp-FP-362.fastq	GnotobioticExp-FP-376.fastq	GnotobioticExp-FP-395.fastq	taxonomy
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	0	0	29	0	0	0	0	0	0	0	0	765	13	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	2	0	37	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	172	0	0	0	0	0	0	0	21	0	0	88	0	0	2	0	0	0	0	5	0	0	0	0	11	0	0	0	0	0	30	0	0	0	0	45	0	0	0	0	160	0	0	0	0	0	23	16	0	0	0	0	0	0	0	0	109	77	0	0	0	18	0	289	139	0	0	0	0	0	2	0	149	0	0	0	0	0	0	42	0	0	0	0	9	3	0	0	55	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	4	4	0	0	3	4	0	2	12	0	12	0	0	0	3	0	0	0	0	0	0	4	0	4	0	16	4	7	1	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	3	0	0	4	0	0	1	1	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575	0	0	13	0	0	0	0	0	0	0	0	26	11	0	0	0	0	0	0	0	0	0	0	0	27	0	0	22	0	0	0	0	0	0	9	4	0	0	2	0	0	0	0	0	2	0	0	0	71	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	19	5	0	8	0	0	0	6	4	4	0	0	7	0	0	0	19	0	0	0	0	10	9	0	0	14	0	0	0	0	0	0	8	0	9	0	0	0	6	0	0	3	0	0	0	5	0	0	0	0	0	0	4	0	38	9	0	0	0	0	0	0	5	0	4	0	0	0	12	0	8	0	0	0	7	0	0	0	0	0	4	29	0	0	32	0	0	5	0	2	0	7	0	10	40	0	29	11	3	0	15	0	7	0	0	0	25	0	4	4	0	0	43	6	0	7	10	5	8	16	0	17	0	33	0	0	15	34	0	0	0	3	44	30	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae UCG-009	0	358	70	85	0	5	0	25	22	0	26	185	168	56	38	15	14	139	23	167	124	0	244	0	59	0	192	164	27	0	27	121	238	143	130	749	0	36	221	7	0	0	5	34	59	0	0	0	89	0	20	13	120	57	100	26	0	0	27	31	233	0	23	121	160	241	0	671	0	25	0	0	16	7	126	14	53	0	561	425	0	0	14	0	75	61	0	17	500	6	33	65	18	236	0	90	0	0	8	0	57	0	0	159	13	123	50	0	20	0	0	14	0	0	0	217	0	7	44	0	105	115	15	49	15	5	0	90	155	116	36	40	3	24	0	143	65	84	30	94	88	33	0	0	115	129	13	19	4	628	492	112	22	357	13	0	0	72	0	34	47	0	3	22	62	0	53	50	4	66	36	0	0	70	117	20	0	0	0	0	22	1	95	55	22	0	0	0	20	0	216	0	43	20	0	62	124	0	12	0	0	0	4	3	0	1	1	1	140	1	1	1	78	1	9	27	10	18	2	8	3	50	206	96	40	3	76	4	20	1	91	1	1	0	3	1	24	10	1	1	19	47	0	80	5	58	15	1	1	8	1	21	1	1	1	7	1	7	1	24	11	1	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_9	0	0	0	0	0	0	0	0	0	0	0	105	59	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	1	74	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	54	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	0	52	0	0	0	0	0	0	0	0	0	1877	0	2	0	0	0	66	0	0	0	0	2599	0	0	0	0	0	0	2	0	0	0	452	0	0	0	0	0	0	0	0	0	181	0	0	0	0	26	0	2	0	0	0	0	0	0	0	18	170	0	12	0	0	0	0	0	8	0	0	3	0	4	0	0	97	7	0	0	10	0	2	0	0	82	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	34	45	0	0	0	0	0	0	0	0	0	0	2	13	0	0	137	0	392	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium] nodatum group	0	0	5	0	0	0	4	0	0	0	0	5	2	0	11	0	4	0	6	0	121	0	0	0	0	0	0	0	0	0	3	185	0	0	0	7	0	15	6	0	0	0	0	5	0	0	0	0	0	0	8	0	0	7	0	2	0	0	0	10	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	11	0	7	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	24	0	0	0	0	0	0	0	7	0	0	0	5	0	0	9	2	0	11	0	0	0	13	12	0	0	0	0	0	0	0	0	0	0	0	12	0	7	9	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	2	0	10	0	0	5	0	0	0	3	4	3	0	0	0	0	0	0	0	0	2	0	0	0	4	2	0	0	0	0	0	2	0	3	6	8	4	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella	0	0	0	0	1	0	0	1	23	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	2	0	0	1	7	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	20	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	9	0	0	1	0	0	1	1	0	0	8	3	0	0	0	0	0	0	0	39	0	0	0	0	0	0	7	0	0	0	0	1	55	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	9	1	0	0	0	0	0	0	0	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	112	5	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	111	30	0	0	0	0	
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__	0	0	99	0	0	0	0	0	0	0	0	0	1707	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	0	583	0	0	2523	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	2	0	0	0	0	1539	3	0	0	0	0	4239	0	0	0	4194	37	0	0	0	0	0	2094	0	0	0	0	141	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3695	0	0	0	0	0	4	0	0	9	0	0	0	0	0	1436	3918	187	0	0	0	0	0	0	0	0	0	0	0	2247	2037	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5495	0	0	2985	18	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	553	0	1794	0	0	0	1872	0	2688	0	0	0	3	0	0	0	3	4	4	0	3	0	2	0	7	0	4	3	0	36	0	0	0	0	0	0	3	0	0	4	0	14	320	2	5	0	2	0	3	0	2	8	0	0	0	3	2	0	0	0	2	0	5	2	0	2	2	3	0	2	5	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitaleaceae UCG-011	0	0	108	0	0	21	17	0	0	0	155	0	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	58	0	0	3	0	23	0	0	6	0	0	0	0	28	2	0	0	0	8	0	0	39	0	5	2	33	0	0	0	0	4	0	0	0	0	0	0	38	0	112	0	0	0	0	0	0	259	0	21	0	30	0	0	0	8	0	0	0	8	0	0	0	0	0	0	29	0	0	79	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	7	0	0	0	0	0	4	4	0	2	0	0	0	30	10	7	0	11	0	0	0	90	4	0	0	0	0	26	36	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	2	156	0	0	0	0	0	0	36	0	0	0	3	0	34	0	0	0	187	0	6	0	15	0	0	0	147	0	15	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Caballeronia-Paraburkholderia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	85	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	17	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	15	0	0	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	3	0	1	0	0	0	0	0	0	0	25	1	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	4	0	0	0	0	0	1	0	3	0	0	14	0	0	0	0	0	0	0	1	1	0	10	0	0	0	0	0	0	0	0	0	36	0	0	9	0	27	0	1	0	0	0	0	0	0	0	2	13	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	7	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	2	0	0	6	0	0	0	0	0	0	2	0	3	2	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus] gauvreauii group	10	87	2773	6	0	4	11	0	0	0	75	225	269	8	176	0	10	0	72	88	1205	0	2	0	197	0	25	49	0	0	150	368	105	54	96	98	0	218	0	0	29	0	0	7	11	0	0	0	854	29	46	133	27	201	1	8	0	0	0	111	50	0	0	6	5	94	0	0	0	136	32	52	0	0	52	0	109	0	203	129	8	23	0	0	452	2	54	0	255	0	363	4	0	46	0	526	0	11	6	0	226	0	0	28	0	885	8	0	195	28	0	0	4277	0	0	36	0	0	0	95	280	272	24	0	80	0	0	161	371	88	132	2	0	0	4802	172	1056	375	0	67	4	0	15	9	360	0	0	70	0	407	576	4	55	5	0	21	15	0	18	0	4	0	97	0	0	0	245	5	0	0	40	13	0	11	0	0	0	64	75	31	26	32	282	3	113	0	7	0	11	21	168	0	172	0	0	85	510	45	508	0	0	6	50	0	0	0	0	0	74	83	0	0	25	0	0	0	0	94	54	150	0	0	11	0	0	0	10	0	0	0	0	0	0	0	63	0	75	38	0	0	32	54	0	0	18	81	20	24	0	12	0	12	0	0	17	27	0	0	0	15	66	19	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1819	14	17	4	13	3	603	21	10	3	44	174	32	11	23	63	1	0	335	24	5960	249	21	34	24	171	220	266	273	8	13	122	461	218	491	153	2	194	16	4	3	22	69	25	23	97	26	1910	3	274	27	28	36	87	61	158	26	9	10	20	48	544	6	1923	30	46	3409	9	3	4	162	276	29	68	4	19	35	25	90	43	9	15	5	8	3	64	13	172	2	35	3226	177	18	5	147	9	50	1	7	22	123	259	5	4	26	40	288	13	19	67	7	5	21	402	76	6	256	8	11	7	1558	27	138	2	24	16	22	5	26	198	178	48	67	69	12	509	39	202	65	2	6	85	8	15	16	209	148	6	58	36	26	40	26	49	667	1960	53	12	11	38	1417	42	5	48	23	34	6	42	4	115	3	45	32	12	53	988	63	19	851	65	26	52	710	182	0	67	7	1	1	26	220	4	7	81	219	143	680	118	339	281	1087	8	11	0	26	0	72	107	144	0	0	418	130	0	522	600	35	647	0	0	0	127	62	59	49	78	28	0	104	50	93	50	265	63	258	0	32	0	0	205	56	0	0	11	43	140	0	0	66	385	70	77	58	200	166	256	0	0	43	52	0	0	117	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755	0	13	13	0	21	0	0	0	0	10	0	106	0	0	103	0	52	0	49	0	54	3	0	8	0	2	0	0	0	3	0	150	2	0	2	19	12	54	9	0	0	21	0	0	0	0	128	38	0	0	0	0	15	9	0	0	14	37	0	6	14	4	0	0	0	0	6	12	33	0	0	0	0	0	0	0	0	0	16	3	0	0	0	4	7	0	20	0	18	0	0	0	0	0	6	6	0	0	0	9	0	3	0	0	0	0	0	2	52	0	56	6	3	0	9	0	5	0	0	0	7	41	0	0	42	0	0	86	0	0	107	0	0	0	12	24	7	2	46	28	0	0	0	0	0	0	0	6	0	10	17	0	48	0	0	0	0	0	0	0	0	38	7	0	0	22	13	0	0	7	12	0	2	0	0	64	8	0	0	0	10	0	0	0	0	6	0	0	0	0	8	20	8	0	12	4	0	0	0	23	8	0	6	0	0	0	0	0	11	0	0	0	13	0	0	0	0	12	7	12	0	0	0	0	3	0	7	0	0	0	0	0	0	0	4	0	10	0	0	0	11	19	0	0	0	11	15	0	0	0	0	0	0	0	0	10	0	0	0	8	10	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lactonifactor	2	0	0	0	1	1	0	0	0	0	3	0	15	0	0	1	0	0	0	0	0	3	0	0	0	19	0	0	0	5	9	0	1	0	0	13	6	0	11	0	5	0	0	1	0	0	18	1	0	3	0	4	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	13	2	9	4	3	0	0	0	0	4	15	0	0	1	3	0	0	0	0	0	0	5	0	0	0	0	0	2	29	1	0	1	21	0	0	4	0	0	0	0	2	0	6	1	18	0	41	1	0	0	0	0	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	15	0	1	39	0	0	3	2	0	0	0	0	0	14	10	0	0	0	0	7	8	0	20	0	0	1	10	0	0	2	10	0	0	0	0	1	0	0	0	7	3	8	3	2	8	0	0	0	5	0	1	1	1	3	0	2	7	0	2	5	7	15	7	22	0	0	0	0	0	0	0	2	0	2	6	0	0	5	2	2	2	4	2	4	0	1	2	0	0	0	0	2	0	2	2	0	2	0	5	0	2	0	0	0	0	2	0	3	0	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	3	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Coprobacillus	0	18	4	0	0	0	0	4	9	0	0	0	24	0	0	0	0	35	0	0	4	0	3	0	0	0	0	0	8	0	0	0	0	297	35	4	0	0	5	0	0	0	24	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	15	0	0	0	149	0	0	0	0	13	0	0	0	0	24	0	0	21	0	0	11	22	0	0	4	0	10	0	0	6	8	1365	0	0	3	0	0	45	0	0	0	0	111	0	0	0	16	0	0	0	0	0	0	21	0	0	0	0	0	5	3	0	4	1	2	15	0	13	0	0	7	0	0	0	48	10	0	9	29	0	0	14	0	20	0	0	0	12	2	0	40	11	19	0	0	0	222	0	0	5	0	220	0	0	6	24	7	0	6	0	80	7	0	0	0	0	46	0	0	0	0	0	3	68	0	0	0	0	0	0	0	0	2	0	14	109	0	0	88	0	125	0	0	0	14	0	2	4	3	0	44	5	17	4	70	35	32	27	25	48	5	40	3	48	15	0	9	10	46	1	23	0	66	4	8	9	10	3	66	3	32	0	81	43	0	33	10	68	50	3	18	35	1	36	0	3	27	78	0	0	9	28	35	15	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter	0	1	0	0	0	0	0	0	0	386	0	0	0	0	3	0	0	0	2	0	0	0	0	4	0	0	0	8	0	0	0	805	0	0	25	0	0	4	0	0	0	75	0	0	3	0	0	0	0	0	2	0	34	0	0	0	0	0	0	3	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	65	0	0	0	0	0	0	5870	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	5	0	0	0	2	0	0	0	93	0	0	0	0	7	0	0	3	0	0	0	0	2141	150	3	0	0	16	0	2	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	4	6	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	156	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	3	6	5	0	8	6	14	9	12	0	3	6	6	0	9	0	0	4	0	0	6	5	0	7	0	6	3	7	10	0	8	0	4	4	2	11	0	0	0	5	2	0	10	0	8	0	8	5	0	6	0	8	0	3	2	0	
