#OTU ID,Lyz202BFP222S70,Itg22FP518S21,Vil106BDTT70,Vil107BFP82,Vil110BFP115,Itg24DTT530S25,Vil104BFP46,Vil114BFP163,Lyz204BDTT246S87,Vil102BFP22,Lyz201BFP210S58,Lyz206BDTT270S112,Itg16DTT482S77,Vil105BFP58,Vil104BDTT46,Lyz207BFP282S80,Lyz203BFP234S82,Vil109BDTT106,Itg24FP530S33,Itg06DTT434S27,Itg04FP422S22,Itg22DTT518S13,Itg20FP506S9,Vil103BDTT34,Itg06FP434S35,Lyz201BDTT210S50,Vil105BDTT58,Itg02FP410S10,Itg12DTT470S64,Itg02DTT410S2,Vil103BFP34,Itg08DTT446S39,Itg26FP542S46,Vil101BDTT10,Itg26DTT542S38,Itg16FP482S85,Vil1010BDTT118,Lyz205BDTT258S99,Lyz208BFP294S92,Itg04DTT422S14,Lyz204BFP246S43,Lyz206BFP270S68,Lyz207BDTT282S124,Vil113BFP151,Vil101BFP10,Itg08FP446S47,Lyz202BDTT222S62,Vil102BDTT22,Itg10DTT458S52,Itg12FP470S72,Itg10FP458S60,Vil108BDTT94,Lyz205BFP258S55,Itg20DTT506S1,Lyz203BDTT234S74,Vil107BDTT82,Vil108BFP91,Vil1013BDTT154,Vil106BFP70,Itg18DTT494S89,Itg18FP494S97,Lyz208BDTT294S136,Vil109BFP103,LYZdtt342,SLCFP070,SLCdtt022,LYZdtt366,SLCdtt070,LYZdtt354,SLCFP022,LYZdtt330,LYZFP354,SLCFP112,LYZFP306,LYZdtt306,SLCFP004,SLCdtt004,SLCdtt112,SLCFP094,SLCdtt076,SLCFP052,SLCFP076,LYZFP330,LYZdtt318,SLCdtt052,LYZFP342,SLCdtt130,LYZFP318,SLCFP148,SLCFP166,SLCdtt148,SLCdtt166
PWY-7222,194103.3775,123269.6101,2839.8811,37165.893,71378.9335,32783.0725,56841.919,85315.9407,20509.4027,86495.6765,188307.1857,62489.2424,15684.2635,78222.9174,19961.1157,21591.5878,202315.4027,15305.3568,200445.8312,62140.6106,138321.9442,27736.6322,58299.6817,27300.8879,127719.5799,41357.7429,7263.9629,126560.111,98225.5487,144629.3774,108035.3978,22561.6525,172263.1043,19010.7338,71956.7886,29525.0955,17069.5557,31556.9303,36984.4504,109303.441,73016.3762,38091.298,47896.4509,82876.0557,66356.5995,56863.959,113455.4721,20419.7114,103085.7151,119602.5096,161381.2353,6820.0116,15674.692,22752.6553,65447.0908,3824.8377,40918.2978,36480.5091,39794.8712,40570.1574,100035.5858,10397.5616,41523.7475,48970.3664,57066.528,63536.3474,34413.7582,13282.344,28498.0871,31694.5613,28921.293,200249.2126,27429.3792,194229.6288,29146.9971,67158.3204,30619.8501,4538.5869,57481.5987,82168.0748,65989.0001,105150.1345,141947.0087,173596.879,52286.958,67429.5667,8074.5543,83152.765,28268.3598,128302.715,53936.994,403432.569
PWY-7228,182993.7648,49663.4271,2480.0294,26574.7005,29934.4532,14802.7712,30099.8402,24662.132,11767.3139,36047.0246,181795.9227,29228.0897,8409.5399,72647.665,10566.1043,14963.6291,133383.0856,11329.2025,64203.1318,51637.8223,109816.5663,12540.5341,29711.5858,21680.7725,96464.9305,36205.258,6515.9166,46995.8406,37859.3765,56558.0555,65199.6806,10173.2652,58850.4563,17016.4478,30928.6221,16311.1468,12562.903,16642.971,26281.8988,88249.9957,31593.7294,15712.5511,29872.843,54871.3939,49802.6844,20657.5937,107656.8154,9725.99,43433.2401,38167.3477,60665.9468,5881.3443,8510.5053,16618.1792,47504.7521,3253.3845,22077.6949,20501.1927,24764.7963,19175.1952,26845.7564,5598.2921,13036.2422,41790.9175,28377.1152,29774.3937,19670.8786,7965.0879,31581.1126,9986.089,9514.9759,182347.0407,6018.2833,133957.2308,27171.6762,12715.9845,11534.8711,1000.5263,17361.8995,66963.2975,27892.2058,82618.9821,46960.0747,152147.52,29815.178,47120.1402,4827.3817,47057.4678,12446.9599,73130.513,22910.8004,335904.9336
PWY-7229,189804.8763,91796.8804,2853.6159,52366.9475,63252.5329,27469.859,55803.3183,89704.4634,18862.7218,68484.8588,185915.1196,55150.143,16158.7129,77020.5023,18056.6652,20944.0036,163275.515,14239.8165,145113.0816,58747.183,124237.4202,25790.0655,55923.6807,33366.3817,115317.8932,42444.0366,7288.4369,93025.5097,72571.6104,113783.5649,83626.0484,19097.8905,123147.9806,19146.0766,53272.429,42942.4424,15631.4336,27335.2144,33574.4385,100423.2001,49626.7517,30518.3403,44546.8787,70435.7157,60629.1532,41801.7311,112897.3388,17316.4117,76570.9469,85642.3684,111279.8981,6806.946,13915.274,27613.1742,56777.1025,3797.0382,49095.0256,29472.1765,40182.8264,37159.3267,72221.6799,9279.8847,38898.7913,49328.0514,44060.6663,51337.5194,36697.5627,11474.8311,42339.4847,23299.8497,35364.9674,195399.4991,19795.9594,162856.7616,38648.7541,43481.7316,21606.5192,3796.7292,41403.5869,76003.8963,49081.7574,93126.6928,130842.3844,162085.8946,43683.167,62779.5638,7304.0867,79640.1123,36918.812,108290.7319,67479.9599,365716.8056
PWY-7234,169553.1173,46975.8454,2162.4752,31625.0601,43608.1815,15914.7727,34182.059,46612.0277,11202.0839,40034.7472,166832.0656,40442.1083,8526.4641,67654.1237,10954.6226,17561.7341,109864.1243,10946.1201,70137.4792,50735.8785,94728.4099,13662.1893,34051.2668,18073.0012,97536.4825,34643.7813,5700.165,45273.7187,36399.2346,63457.0457,62808.9288,9588.1893,57597.7271,15925.9106,26267.8068,16844.9478,11912.8047,19734.2973,27857.8867,80414.4818,23149.7811,19526.3985,35482.8942,30476.5438,50874.813,21676.4832,101371.1485,9866.8614,30983.5802,39685.9993,45239.0575,5145.3045,10363.6129,14178.0155,42697.92,2862.3141,30794.9385,14697.2583,31344.2651,16854.6235,25304.8754,6913.6548,24890.824,40822.9002,24954.5955,31534.2703,21849.8012,7411.4654,24838.4089,12545.0524,18159.2738,172335.4012,6848.1722,134408.3028,20990.6373,8064.7878,8351.0109,880.7827,13322.0509,61354.0039,23443.825,69602.814,95018.2811,141844.0998,28847.2272,54065.6561,5036.8444,62699.3938,10682.9554,81145.0418,31101.1525,296633.2737
PWY-7237,293,359.25,0,794,2445.75,515.1,1536.75,2795.2,655.25,1809.4,79.75,231.9,168.75,224.2,247.15,2417,1932.75,129.4,121.7,636.85,13.5,929.8,7235.5,1381.45,3448.5,654.6,3.5,1124.5,323.75,359,1177.45,45.5,458.5,539,318,510,193,406,1377.15,1119.2,403,181,3416.8,13979,3014.75,59.25,164.5,266.5,105.25,433.75,129.5,11.5,237.5,734.65,820.7,3.5,4433.1,2806.2,1027.25,759.6,105,396.2,1576.5,368.05,2318.5,1387.25,454.25,283.3,83.35,362.5,374.95,258.65,184.25,4500.4,149.7,142.5,183.5,3,596.4,1097.15,1863.75,169.25,601.75,967.55,539.25,46.75,1009.6,2816.75,4530,865.95,6481.3,185.45
PWY-7242,3723.3801,6386.7602,2372.5648,16873.2978,19173.1045,5360.431,11242.4533,37076.8561,3112.3578,16411.629,2199.6025,5964.6273,4311.7407,3202.1013,4090.8402,4981.5189,5946.246,8084.6053,1743.3187,7229.7526,983.7968,5817.2665,19288.7788,10174.5044,11939.5069,5564.9268,4946.7348,4494.6211,10285.7153,13472.6651,6937.6292,2794.4729,8920.0999,2144.359,5068.7135,11357.4599,8043.5597,8012.2466,6109.6498,6699.8516,1473.1319,1626.3232,15879.0593,45201.3416,10302.9355,5642.4926,7760.0048,3207.2066,3847.4721,6284.654,2725.8255,5863.8341,2979.6115,3836.9225,5298.1962,3270.1931,22343.6976,15912.9828,9695.89,9441.0287,2642.5556,2435.2631,15941.8357,4291.3737,6430.318,13850.8773,14996.3753,1445.8273,784.1349,1241.7157,6105.2768,5647.2228,3124.718,21997.9283,2218.7705,777.3267,1037.0801,310.0045,3471.6795,7184.5129,6809.681,1724.689,22371.7273,10150.6084,10598.7055,1471.4542,2190.4239,30377.8002,22491.1164,4241.6391,37728.8941,11868.0477
PWY-7254,48.3444,16.4536,2497.3961,99.5098,61.2722,870.886,70.5634,20.9925,94.9533,64.802,33.3991,525.1086,55.13,639.0717,475.4603,0,19.4682,5772.017,36.9142,485.3561,16.2457,160.9149,14.994,215.5333,131.3607,107.9607,5178.193,50.7108,583.8236,141.1057,2997.3528,50.8691,186.4157,247.9932,265.3615,34.465,5939.1849,35.8892,21.7052,72.2027,13.438,12.7007,228.3862,122.7086,253.3775,22.4083,78.3945,216.5336,199.1586,1502.2971,410.1825,6155.2585,0,467.6992,221.6373,3379.0182,75.606,2855.5506,85.9217,223.6236,49.1695,141.9715,365.6796,387.244,17.9727,158.7702,183.4982,17.861,120.5655,57.4803,194.5666,270.9458,0,359.2924,199.0777,90.4974,133.9725,0,0,1548.8107,35.1357,531.9835,419.9851,434.2725,17.9449,131.3714,26.7716,240.8954,1424.3704,76.8375,197.3453,109.846
PWY-7315,675.1178,262.0807,2020.1801,1469.777,1675.1355,2089.2125,1822.5023,13033.7066,1125.3788,1954.6539,343.8866,1036.7744,353.7537,1619.7553,691.8898,465.9121,1833.886,5643.7035,879.9516,1051.1498,78.7796,1301.3766,6433.9282,1860.2668,2198.8932,3098.9535,4396.0343,782.0436,747.5183,732.961,1442.6317,217.9854,828.5672,475.5684,806.2212,1349.0805,5829.7603,701.5816,1293.1868,715.7571,847.7549,279.2681,1881.976,6286.6202,941.0706,331.5175,560.3498,266.5068,232.6698,411.9336,142.1142,4937.5079,373.0765,1280.592,1194.0985,2717.6315,16889.9812,2698.3788,7277.0942,2820.9742,745.956,845.3252,1648.7541,1373.5126,2465.8824,3231.9864,748.6805,444.1499,269.6033,332.6155,913.9744,666.1766,1092.7868,7063.8024,705.9475,101.276,124.7549,1.6592,818.1589,2754.1228,1260.9002,764.9298,1497.0084,3064.7177,420.0258,301.1676,102.1216,13988.1715,9354.8632,588.5504,16129.8003,326.4066
PWY-7323,3469.367,5878.5943,2039.3759,11209.2309,19085.1924,3560.7397,10654.9042,22382.1716,2663.8644,14746.9811,2509.7675,3935.7452,6457.8758,5182.3095,4660.8465,1543.9398,6002.9416,6142.404,1159.0406,7330.8602,869.8406,4633.5802,13093.4289,12807.9788,7325.6483,4906.3761,4512.6285,4668.4191,9602.3098,13226.5447,3898.4762,3609.7554,9440.1417,2324.679,5920.4133,11686.373,6333.6603,9893.308,2994.0331,4997.9969,1035.4033,1468.6808,12202.1568,35395.8212,8112.0402,5648.7287,10040.8932,3630.3227,4071.9189,5385.0764,2755.9498,4952.3431,3393.4782,3392.0253,5497.9819,2737.9076,15788.0337,10508.591,7301.516,10419.0712,3251.2354,1855.5118,14204.6496,4863.9236,4045.7276,12953.0338,20318.7679,1048.76,894.8059,1121.6447,8540.2845,6110.5005,2755.8525,28097.8775,2886.9808,455.7802,706.9819,413.9183,1150.0425,5423.5993,4167.0316,1966.5793,24389.7821,6862.8997,10391.9343,2401.5707,1301.0059,19459.4439,12929.0121,5507.7607,22338.3781,13315.4923
PWY-7328,1038.9618,2046.2698,624.4862,11075.2158,3967.6518,1707.3321,5343.4211,9728.6109,1031.1238,5701.608,825.2525,1473.8523,3202.6368,6082.2151,1891.859,808.972,3672.8044,6850.6907,832.7321,2809.9611,167.3621,1890.713,8209.9958,3568.2798,8032.8985,1431.9536,3589.5526,4555.1805,2468.7811,5333.1598,2307.5,1039.7751,5989.3125,882.3711,2717.2594,7246.0226,7096.8666,4569.059,2563.3541,2272.6047,925.5991,1451.5595,2560.7729,32999.1564,7820.2365,1483.5192,609.2555,742.8721,651.5072,2150.3138,1176.9357,1027.8548,1819.3283,1747.9182,1706.1865,666.1014,12894.636,8495.6003,6776.6091,4444.4667,2922.558,805.9474,3346.7002,2003.8967,2803.3324,9324.753,5273.7995,800.4572,233.2363,765.7151,3783.5241,1483.4797,2256.9546,25887.2898,904.6428,320.9081,370.429,145.4912,795.9092,2833.266,2129.3542,1582.2353,13227.6864,3687.9254,1650.9955,1943.1353,465.3356,9052.7529,7146.246,6843.8474,13501.2009,3871.7969
PWY-7332,258.6317,34.9849,0,2493.6537,581.223,419.2759,621.6641,1743.0976,319.0785,1341.8236,24.4967,302.6488,317.9649,157.161,90.4664,1229.405,1049.3633,155.6103,62.9692,752.2157,3.4999,425.7227,2771.004,782.0494,5327.9828,388.1051,0,1498.5502,527.351,546.4961,164.1444,118.1548,643.567,204.1363,378.3443,2934.1523,183.1051,214.8928,1955.9655,466.6203,101.2587,297.7262,1505.7864,10895.4311,1360.8997,250.2217,90.9216,213.8248,136.2212,614.3566,66.4546,0,366.3365,652.9346,488.6637,0,1261.1058,2862.4487,799.145,1523.897,178.0041,474.414,687.3577,309.4321,69.8668,1869.3321,420.561,55.6926,3.4998,38.4261,219.1524,199.2877,949.8289,6211.6879,143.017,45.4441,87.0877,3.4963,435.6332,706.6264,562.8783,24.493,1198.5349,897.6503,38.4587,45.4643,3.498,1875.8979,3931.1322,657.131,5168.3334,230.8441
PWY-7371,433.5122,808.1373,0,5633.7853,349.9245,528.865,2097.5803,2291.3676,269.265,2075.1865,336.0389,456.7216,1487.304,355.3718,760.4803,340.1603,1332.6051,144.3709,262.9772,1163.501,62.4685,658.9557,3009.9044,8931.9378,3437.4606,326.3965,0.5,1877.3306,824.275,2041.6065,598.3545,379.4561,2370.2885,301.6388,1074.8462,3513.0788,284.8781,2123.2332,1066.1444,1284.7225,229.4226,589.2439,899.6763,22.1311,3419.9472,551.5065,209.7698,295.2008,218.1129,857.2882,482.976,0,807.1829,448.8031,505.2546,0,2158.4118,16.2586,1294.407,4656.4751,1096.2817,378.6745,331.4183,723.827,685.146,2815.4355,2504.3939,146.091,111.5,286.9683,1663.9452,578.0038,836.885,11198.5421,316.7164,119.5,104.5603,60,92.519,475.2903,789.6372,646.5294,5768.5,794.0035,564.1928,840.8137,166.7093,1919.5365,907.8665,2486.2606,844.7892,1534.7232
PWY-7374,419.8946,795.5971,0,5561.0909,285.6841,467.9432,2023.1908,1777.0911,227.7671,2035.8228,329.646,445.6441,1467.1822,343.4521,737.0535,333.0819,1324.4896,132.5242,256.3445,1101.9797,61.2463,574.5782,2784.846,8888.4474,3372.2733,291.6547,0.5,1848.1327,808.1026,2029.0491,575.583,375.8222,2353.5987,297.4998,1049.2231,3495.1105,258.5129,2111.6458,1042.7406,790.2451,227.0163,580.3494,820.8493,19.747,3397.7544,543.3258,194.8176,289.5635,213.952,839.4319,475.6214,0,797.3327,429.2868,467.3113,0,1138.7807,13.9497,1147.189,4588.2164,1089.303,295.6632,266.1788,672.5754,679.6216,2759.4391,2404.1596,144.2193,86.3355,280.7876,1595.3753,466.9616,819.6123,11115.2053,308.3078,119.5,102.6871,60,88.2329,462.9085,779.5943,634.8073,5732.9748,629.3276,561.6992,820.3688,164.7931,1094.5382,881.4121,2460.7703,754.0939,1524.7374
PWY-7377,976.4459,12320.4593,0,185.3679,5460.8976,3766.0265,4578.2183,8948.0351,2724.7763,8370.0352,639.0847,3837.3882,766.8608,4069.6643,1630.8763,114.7224,13891.7126,755.3126,15968.264,2066.8833,3340.5882,3269.5999,7808.6604,2280.4584,8198.4816,766.8612,42.1592,14946.6995,4792.2823,12624.4338,20674.7837,2031.3657,14795.5229,246.9685,8959.925,1819.562,1179.6933,6034.4931,615.2402,3916.9773,8178.0002,3213.3291,1404.0053,227.8245,969.4836,4719.4621,385.6354,1336.4141,5413.8139,6585.3139,11652.2091,11.5966,3369.3175,2159.6534,4443.03,0,331.1834,318.0291,182.7415,7452.5626,6809.9888,708.9023,679.6568,966.9354,4607.1066,8863.6003,201.9108,989.8728,127.5123,2242.2354,312.5669,1420.2344,2838.5006,43529.4898,3636.9049,2248.7533,1553.2137,224.5714,4097.4205,1568.9575,7103.6756,1336.1351,1536.2827,15432.2978,5034.1113,179.4337,598.6629,529.2334,795.1696,13758.6231,623.2567,22638.6181
PWY-7392,15138.5439,27755.5289,753.593,32809.8952,32538.3275,13139.3658,30779.6904,43312.2405,9275.7345,33251.9291,9509.5071,28208.9248,9552.8156,13664.9383,9805.2368,10505.8621,17200.411,7906.7512,48529.7372,16275.099,7258.6883,13861.0675,31357.2427,16587.6226,38689.6111,14958.4134,3417.665,29088.4709,23888.7057,45809.944,25471.3179,8710.2661,39121.8021,5872.2405,16294.6334,25318.1823,8374.4007,15591.7057,14361.9205,16113.0403,5629.0642,14107.1015,23621.0354,34784.9982,23805.6183,16275.7048,14667.1446,8212.5355,13933.2758,29528.1494,14924.6179,1250.8965,7849.6872,16589.2082,11713.2918,865.2291,26593.5542,11667.4909,22473.2923,20186.821,20356.6492,4887.3733,14468.1864,16484.714,13785.6871,27284.6412,21291.5359,4193.7947,26506.1163,11053.9778,13920.1959,30179.7223,9311.9229,65244.9994,23738.3112,2863.8215,3142.2622,1669.0535,7160.3144,13448.744,12512.8808,4425.5973,61121.8964,20941.4917,15128.3513,27439.5979,3667.0009,43510.5144,13996.124,47847.0222,22193.1625,24606.819
PWY-7400,15014.9855,15035.0436,2097.5136,45477.0529,30126.7061,9203.8732,33121.2427,55786.4135,6047.0568,29274.8129,8908.6472,11447.9885,8267.9427,13683.2176,9108.1851,11032.5386,20970.6982,7918.5045,7851.8216,15221.9089,4445.1073,8383.6781,31348.1857,27953.0501,42629.17,9311.1545,4834.8421,14697.0829,20144.1933,22870.7502,26254.8755,5622.2686,24433.5373,3918.4564,11888.523,36446.0049,8361.3913,17145.9235,14686.893,14706.0615,6572.1057,6692.2495,20492.9623,20075.8399,23751.6685,14669.6914,7534.9348,5912.0342,7505.6272,26079.6654,15590.6343,5098.1541,8969.6626,6668.9149,10562.1449,2829.5863,35034.0959,8891.3811,25261.0717,20261.5923,18787.5831,4398.1388,20396.2098,12498.7252,12779.479,26477.4132,16761.7877,3230.0642,3212.021,9812.112,11780.173,28636.999,7388.7122,74714.3479,5813.0289,3163.9112,3109.8429,573.7856,6735.6726,12144.7208,12582.0853,4721.1193,65814.8261,25658.8691,12105.1423,31172.1874,3068.7026,42497.0544,30370.7428,30073.2519,51204.2597,30605.7256
PWY-7431,7.998,0,0,12.6563,70.6258,27.1749,3.6362,77.2969,3.7641,6.8566,0,3.8517,2.6665,9.0547,0,0,22.8343,2.6659,2.6666,9.2931,0,7.6907,31.9876,10.6612,0,9.4088,0,0,5.8176,2.9999,4.7996,0,6.3995,6.3967,13.3275,19.9967,10.0938,3.5553,5.9988,21.6545,3.8686,0,14.3968,0,3.6361,0,3.6359,0,7.1981,0,0,0,3.9993,3.6361,13.6115,0,102.8058,0,36.6108,15.2976,0,0,29.4647,0,14.6578,19.3483,0,0,0,0,0,0,13.0832,53.3067,13.3311,0,0,0,21.3126,18.6504,15.9875,0,0,28.4317,0,0,0,0,86.4605,0,141.7582,0
PWY-7446,2.25,0,1973.5,2.9792,3,305.25,3.75,2,13.482,3.9298,3.5494,191.75,17.9167,91.3711,167,0,2.6571,4038.25,1.9524,147.25,1.5,52.75,5,72.3488,2,35.5608,4090,0,5.5,44.75,28.7855,10.25,2,81.8797,59.5,1.9959,4074.75,15.5676,2.3115,18.25,5.8525,4.25,77,41,2.6576,0,22,77.75,13.75,0,0,4851.75,0,157,58.7683,2655,1.6641,1183.25,4.2888,68.0709,1.9375,49.2462,0,128.237,0,32.2465,52.7465,0,40,0,60.75,83.4455,0,125.3045,62.4736,16.6575,24.5882,0,0,23.0828,10.25,0,136.25,137.2091,3.5,36.9803,11.3077,83.9273,542.5606,1.6396,0.333,0.3125
PWY-7456,133.4182,131.1905,0,1822.2685,4921.0865,844.6292,891.9124,4491.9511,341.7693,447.9363,337.9002,295.1304,398.8674,346.3067,66.5965,5.9791,894.9026,438.2033,81.3248,500.8187,0,719.78,1499.9894,488.1435,26.3978,318.9236,0,0,706.4079,92.0363,333.2829,56.5332,420.7106,126.7744,235.3112,2374.3364,497.2458,32.4852,63.2012,534.4549,99.2695,7.6866,625.5899,20259.3242,77.0031,135.2326,616.1705,5.9913,313.7219,790.9231,552.2962,0,76.4076,340.3293,837.3599,1.7152,4141.6047,5789.5704,756.8479,202.7079,11.9398,24.8256,4332.238,343.5473,535.0742,3771.0328,1366.8658,174.3517,118.9579,125.2119,316.3959,655.7068,278.6436,1717.2749,257.5679,32.575,63.4341,0,321.9695,736.2314,70.7652,110.7493,364.4572,1881.5115,139.0526,76.9989,3.5901,6700.2954,4064.5649,948.3045,7635.1854,196.0885
PWY-7527,0,0,0,77.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4734,0,0,0,0,154.3471,0,0,72.2515,0,13.6978,0,0,35.1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6526,0,0,0,0,0,0,0,13.5419,0,0,0,0,0,20.3485,0,32.8897,0,0,12.6788,0,18.6722,0,75.8598,0,0,0,0,0,0,0,0,0,0,0,25.5425,0,0,13.2444,4.9476,4.4974,0
PWY-7539,3741.4251,17014.1589,1977.5981,21175.8039,20129.7979,5967.2281,12948.1395,34559.4017,4907.8275,21128.2133,2050.6921,6576.3162,5174.6921,7349.1041,4477.6291,4495.7024,21086.4861,5542.7973,18981.6406,7691.3541,4285.651,5959.9268,22155.6135,7278.8637,15764.1602,4292.6554,4125.7433,16824.8881,13060.876,20904.5013,24406.185,4377.6511,22103.4602,2193.7562,12784.2638,14582.7188,5837.1624,11938.8381,7147.1479,6956.7832,10352.527,4131.8641,15859.0866,28713.0018,10875.8677,9446.1742,8230.9895,4610.9246,9478.0678,11949.8456,15708.6987,4885.353,5284.8897,4152.6319,9354.7409,2699.8306,19568.5354,8257.9349,9074.8205,10314.3761,7853.2282,2469.4457,12961.8972,4310.5268,9401.8567,17633.9419,16651.7751,1713.2771,1193.9982,3202.7966,5285.9851,5587.364,6017.3763,55399.8191,4863.2946,3487.8091,2554.6035,572.0544,4778.1094,6253.3388,10855.3638,2348.5402,18184.0383,18733.6833,13445.7557,1397.1777,2262.3547,21271.4575,20719.3394,15908.3863,30960.8087,34395.7521
PWY-7560,11621.4982,23979.018,2029.2025,44850.8861,40132.0235,11985.0866,30565.4539,66737.4133,8434.8133,30475.5393,7231.3255,27208.9633,11467.9409,10917.4187,9443.4657,9522.707,14132.439,7697.8529,42232.5824,13372.226,5850.6773,13470.6517,33901.4694,27799.2621,32740.5012,12511.4518,4419.1881,25253.6468,20573.5829,40587.3659,22197.4855,7850.1008,33815.4542,4870.8571,14111.0195,38005.5249,8003.4338,16781.709,12498.7929,12929.46,4658.118,12796.9279,22216.8023,32078.8571,20458.201,14393.619,11373.9865,7484.5531,11589.3682,25619.1543,12421.4841,4942.935,8265.4111,17141.4077,9663.221,2744.3566,38398.0621,10345.6142,23226.517,20329.9044,17245.9237,4708.6416,29919.9122,13729.2578,11957.9644,26331.4425,25869.0183,3634.031,24793.2521,10106.6795,31260.7214,23624.4607,8512.9777,57566.1334,23341.0447,2327.5121,2593.4171,1485.5201,5883.2668,10754.6856,10698.9,3497.113,96599.0739,16845.9708,13139.3254,23818.8348,3368.4638,45736.0282,33936.1992,42919.3935,60975.2041,20040.3218
PWY-7663,174643.0176,62327.8108,2502.0893,45164.0367,51110.0352,21295.5811,36486.1864,79781.196,15800.0161,47134.9406,173146.7264,46052.733,14112.9167,76101.8256,13536.378,17522.5965,116291.828,12799.284,89793.8518,52849.7181,103613.6864,21631.9212,51216.9895,34169.978,99309.8962,40774.6359,6612.007,63965.9028,37509.172,82431.2578,66867.2305,13205.9082,71952.9398,18132.8423,35371.7733,33758.6559,14017.6129,22191.1533,30573.3453,87684.3633,25617.7339,22587.946,39868.4465,53047.7774,53733.5328,22779.3461,106508.6315,12603.4059,41816.3892,38702.6989,57117.601,5921.8,10482.8335,27926.7491,45950.4581,3287.3275,49746.6299,20368.935,33982.0853,27674.5192,28610.5758,8066.3404,32163.3002,45261.4225,30661.7965,39298.4222,34087.1193,9025.7605,48348.6117,10832.0281,35157.8733,174773.8742,11777.8351,152577.2441,41951.5972,12140.3543,10454.6126,2110.6801,19724.5612,65539.5782,32032.0565,72695.0386,95674.1384,153150.1236,35135.5511,40175.6105,6485.5456,74395.2723,39042.8676,91041.4394,67091.741,326078.8126
PWY-7664,14.7344,7.2959,2468.4642,10.2668,152.9388,1201.3656,23.3914,235.4244,79.3512,43.3026,20.1402,741.9052,64.827,7001.9165,589.3408,4.5397,14.2958,8171.4061,39.7367,634.3964,11.5989,233.4871,52.0361,226.0059,13.3245,130.6795,5940.7578,0,47.1687,182.9925,235.5615,47.865,16.6546,267.586,270.4539,6.9204,8533.2143,51.9632,24.0527,163.2577,29.4924,26.4321,318.3,13685.9284,9.1474,0,115.7172,268.1289,64.2496,0,4.6532,5916.6994,0,580.8365,223.991,3270.9447,306.8022,5416.1105,450.959,254.9762,10.4975,183.9542,584.1214,787.9652,0,779.9311,280.8953,42.4924,382.9326,12.9527,334.4899,926.7588,37.2536,549.8789,383.1044,66.0252,81.5167,0,37.753,78.8159,46.1044,4.6251,738.0272,1348.2158,78.1396,234.0076,38.6455,1099.5743,2123.5466,1636.5555,791.0381,29.6696
PWY-841,176097.6718,49440.7363,2467.5664,35033.9941,37639.7303,15930.6474,35671.8263,35789.3882,11997.3229,40779.9378,173794.1858,34053.4528,10045.3746,70188.6704,11754.6015,16727.5779,122140.7512,11676.0305,67440.3678,52010.1322,101977.179,13779.2365,35337.7493,25926.5822,98825.3882,36096.8778,6424.0728,47218.6276,39149.2155,61209.4067,64898.7465,10474.5737,60156.397,16734.4992,29517.2503,23052.1691,12789.9076,19730.3912,27806.8072,84810.2851,27405.9213,17604.2291,34008.7187,51623.6486,51828.2965,22440.0143,105032.6597,10280.9716,37450.9529,40917.1591,53561.7157,5872.7487,10052.991,16149.0186,45751.0706,3260.5603,29466.4332,18925.7053,29224.2032,21914.3479,27998.0833,6431.5168,18359.2954,41913.3745,27686.067,33681.8008,23954.7217,7902.2538,28477.9101,11795.4632,13151.3546,178006.8025,7477.1164,138126.4858,24537.4236,10393.2354,10036.022,1034.5453,15821.0325,64756.2021,26733.8195,75972.1688,65280.5981,147227.2092,30579.915,51633.4512,5183.1223,56421.6995,17810.4104,77885.7144,32822.6366,316196.876
PWY-922,23364.1128,52802.9579,212.2423,9279.54,15532.1267,11500.118,19815.5268,15563.8869,7197.2027,28042.7394,14800.4256,20582.2861,3349.7916,25825.2079,6418.3123,6249.614,77405.0555,4666.7066,79036.36,15533.8227,48142.4009,9452.9287,17282.3753,5030.1363,38877.3824,10775.9066,1787.9319,53849.7517,37378.6713,57614.8169,45496.4,8220.5627,67823.2576,3278.2776,28942.6211,6559.7225,5676.0044,7768.8739,11142.5356,33100.1144,30379.8757,13477.5434,12408.9315,25519.9029,18460.5014,20915.6974,7192.8524,7006.6251,43991.5304,45768.297,70394.6752,307.3961,4375.8365,7357.4341,22139.201,182.8526,10128.0663,14283.1545,13504.7629,13027.6513,43329.2135,3245.2419,4275.8897,13877.9321,22058.754,18366.6923,6721.1089,5263.9018,4018.9789,9809.0253,2526.3642,39357.6728,7874.5989,65537.6814,9684.028,29477.3521,12970.1461,1643.1776,26823.0258,23319.8833,28208.2533,32318.5885,17691.9972,46621.78,19661.4666,27374.4512,2397.6142,25549.2792,2235.3895,50723.0622,4826.1069,116949.1275
