#OTU ID,Vil103BDTT33,Vil105BDTT57,Lyz207BDTT281S123,Vil1010BDTT117,Vil105BFP57,Lyz202BDTT221S61,Itg02FP409S9,Lyz204BFP245S42,Lyz206BDTT269S111,Vil109BDTT105,Itg20DTT505S100,Itg24DTT529S24,Vil109BFP108,Itg26DTT541S37,Itg02DTT409S1,Itg06DTT433S26,Vil110BFP120,Vil108BFP96,Vil101BFP09,Vil102BDTT21,Itg22DTT517S12,Vil106BFP69,Itg16FP481S84,Vil103BFP33,Itg08FP445S46,Itg24FP529S32,Lyz206BFP269S67,Vil104BDTT45,Lyz203BDTT233S73,Lyz207BFP281S79,Vil107BDTT81,Vil104BFP45,Itg12FP469S71,Itg06FP433S34,Lyz205BFP257S54,Itg18DTT493S88,Vil1013BDTT153,Vil102BFP21,Itg04DTT421S13,Vil1014BDTT165,Vil106BDTT69,Itg10DTT457S51,Vil113BFP156,Lyz205BDTT257S98,Vil108BDTT93,Itg20FP505S8,Itg22FP517S20,Lyz203BFP233S81,Lyz202BFP221S69,Vil107BFP81,Itg16DTT481S76,Itg12DTT469S63,Vil114BFP168,Lyz204BDTT245S86,Itg18FP493S96,Lyz208BDTT293S135,Itg10FP457S59,Lyz201BFP209S57,Lyz201BDTT209S49,Vil101BDTT09,Itg04FP421S21,Itg26FP541S45,Itg08DTT445S38,Lyz208BFP293S91,SLCFP021,SLCFP069,SLCFP111,SLCdtt075,SLCFP051,LYZFP317,SLCFP093,SLCdtt021,SLCdtt111,LYZdtt317,LYZdtt305,LYZdtt329,SLCFP075,LYZdtt341,SLCdtt051,LYZFP305,SLCFP129,LYZdtt365,SLCFP003,SLCdtt069,SLCdtt129,LYZdtt353,SLCdtt093,LYZFP353,SLCdtt003,LYZFP329,LYZFP341,SLCFP165,SLCdtt165,SLCFP147,SLCdtt147
PWY-7539,6197.7451,3692.4749,7477.6259,7585.6846,23512.128,5626.0316,8568.2328,10022.8271,4982.7046,5627.9814,11229.439,12458.7499,9474.5482,12250.9173,10873.7799,8235.2186,15384.5702,37767.6545,18801.918,6325.734,8627.5942,21989.3304,17595.054,22521.919,13090.3505,14304.586,7971.5886,6916.1498,6077.2429,8776.268,4351.7689,16051.2565,16169.6886,10529.9838,6954.1438,13242.5834,8689.387,21803.7058,13005.0493,8571.9114,7416.1193,4417.8011,2667.0887,12941.9884,5860.9162,21512.064,16730.4095,19968.3768,13197.9128,19446.5106,13461.2971,8734.7181,13591.6882,4585.8666,13254.4159,7054.9868,15693.2516,13596.0425,8261.9482,3926.7943,8222.9465,14491.2408,7162.6728,9283.8085,7175.4121,4471.5172,7159.53,4943.4957,12218.1707,93750.0108,8725.0703,4792.7344,10989.9671,41616.9337,16780.2753,40150.7885,3996.5625,25855.7577,10515.456,39266.5936,5056.6316,42202.8608,11343.3136,12002.337,5841.9739,24052.8598,17528.8875,14166.5349,18335.0387,39170.2865,17031.961,12774.9707,32850.874,11196.0595,21016.5169
PWY-7560,9981.7279,3816.4998,11822.8753,16939.801,47023.6367,14655.4018,20572.7283,12665.8439,10622.1368,10254.4492,18330.636,25555.1862,57082.0994,26718.1543,21706.1939,15496.2193,32743.0757,58719.1828,30693.1462,11006.5858,16736.7654,42750.4968,35505.6323,47146.2225,23755.5499,28937.878,18556.9222,25200.5027,8335.9396,14465.1093,4717.6661,29619.2299,31564.0718,19663.2942,17503.3107,27816.9722,10266.7822,36113.3425,25690.3174,17101.2091,8051.2452,8024.0306,5711.4893,27333.631,7693.4182,33626.1669,32892.1317,24400.1116,25129.8415,33002.6632,27963.0893,17745.6334,10416.3083,5968.6584,26634.7456,26898.0018,26222.2634,28697.1162,22601.4304,6485.5692,17002.9941,24912.8723,13171.929,17150.3639,14141.2324,7158.8109,14127.4251,10423.987,18715.3596,32115.9387,13412.7004,8756.3231,20459.6566,243613.154,23813.1249,100824.9468,7701.2977,849529.987,17668.29,24456.5907,7450.4657,909671.1902,17433.1843,25318.5783,8847.6961,76291.0076,30713.4804,28341.7141,19149.324,73754.1106,36729.4767,21137.3524,53650.7648,18662.6338,42157.0232
PWY-7663,17120.5995,4630.0279,14519.0658,20415.5141,53770.4173,19917.3263,26818.2425,20284.1392,14788.9882,13157.0494,29254.8599,32864.4179,66719.7991,32505.7819,34634.4332,58807.9696,42895.424,108279.1121,45228.2922,17204.7778,21096.8034,48831.5094,38563.406,61132.8445,29684.5249,37451.3868,22760.8852,29571.0666,14024.183,17789.8048,5986.859,35015.7171,38776.9059,39364.5644,20073.1029,28705.2663,16171.2514,46415.1279,71234.0833,23053.8623,10333.3605,18175.1464,12977.7412,33310.4504,10063.7038,51216.6384,42864.1219,71805.9559,54595.8456,34987.4502,35410.5354,23664.1356,36981.7424,9521.2136,29596.8323,39975.3756,39736.8048,37165.1802,27278.0994,12823.1117,27455.9807,32484.4185,17694.8211,27749.9263,14044.2492,10461.1484,16263.1529,17539.312,21531.466,203918.2374,25369.0256,9571.0401,23954.5727,339123.7859,105720.7593,112561.7965,13058.4412,926318.5264,20192.2974,366162.3841,11018.5969,1037848.535,21780.8359,29716.9264,21446.2321,136634.0272,42393.0324,33764.0814,37585.7007,83281.052,47182.2901,29234.1071,77047.2683,23524.9938,55485.2767
PWY-7664,271.8434,4547.0928,175.2545,2583.0436,269.4487,130.5892,80.8225,112.8287,193.1288,7289.95,57.5668,143.9058,268.3233,111.7743,386.1485,212.0598,377.1627,8993.1885,205.4018,299.5767,91.2186,292.1016,140.2813,207.7974,77.6013,147.2621,98.477,448.5847,71.0459,103.1193,5504.7874,198.5877,134.1883,145.2997,43.7542,152.8492,7912.3261,190.3874,179.308,1493.6952,9510.1832,17.6023,225.6597,112.3334,7678.0827,101.4316,176.6708,237.0043,263.6844,250.4913,163.4572,69.8426,365.2811,54.3862,121.6697,345.1609,84.8346,170.5433,87.6564,142.3329,76.1549,137.1031,74.4941,100.7928,600.6307,171.649,330.991,45.0702,294.214,7411.4664,518.4291,175.5729,99.1188,968.6763,943.0543,1089.4683,55.8354,1274.3234,104.6278,621.8133,147.0484,756.5274,236.2491,329.28,99.0842,873.0488,229.5158,579.149,451.538,964.1894,686.0312,320.2523,667.4594,1404.6282,359.4872
PWY-841,13676.6881,4508.4169,8297.4365,13099.1482,25721.2843,12139.1443,13364.9783,15121.8426,9582.243,10627.5502,22516.5349,18027.6498,60134.9419,16770.8453,24665.9284,56289.9794,36330.7701,84958.8443,34328.3589,13497.5587,11185.2344,24973.1246,22934.0438,37688.1164,19206.6733,20472.3459,9752.4907,15228.9534,10778.4262,10063.3061,5652.6625,20541.9704,24392.9017,33501.2374,9718.838,18992.2228,13347.443,27704.9434,64056.8988,16192.6492,9720.9489,16250.1182,12354.8208,17732.546,8563.9035,34741.275,23174.7795,67814.6989,46525.089,22994.0484,24006.7545,16488.3134,26592.6486,7050.9789,18190.5088,27231.1413,28641.9501,20266.6363,12262.5422,11187.4282,19840.6982,19276.0669,13707.7685,20370.3955,9704.4774,7659.0085,6186.0617,13157.9513,9258.0229,188502.97,18769.0814,5575.0975,9456.4478,219387.8835,97657.3962,48894.0805,10024.7985,198563.6447,7398.5796,356702.6186,7922.0417,958233.4097,12598.0778,16416.1176,19017.0768,125843.48,27828.3428,14480.2103,31542.3673,25568.1533,33178.5668,17388.2173,51813.0172,14329.2553,37475.9818
PWY-922,6518.2066,260.65,2216.8696,2731.9088,3749.5717,4634.5619,6845.2451,8973.2816,3845.2849,1935.6344,9905.6316,7155.5816,31302.0013,7396.607,13394.1149,18128.4356,19625.785,39514.3279,13603.1572,7494.8265,4470.9625,3597.1406,7717.38,11015.4458,11430.963,9719.7552,3269.1687,4412.9697,5283.2956,2928.6891,579.1199,6989.4237,16382.1629,14733.2953,2027.1109,7750.5093,4647.1202,12494.7308,26473.0317,7065.7723,1026.2505,10636.5979,34850.3121,6049.5675,1214.8391,16846.1912,12371.2011,35452.827,21194.6076,4507.0925,9284.8337,8829.8372,37709.9123,3944.4885,9218.8519,12671.0497,19494.0683,6547.6188,3610.1862,4660.3122,8915.0435,12559.653,6840.3999,9042.3728,2255.3053,3588.3749,2837.05,6374.9774,1495.3943,123066.9716,15464.3305,1202.9012,3790.5829,86862.473,33327.1542,9567.5015,4867.8054,38239.3751,964.3816,101392.6371,3365.1368,2315.0185,7534.8681,2630.6256,7891.4138,52855.9286,10044.7564,3675.664,20883.9354,3139.4465,12627.9424,7650.7016,22295.6565,6949.2815,13025.3436
PWY0-1061,860.0465,5842.7962,2184.9161,4967.3009,2720.4012,485.3209,889.192,639.3586,1253.9783,10918.9508,465.2541,1303.9264,8477.0639,845.0973,1369.4607,958.832,2411.2522,6532.1489,2034.7103,646.0859,812.524,2055.3393,1237.0551,1636.7803,855.7277,1447.9371,1544.144,1480.148,575.9203,1331.3395,7182.91,1849.7044,1094.6137,1035.5344,820.8064,815.5133,5380.6716,1323.3342,1168.8839,4075.1668,12368.5046,551.8344,2593.5908,1195.1484,10610.912,987.6668,1606.893,2028.0592,734.2518,4321.3774,963.5583,568.6075,4163.5213,282.8748,675.9333,1141.4495,1290.8895,452.8784,307.0852,563.9389,557.5857,989.9863,599.5292,1406.797,1316.3828,1570.8436,687.1705,565.6857,4618.1388,8607.1318,1539.0891,974.7126,560.2185,1705.4039,4081.7038,2668.1559,630.7595,2471.0395,3563.9751,2984.0637,593.0284,2176.2512,479.8995,999.7628,577.4834,2334.1382,1315.0704,962.5094,2445.168,1966.9662,1157.1992,2033.2896,4749.2302,3199.4395,1792.073
PWY0-1241,846.968,3621.4086,493.3929,2085.7469,4386.6796,504.113,909.222,391.7869,717.2712,3876.56,3240.3643,998.611,887.5351,1065.0966,1306.2114,701.5051,757.2352,7013.8418,3311.8727,917.2819,835.7384,3725.7865,2177.7327,3992.9044,1766.9285,1345.9235,733.5957,1799.7652,560.0148,550.2616,4034.8518,2304.8847,2687.0205,850.1924,1562.3846,2951.5273,2049.7229,2647.5576,1143.9454,1351.7993,7036.7464,441.1379,1384.4769,2303.3334,4897.9102,2205.611,1904.6237,2168.0513,1018.3955,3627.9613,1814.0048,1379.9617,648.3004,215.5976,2949.6344,781.1507,1366.303,1725.4361,984.6574,916.4062,527.9533,1557.7459,1619.804,967.1268,1720.4647,943.3668,495.437,456.9093,1058.8949,5879.4803,670.5655,909.3145,1210.1972,21020.893,1015.4521,7368.7791,309.4174,23400.4276,732.4713,3596.3513,260.8863,871709.7447,584.5922,4614.8868,323.2522,45592.2339,5380.3311,1146.5036,986.6373,4169.7738,2131.9378,1566.8635,936.4931,2009.4662,821.5662
PWY0-1261,5917.1081,6771.9107,4219.5135,11088.8243,14302.7681,4307.8008,4899.7222,4740.5665,4083.4756,12609.7249,2770.9815,4610.9981,9539.1741,5991.4889,7534.6333,5759.2857,10585.558,26977.6425,12188.9511,6250.3736,3622.6319,7399.4976,7162.8667,20879.2753,4983.9478,6246.0634,3803.6007,6446.4296,2892.1741,4205.1071,8017.931,11045.3839,8805.8434,4136.6134,4762.8923,6122.0607,10557.372,10312.2018,7484.8922,7946.9354,13809.4382,2375.4433,8238.3716,6266.4796,10978.7783,4548.1685,6777.8087,10841.3305,10521.5424,7358.965,6686.6044,5038.9751,2044.9708,1657.7569,6191.3461,5869.9861,7700.033,10657.7226,6442.083,3119.1216,2920.7041,5278.2301,3873.6494,5574.4969,3027.668,1711.5955,4735.6054,2207.7524,5545.8012,23853.5263,2965.1057,1919.822,3933.3972,14328.9226,9091.1186,18278.9276,1689.2873,17499.094,4320.9798,8603.3093,3327.4748,31894.7629,6114.9779,3764.5834,4769.1865,11355.721,4618.8431,5313.7094,9450.3606,16469.3675,8748.7087,11376.0605,19296.8913,8241.2901,7913.6055
PWY0-1277,129.0939,4234.4178,48.1939,1299.7596,13.0198,13.5024,0,3.1252,75.3931,4238.4714,9.8754,0,7.0806,12.5004,126.4042,20.6354,5.2082,38.9499,4.6914,136.2151,10.4118,4.1696,0,8.8655,2.6079,0,2.0863,212.0362,12.921,2.0854,4622.9243,5.2141,3.6512,3.1276,0,15.0791,1833.3095,7.8114,0,588.7866,7982.9908,0,22.5373,23.3824,5305.6745,0,0,3.6482,2.6076,6.2404,55.9749,8.3327,74.8916,0,0,168.2175,2.6078,3.1288,15.588,62.6206,0,3.1289,14.0123,4.6927,9.8871,0,15.6071,13.5165,27.4351,160.1844,39.5206,0,0,248.3867,286.8432,334.9214,0,314.7045,0,193.3923,0,297.7917,0,8.3301,0,177.5683,0,63.6381,197.7545,286.4233,113.3932,6.2411,0.5217,711.3354,0.5217
PWY0-1296,15009.2746,3953.7262,14684.3404,18533.3275,38212.7442,16251.1246,23064.2441,16847.8126,12163.8619,11472.6908,26208.4684,26062.7277,83545.9179,22012.5777,28372.3404,50794.3328,41241.8767,125526.2181,35772.7218,15854.9754,18509.7009,36169.0415,33069.7022,52300.2927,21637.0485,29916.3499,19849.0242,13638.0257,11385.3959,18951.9252,4915.1452,26865.4146,31499.4533,34154.7978,18396.8506,24756.5389,7148.322,40741.8561,60285.1603,19204.489,8444.0448,14463.9597,5358.2126,28826.3828,8107.2434,45980.1258,36569.3595,59265.53,45304.7335,26585.1208,30154.5629,19575.9969,21709.6308,7685.5529,22451.0589,25665.3967,28447.2992,29364.2754,23592.3661,10714.2793,22821.145,24349.436,12942.8345,21499.5821,11636.2439,9651.2565,12543.8893,14278.6666,18999.7723,161627.4605,18633.1793,7865.4937,18568.5011,147275.475,85642.9314,80519.2692,10319.0523,128062.4778,16118.0002,313115.0573,10682.4594,31760.2221,20407.4944,23443.7628,18247.5357,74046.9559,34084.8335,23963.4567,31657.4232,58769.888,39116.2445,21314.2096,62214.7021,22168.4656,51136.834
PWY0-1297,13176.434,4279.3914,9513.1449,15173.1525,26278.013,11153.437,20796.8146,14966.1673,10495.5079,11317.9969,20165.5013,22504.7295,73715.8203,18926.6172,26671.3675,48740.7084,38201.4567,91430.0566,27804.8937,13414.7188,13471.4875,29638.5737,25147.9507,40133.9164,21294.5209,27478.4084,18046.5738,10135.6801,9827.3703,13198.1721,5282.4825,20037.9424,30690.3171,31181.7169,13798.1544,19615.5124,8676.6045,32125.1325,57185.1319,17368.9596,9067.3577,14809.4384,9072.28,21889.4879,8351.0824,35811.7054,30509.7852,59477.7317,40528.4052,19021.3631,23715.1995,17253.1275,28411.0317,6704.3513,19957.8671,21740.2867,28877.8365,19611.8279,14448.8396,9166.2231,22235.5412,23930.3564,12107.5698,18989.7131,8910.1825,7826.1338,11586.8745,12442.264,13125.0267,167385.4262,19742.4273,5405.2659,15646.7371,119090.7238,84498.0746,54220.97,9223.632,77775.4938,10747.8666,315531.2767,8267.4212,23516.5898,17298.033,14246.0798,16879.1446,69268.3376,28137.9637,15388.1274,29443.1311,35757.6899,28729.3728,20506.8727,53803.5539,18311.522,37944.3088
PWY0-1298,11873.5842,4314.0056,9059.4351,14052.7949,26349.6503,11047.905,18947.0259,13875.2773,9911.1296,10320.4428,18371.561,21554.9263,64523.9706,18509.6199,23537.8741,47157.3554,33240.491,73653.2279,26424.9208,11621.8989,12891.3412,29401.8057,24581.1769,37518.6784,20310.9464,25663.4037,17460.6865,12047.0072,9112.0492,12517.4871,5247.6278,19795.711,28386.2141,28737.2731,13022.1069,18923.548,7016.6302,29943.6679,54301.6848,16140.233,9008.8347,13651.5707,6389.3021,21101.3486,8178.0653,33532.4419,28630.1482,55208.9076,37918.5837,18837.4954,22961.7865,16166.7629,23953.8122,6321.8097,19119.8386,22375.3964,26912.9318,19509.3872,14511.7039,8426.2025,21022.0471,22313.2957,11361.9452,17993.5932,8563.6832,7114.6643,11183.7829,11944.8435,12866.9058,165688.2581,16788.8131,5361.3222,15434.9619,128460.0652,82857.8156,61617.0903,8819.1779,103814.3571,10739.1755,313606.4589,7441.5883,23372.0353,15997.3032,13705.2992,15347.572,67315.7651,26309.5811,15998.6237,25474.2213,36083.7365,28743.8127,18741.7378,50349.7882,16832.7665,35697.4268
PWY0-1319,17384.7029,4758.8842,15317.3825,21013.5228,55995.1913,20928.6178,29040.4963,22694.798,15405.5796,13232.8405,30652.4729,35167.2453,89706.0042,36816.2274,36910.6518,60050.1639,51264.7949,110545.5477,47035.0961,20235.8373,22592.6896,51831.4157,44045.4453,63179.5306,35777.0971,40888.7881,23582.3196,34014.0807,14610.6206,18886.1346,6047.9013,38745.2411,48777.2837,40876.3065,21086.6442,35364.1537,15037.0041,51144.8639,72445.907,25203.0124,10372.5846,20882.22,46911.4159,35626.1844,9991.8513,53975.3815,47450.8098,78905.7121,55849.409,38808.7667,38978.6297,27476.471,50189.6118,10411.9319,36147.6408,44161.6825,47131.1458,38562.269,29144.6377,13241.927,28366.2281,38462.4263,20375.7216,28305.4783,16435.936,11526.1449,18540.3984,18270.873,22604.8848,191415.1375,30221.844,10480.4046,26647.7155,374358.7765,104441.654,119996.2837,13707.8017,1075591.42,20874.133,361155.7756,11804.641,1041075.436,26851.7852,31066.2793,22524.5217,139239.3648,44613.1338,34409.654,41901.7872,83721.494,50843.7105,30393.7968,79000.9414,27696.0794,58474.5683
PWY0-1338,133.4844,3600.982,54.8932,1098.0286,172.7674,17.1981,1.2495,4.9831,200.3458,3450.0791,1306.2723,1.2492,9.415,16.1423,265.5984,25.5693,7.3783,47.6461,6.8639,160.3554,13.6571,26.1351,1.2494,11.8502,4.3689,1.2494,3.7417,232.9671,16.527,3.7253,3952.0065,7.493,5.6181,4.981,1.2495,21.7221,1058.3598,10.599,1.249,617.3989,6864.5755,13.5739,23.7205,29.2265,4706.7395,1.2497,1.2496,5.6113,4.3644,8.7267,68.4963,11.2036,73.3407,1.2471,1.2495,167.1887,4.3701,17.3996,23.5277,76.3367,1.2488,4.9913,669.8296,6.8462,12.8024,0,18.6076,16.1498,32.7776,169.7412,44.1996,0,0,1833.635,312.9377,1372.9905,0,1828.9245,0,199.9838,0,6189.3815,1.2489,11.207,0,7179.2971,0,79.7924,216.2095,375.2069,132.316,7.4618,0.6249,697.8396,0.6249
PWY0-1415,321.5881,4104.8722,334.9722,1478.955,715.8774,195.988,357.246,59.5823,217.9439,4481.6096,493.6873,339.6602,1226.8795,372.5732,628.5128,266.9705,408.3329,3379.0353,440.7895,209.6709,262.2356,390.2642,206.1648,1151.0711,175.2787,250.6444,58.1338,302.2172,187.507,84.3567,4603.5559,369.2401,430.0931,167.7909,84.4997,343.0127,2155.9397,240.9441,496.4444,794.2748,7978.8379,184.8566,109.2824,192.6568,5416.7614,325.388,229.6821,62.237,152.6283,308.2821,401.8647,344.452,116.6026,66.1708,193.4937,206.4535,430.3266,180.5977,362.1734,101.1933,164.3999,185.2912,458.4419,61.2817,250.7109,97.4778,241.7768,113.4362,186.4665,1779.1205,237.2934,193.5178,212.8925,3184.7989,375.6536,1398.4366,60.5912,7262.5255,186.7304,259.604,220.5069,2024.921,455.38,364.9222,136.7738,747.6394,298.5475,253.5959,1756.3416,777.0042,408.7387,93.5748,315.0345,906.4301,705.3795
PWY0-1479,1828.4888,3768.5774,1168.9321,3494.5403,7385.1065,955.8861,1670.6089,906.8401,1151.4912,5647.1292,2061.8924,1887.9457,4605.1113,2164.4185,2478.3043,1910.1813,3066.7666,10192.7914,5585.1238,2056.4545,1563.8511,6571.7486,3689.683,8060.9093,2750.8649,2411.2315,1024.7558,3540.0944,1044.042,1135.2743,4436.8376,4302.9185,4070.4356,1821.0015,2234.3804,4185.4132,3611.2695,4628.1489,2336.9004,2646.7564,7632.9255,866.2904,4121.065,2705.4147,5883.109,3336.8672,3299.4381,3295.5509,1999.3033,6484.9726,2985.2725,2351.0295,1127.1801,454.678,4471.3015,1483.2009,2318.6065,2896.3483,1349.4544,1386.4718,975.0349,2613.4063,1782.5421,1579.1922,2374.416,751.0455,1120.1076,728.2416,1514.1851,9054.6819,1252.1241,1482.9081,2238.4098,7770.4114,2034.0744,10567.3353,405.4632,5809.3586,1441.207,4300.3778,894.5532,13833.15,1809.7335,7440.0056,1276.1777,2197.1209,7214.467,1440.372,2347.3468,6820.6935,3414.6138,3108.9472,3425.3931,3167.3181,2308.5113
PWY0-1533,182.3814,4422.9954,69.234,1273.6519,175.0759,128.2711,19.1477,284.3849,69.5131,4303.5334,19.3801,30.7474,94.4877,80.0113,140.0515,55.9682,35.1391,5191.5275,281.4341,142.4941,24.5566,97.737,345.237,147.0125,36.7012,102.3259,15.5437,274.898,118.5148,17.1885,4868.6952,29.2661,50.3381,18.0956,188.2082,66.768,1780.7846,53.4772,44.377,586.7508,8377.1009,6.8449,21.708,236.688,5495.3028,15.4169,29.5512,470.485,223.4336,195.8796,290.9158,42.7301,80.6773,74.1059,27.2063,365.3533,22.7884,691.4045,625.3509,93.1144,26.0011,61.9196,55.8822,199.4375,35.8837,12.4193,33.7929,139.5685,37.2317,2930.6229,206.8746,0,0,368.6432,345.365,358.9787,143.4093,352.2578,10.2763,274.8936,212.5658,322.5652,138.4065,92.8938,172.3805,214.9548,296.1075,101.7075,285.3011,356.9399,193.1926,19.1699,23.7096,796.6558,163.8586
PWY0-1586,14474.2387,6219.2426,14227.2816,13178.7083,46352.3716,16667.9184,22931.8485,24793.9625,14561.6285,10780.6466,29611.901,31201.3566,54719.6232,34642.9468,32465.1828,57481.674,35398.3131,118321.4784,41519.3413,19996.427,20723.4404,47272.0063,30763.798,47297.5787,31951.2471,34839.3205,19067.9397,32227.0663,15270.2201,17307.1727,7457.433,32780.8152,45049.4894,39727.6302,15179.2194,26280.8974,9990.8012,44088.7683,71129.7074,20426.887,12829.0912,21127.078,38892.447,31407.5393,11514.1585,55339.2349,43419.1741,79545.061,52436.5704,27228.8295,30792.0584,24724.1639,50790.7763,11320.2245,28114.0331,44323.6024,45756.7994,29757.4997,22094.1483,12435.6614,25993.8601,33403.6958,17339.6235,27651.0651,8951.4254,10634.2002,15895.2551,19411.9552,20298.5811,197852.4055,29902.9328,8382.099,26514.8455,350102.8649,101552.7577,79078.3796,13729.9384,1049305.731,18889.4482,339279.9496,11646.4371,42791.5278,27599.5704,29527.8989,22046.3644,95861.2069,44140.7073,28898.4891,37284.3969,54659.9914,44573.6558,21351.243,66532.3168,26233.8445,48837.9052
PWY0-162,13487.8257,4429.8233,8104.246,12694.2287,25120.5003,12272.5776,12899.0028,15396.401,9552.7684,10401.4061,22989.0901,17670.5531,58318.4388,16389.9978,25089.7394,56026.9599,35868.94,85117.6122,34441.9968,13677.114,11024.0897,25319.2346,22369.2698,36764.2795,19162.1978,19873.1621,9185.0475,15605.2588,10933.1382,9818.7174,5548.2144,20373.9552,24312.1481,33703.6946,9174.401,18760.1081,14106.7164,26964.4456,64445.6894,16142.0879,9538.4545,17027.1842,20151.5898,17100.6535,8524.6358,35209.4212,22953.8235,69254.3401,46614.4124,22713.1488,24126.6442,16587.9129,34020.3312,7194.8013,18056.3887,27945.9072,29359.7784,20211.883,12190.3716,11179.321,20065.6382,18994.3731,13886.6924,20650.7488,9405.3189,7811.3584,5768.6884,13605.9278,8923.9995,187595.803,20616.018,5559.4969,9019.9094,230934.3012,97566.1343,46496.7514,10280.4481,208506.5346,6970.7521,354023.7283,8071.8857,1013871.411,12474.1802,16632.2141,19365.9176,128898.6034,28586.9318,14179.569,32868.9054,23420.1885,33484.8731,16936.7956,50837.6712,14247.934,36962.7343
PWY0-166,12031.799,4209.158,6427.6331,11126.0232,20639.8299,9115.7951,12018.5208,13045.548,7961.448,9384.8299,18270.8369,14908.4103,57155.8689,13844.3082,22074.7533,50228.7132,34096.4908,69458.1349,27683.1834,11936.0535,9089.0603,19435.6167,19174.7044,31687.5952,17051.6158,17861.2007,8264.5041,11505.4724,8887.7439,7848.2568,5164.5735,16822.4025,22121.4801,28403.4555,8335.2926,16416.1944,10914.0165,23703.1009,55960.4925,14099.5879,8870.694,15317.6323,20282.3401,14866.5298,7476.2669,28171.7049,19794.853,62270.6853,38926.2933,18659.7935,19437.6568,14333.4461,32934.4553,5988.236,15924.7746,21270.7198,26309.4627,15435.5281,8983.8165,9335.1811,15939.0963,17556.019,11933.6797,16426.244,8149.6918,6499.7683,5301.9858,10741.3668,6544.0655,175290.3215,17953.024,4439.8719,7810.8172,161569.9128,87611.6868,39438.906,8056.7523,124970.7359,5570.1935,330632.1555,6258.991,135550.7951,10864.2887,13492.8597,16489.4215,101460.7232,22353.0925,11674.002,27164.2125,21535.3634,27390.9458,15338.1931,43924.8277,12253.8619,30745.3754
PWY0-321,104.8855,4426.7923,38.6168,1125.4048,11.8395,11.2066,0,2.6364,55.8479,4349.1288,7.9388,0,6.8721,10.6443,95.8643,16.978,4.83,37.3741,4.3474,114.1666,8.2218,3.9142,0,8.3033,2.3963,0,1.815,174.1124,10.3906,1.7821,4871.7578,4.9199,3.3977,2.9049,0,12.7879,1528.921,6.9749,0,511.3767,8410.3447,0,17.9754,18.1596,5612.2384,0,0,3.2383,2.4074,5.8888,45.1989,6.9103,62.7644,0,0,129.2706,2.4614,2.8298,12.6722,49.6961,0,2.9002,11.722,4.0798,8.6719,0,13.4116,9.9214,20.9546,157.683,28.5169,0,0,196.6875,226.1346,255.4856,0,234.1916,0,177.9009,0,229.4031,0,7.0811,0,136.6439,0,51.8711,162.6313,218.7879,87.1596,5.6768,0.4988,577.3261,0.4975
PWY0-41,243.5945,4047.0703,64.9516,1581.159,85.0835,20.8448,81.2048,11.4579,148.6946,3912.9329,24.6416,344.7988,159.5356,72.0326,203.8154,53.7813,35.9225,757.9291,177.9483,182.5371,67.0747,25.9756,21.1308,54.4869,10.4815,400.0568,119.1752,254.8966,31.91,3.4987,4419.1635,47.1199,203.0321,35.4017,33.4615,40.2833,2239.9822,199.7262,43.6923,781.6504,7634.0516,175.1742,76.8673,101.2462,5011.0585,43.9039,73.3921,27.3632,10.4801,20.996,76.2009,193.2168,155.6741,5.9654,24.4397,230.7983,263.6588,29.4238,57.5405,83.9298,24.4801,61.6756,28.3747,41.6318,29.5594,0.9998,42.6612,55.9476,144.641,223.6246,51.0613,22.3178,23.9319,1061.7848,381.4559,379.4515,46.0469,629.2467,85.0287,247.1306,3.8859,359.7959,12.9292,24.0106,14.5521,219.8556,35.9181,121.7472,11293.1193,335.0676,506.3593,29.7734,58.3276,736.4123,51.4443
PWY0-42,82.1207,3590.1,26.5995,811.1583,8.1954,7.2322,0,1.5789,45.632,3287.0616,7.9504,0,5.7434,7.251,73.9269,12.4621,4.1232,31.3648,2.75,76.1189,5.971,4.1317,0,7.2753,2.1382,0,1.564,129.0156,6.344,1.3235,3901.1,4.2684,2.9977,1.8367,0,10.1041,1055.1,4.4627,0,347.0222,6737.6,0,12.5216,12.2981,4358.35,0,0,1.8314,1.3258,4.1833,35.0793,5.9766,43.6255,0,0,86.8473,1.6697,1.7797,7.8297,32.1951,0,2.138,14.3443,2.9262,7.1134,0,9.27,6.5,15.6257,130.5815,23.6013,0,0,166.4364,150.2806,195.8477,0,192.7398,0,101.3496,0,193.2457,0,5.9587,0,114.3334,0,32.7824,119.065,143.8494,55.0993,4.2291,0.415,395.1756,0.4137
