#OTU ID,Itg10DTT455S49,Vil101BFP07,Lyz204BFP243S92,Vil104BDTT43,Vil107BDTT79,Vil106BFP67,Lyz201BDTT207S47,Itg22FP515S18,Lyz205BFP255S52,Lyz204BDTT243S84,Vil104BFP43,Vil109BFP106,Itg02DTT407S99,Lyz208BDTT291S133,Itg24DTT527S22,Itg26DTT539S35,Lyz208BFP291S89,Vil106BDTT67,Vil102BFP19,Itg26FP539S43,Itg18FP491S94,Itg12DTT467S61,Vil107BFP79,Lyz202BDTT219S59,Itg24FP527S30,Lyz207BFP279S77,Lyz203BFP231S79,Itg18DTT491S86,Itg06DTT431S24,Lyz205BDTT255S96,Itg08FP443S44,Lyz207BDTT279S121,Vil108BFP94,Vil105BDTT55,Itg16FP479S81,Vil105BFP55,Lyz206BDTT267S108,Itg16DTT479S73,Itg12FP467S69,Vil114BFP166,Itg20DTT503S98,Itg22DTT515S10,Itg06FP431S32,Lyz206BFP267S64,Vil1013BDTT151,Itg02FP407S7,Itg04FP419S19,Vil102BDTT19,Lyz201BFP207S55,Itg08DTT443S36,Vil113BFP154,Vil103BFP31,Vil1010BDTT115,Vil108BDTT91,Vil1014BDTT163,Vil109BDTT103,Itg10FP455S57,Lyz203BDTT231S71,Itg20FP503S6,Lyz202BFP219S67,Itg04DTT419S11,Vil110BFP118,LYZdtt351,SLCFP067,SLCdtt019,SLCFP091,LYZFP327,SLCFP073,SLCFP019a,SLCFP049,LYZFP339,LYZFP315,SLCFP127,LYZdtt363,LYZdtt315,LYZFP351,LYZFP303,SLCdtt109,SLCdtt001,LYZdtt303,SLCFP001,SLCFP109,LYZdtt339,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt145,SLCFP163,SLCFP145,taxonomy
PWY-7237,1604.2,992.85,1685.7,579.5,84.25,1393.4,2080.7,581.9,432.9,2413.05,2033.5,456.85,762,1095,2952.4,680.25,657.1,14.5,1173.1,691.7,837.6,1550.15,1262.4,3781.25,644.75,1039.3,1083.3,1041.85,495.05,481.05,488.25,1320.45,7195.25,16,876.25,2817.5,1644.5,1092.75,1589.05,87.25,2556.6,830.15,1414.6,1411.7,3133.5,351.8,1568,2714.5,2964.6,843.6,714.25,1641,48.8,28.5,1574,156.1,1434.25,942.15,2733.05,4818.45,1014.05,609.25,2838.35,989,176.25,2281.5,4628.1,1037.65,531.7,2358.9,2462.5,3444.05,744.85,4169.6,17733.5,7111.45,3270.85,562.5,448.7,223817.5,2204.45,1293.35,1873.5,1393.3,823.85,13538.05,4798.5,759.15,1740.25,
PWY-7242,13337.9413,15289.9442,13403.7519,6935.9811,5245.3733,13777.8405,15783.4186,8529.9066,7755.0025,16989.5328,16401.5582,5374.6318,9871.0372,8167.3075,15851.8824,6945.2277,5533.646,4560.9006,16873.1857,8762.4038,15226.5184,15932.1109,13119.2905,18929.1754,9105.6092,4624.5292,9303.3702,15120.065,6996.5849,7466.3691,12493.6626,11810.1977,19206.8842,7655.927,10679.3034,24962.2279,19441.4412,11788.0279,16156.4445,2472.9992,15715.7132,14493.7501,8077.1102,15436.4012,21437.2493,4842.7239,11445.777,2436.345,14060.7124,8717.1185,8588.0319,12843.2796,6962.1515,6690.4168,14773.5225,10922.4672,16441.1417,7122.1581,15801.3235,18071.378,9815.0322,4995.6936,20103.5958,4131.3824,2406.9305,9747.969,39003.5995,7751.6017,8452.8545,14191.927,24427.207,32916.969,4478.8956,41378.9295,49677.7894,25754.8495,19848.5722,7424.091,2197.1685,768951.4459,10831.15,9262.4228,7195.1112,22377.2328,4661.546,47682.5795,20362.7589,13451.0132,10136.9123,
PWY-7254,1112.577,230.0671,6.7475,2104.1596,5294.843,35.9536,708.9294,11.9838,0,1378.3453,125.8956,1692.9282,537.9408,620.0964,309.5609,106.886,7.4932,4835.2248,11.9925,30.6595,119.3503,810.1653,31.9315,179.5154,53.7976,2.2492,17.975,206.6323,124.9274,894.7268,41.8828,2477.9396,5276.0305,8013.792,77.6162,74.8687,67.2731,2033.2031,675.5726,32.8401,1474.6341,268.0601,23.9525,2.9996,1659.1628,2.9985,17.9824,236.9792,44.9038,2839.7501,83.3414,107.3135,6051.5919,6891.6108,1585.5701,7320.0432,1864.8151,850.9729,19.4835,62.8667,814.3744,383.0279,277.7226,8.9923,97.7493,8.9938,519.3873,122.9581,101.1796,110.3711,270.1377,349.458,17.9459,390.6514,6745.0493,296.1212,342.2331,47.7927,517.6661,30051.1412,175.7769,53.7857,1997.3191,953.0315,233.6488,18652.4165,34.9518,8.9954,13.7563,
PWY-7315,5414.3955,2768.2425,4286.8545,3732.7149,4219.16,4000.1896,10349.8817,1330.5053,2542.0299,8613.6036,6608.652,1085.9478,4509.1088,2623.7116,6669.2403,2819.3096,1325.1014,3854.507,2922.0634,1879.0739,4183.5435,5527.5318,1400.7093,10182.6459,4002.778,853.7237,2767.845,5363.3394,1406.8011,2717.6445,1880.9454,5100.6886,4422.867,6418.1255,1500.743,10178.3467,7502.8312,3031.5801,5453.6938,673.9088,4249.2381,2599.169,1928.3407,6288.5782,2172.6536,1390.2924,3934.8169,589.3063,8347.2178,4108.8364,4850.0789,2769.2239,5475.5679,5752.2139,3825.5785,7054.285,3645.9718,4997.6785,4800.4384,10255.2606,3324.9551,2530.3556,14975.3108,4468.9053,568.1503,1702.2461,3910.416,3098.2543,1950.8762,4116.5107,5975.5902,18025.4364,585.1779,29932.0665,11263.7663,16158.9405,8611.6527,2938.7619,605.5079,60344.4343,1818.2602,2809.6047,3753.6331,3161.8334,2443.9322,9998.9335,8462.8477,2983.7515,3158.495,
PWY-7323,8432.4843,16297.7634,14537.6845,4303.7514,4239.783,13572.4787,10531.3728,6677.781,6731.7979,10998.9734,15472.2708,3818.3402,5094.48,5894.2069,5514.2298,4536.9639,5131.5396,3825.3482,15244.841,7760.563,12769.6827,12238.6122,14554.3978,11271.5557,5564.0949,3869.6531,10438.0435,11116.7318,6396.2205,4697.6729,11250.7408,5736.422,7181.1323,6424.7468,9270.3965,22414.1992,5834.2749,67625.5263,12171.473,1820.1749,12472.9045,11391.5914,6410.287,8599.8574,12449.4065,3668.4433,6068.6708,2575.1519,9676.6188,5118.1427,3693.5244,12634.9373,5645.7606,5828.4169,6476.8181,7397.4113,13288.9823,4851.3554,12660.9673,12322.1607,5562.708,4745.4225,16688.3622,4312.2758,1923.3124,5402.9307,36541.4302,6942.3206,6255.2961,8766.4544,21883.5894,32735.756,3901.7814,23291.7336,25684.9205,25731.0439,20027.2049,4384.5526,1554.0472,206852.4475,7592.9446,6521.0699,5085.2397,21102.385,3089.4971,33250.4632,17044.5476,11951.402,9720.1072,
PWY-7328,5249.8394,3761.2442,2949.5163,2746.2676,857.6571,5325.2782,2771.4398,1655.2904,2661.8959,3735.6574,7066.4454,1517.246,4202.6149,3339.8236,4201.1745,2527.8416,1395.6145,291.5049,4166.4462,2043.6721,3849.3109,6113.4306,2748.392,4152.0235,2845.8901,981.0167,2470.0276,4972.5566,1375.8564,2112.4826,2690.7672,2417.0411,8119.6238,973.8279,2092.7744,11029.1638,5159.061,3569.4282,5299.2758,726.6935,4260.0386,3866.72,1570.4375,6093.7219,8824.1589,1554.4673,2346.2909,806.5571,3084.7427,3073.2367,7552.8388,3751.538,3849.6491,3514.6569,2945.9837,4897.8492,3781.0385,2449.9328,4964.7612,3902.4268,2365.2769,4291.9235,16456.4223,4828.1729,943.6671,2812.9959,6081.745,3222.768,2497.7739,2901.324,5486.983,16186.6757,1113.8433,13838.501,11033.0572,12985.2004,6392.7486,3702.0572,902.803,38130.7762,4127.6454,4491.0215,2147.9287,5454.2103,1808.8434,21033.8743,9246.8607,4297.18,3170.8469,
PWY-7332,2033.3509,560.2519,738.3413,417.0816,0,1460.8415,1295.4564,382.3306,232.0942,2041.3709,727.7552,48.9714,1346.9811,686.9809,1027.3971,678.3938,410.1809,0,464.5879,818.6446,733.1261,2258.675,439.2745,3180.3139,804.5495,1026.5479,528.2656,1648.5505,444.1795,518.7876,892.0271,1790.8716,1058.8634,0,548.6756,2294.5701,1855.7869,1024.7557,1979.7941,0,1265.2913,792.4291,955.3636,1234.2094,3965.2583,375.3406,814.5069,152.124,879.829,1192.4036,202.804,533.582,90.0607,0,1454.0624,223.5632,892.9897,1241.8319,1225.8361,965.569,1115.2849,424.9588,3954.9101,202.7742,202.6362,1057.9946,1527.2445,266.9631,1322.0577,1069.927,1169.5252,2591.8172,247.7937,4876.9403,1371.6967,4807.028,1606.8289,675.0389,195.6271,21645.6129,895.3293,749.8812,193.5422,1025.7192,954.3178,5951.595,1897.9218,97.6204,744.2066,
PWY-7371,1185.0583,715.8975,873.5566,342.8133,0,1397.3362,574.4863,303.1872,417.21,891.2429,1062.1729,484.8979,738.0338,896.0709,800.6373,331.8064,424.9689,0,806.6377,533.1327,1058.1974,1181.9225,1459.6633,1067.6252,693.7206,508.3431,623.7218,1109.4638,363.9786,418.9949,471.5093,375.4701,2798.2848,1.5,691.9521,2826.4055,767.4859,82763.4942,779.888,285.6173,651.4392,441.9421,732.2971,1001.0866,66.5975,313.8404,1488.9857,157.7931,1485.6304,209.0937,18.5294,750.5674,30.3571,1.5,488.157,45.7651,641.7414,746.8848,616.5556,2276.6701,611.0132,1466.6826,2758.5516,106.2425,67.0647,437.7792,4310.9517,98.1818,363.7143,257.0741,2247.8654,2531.8881,75.6338,4100.3351,1089.3542,6811.777,2752.1313,394.8487,55.0071,93217.6379,228.6701,195.9895,702.2114,1509.1682,137.0969,5591.2127,5654.9772,1091.8293,95.1384,
PWY-7374,1031.9924,676.3057,456.4945,316.8368,0,921.5518,446.7395,252.8903,377.5847,734.7035,903.7357,466.7768,703.5635,871.0356,701.7156,288.3478,222.7771,0,712.5805,348.1714,918.9702,1053.3053,1001.5773,922.059,608.6014,211.1549,366.5727,1068.5319,290.5144,398.8406,435.3813,312.0687,2768.2964,0.8333,419.2628,1753.1993,693.8204,82677.7635,632.9602,282.5209,592.9131,384.3475,410.0423,889.7281,54.9307,202.8123,985.1755,153.7244,597.475,194.4673,16.9355,612.7971,26.3529,0.8333,452.3438,38.1313,495.3028,714.3335,516.5706,1735.9821,560.165,1398.1165,1385.1968,102.1186,64.275,428.5868,1545.3158,90,345.1017,251.6798,1043.4456,1595.7847,70.5071,3167.0702,464.9465,1643.1769,1448.7129,382.342,47.5415,91675.0179,193.6652,149.3038,600.9037,1064.7264,130.4011,5508.9514,5505.9168,1077.4178,84.8461,
PWY-7377,7927.7351,243.0789,13068.9629,593.9085,0,170.2339,441.2217,3648.3828,3218.3433,10243.9795,2476.3605,3063.4228,3206.176,3382.6454,4347.1311,2632.3344,221.8452,0,5111.8619,3125.7411,5030.6797,4214.246,78.2056,210.3399,3671.6453,134.7154,5946.3071,5035.184,1096.6884,1688.0046,5690.9533,1167.7652,2055.4336,15.7092,1314.6039,4314.0713,1670.8547,11169.0875,4692.023,12008.1893,6075.5617,4817.3372,855.418,2976.3781,202.103,2047.5073,541.0019,3026.956,226.9211,1791.4311,982.879,3450.9678,386.7988,0,3437.5299,204.5575,9404.8168,7494.6184,6625.8808,300.5541,1755.293,6873.0929,420.2159,1202.6004,582.0053,5949.9016,1514.5619,434.0114,1125.0025,982.2433,232.7261,41018.7741,655.4807,284.2713,14676.4454,606.9999,18455.0839,3065.0652,694.6482,10656.3648,2257.2796,1380.5191,3898.492,1151.6402,2115.5514,19264.409,7748.2494,7929.7113,1294.877,
PWY-7392,26857.7248,22231.9935,27885.1247,8164.3974,1060.2573,18302.5607,14480.6789,14178.2879,12737.114,30955.3505,23811.8397,47820.1162,14181.2964,15183.214,17289.8047,11635.5811,10605.1911,522.8266,31116.7542,14747.2996,24191.1073,26874.8617,15969.822,20316.2387,13235.351,4633.8612,20156.505,23243.1383,15153.9316,8225.4975,20890.8465,11447.1911,41119.3173,1317.8018,18600.1316,24326.6717,13409.8453,64127.4552,24140.4664,26811.1051,25070.4972,23419.0716,14012.5135,17314.6774,10892.925,9656.8509,12082.5584,7792.0658,17664.5302,9423.0655,10732.091,21765.3326,5099.8771,3684.1588,13349.8772,8616.8256,33546.181,16128.5115,25415.3872,21698.5302,13002.4662,46606.838,54943.8672,8734.3775,5396.5236,15324.8609,56952.1085,12309.8398,7729.8714,7409.1864,40540.0885,65375.067,7170.9044,21797.8777,37749.1444,28570.5372,49658.4073,18500.4712,3284.2992,122380.3549,14265.416,10606.3962,10940.3237,39945.7901,9714.2557,65084.7067,49407.8703,18872.0054,17896.4272,
PWY-7400,25229.3573,19131.0138,24854.4599,9778.8031,4411.8386,24110.8514,19160.0714,10339.2306,14158.5509,29435.8989,25732.9289,37147.8647,13581.2959,13919.5283,21808.247,10220.073,8970.1033,3922.4836,23374.2536,10938.8449,24616.0484,24193.7664,20405.2043,26712.7334,14389.2459,5622.2117,16578.1427,24731.0503,12843.832,9586.9791,17410.2667,13520.5964,43708.837,6597.0013,19115.1464,36651.1119,23419.6528,107182.3535,22921.3014,14532.722,21724.876,17159.9581,12530.1843,20255.8272,11988.0517,6673.4024,17602.6879,6843.6954,18323.1611,9081.322,9837.3147,22324.894,6152.6586,6185.0827,14084.5478,8600.3888,28124.0734,16864.5151,22532.4652,27105.5564,13632.0365,44400.9056,53682.8846,8549.3896,4968.8554,13721.6422,56900.5907,9082.569,12909.3644,13885.0973,45279.5725,68605.9484,5685.5047,61550.4634,37819.4939,43397.1993,50641.5722,14637.3684,3033.2685,477063.478,12428.2156,10784.9296,11373.7504,32388.4963,9185.496,64153.5297,47233.1883,20196.4158,13737.2758,
PWY-7431,38.8091,45.6783,49.5934,14.6563,0,167.5796,35.1621,31.6909,21.1694,32.0697,73.7218,0,31.2802,5.646,24.5104,18.5813,24.4356,0,35.1843,49.2714,54.1776,84.1336,51.9543,59.93,48.5068,25.297,75.8155,34.2019,3.924,6.8559,42.63,0,7.9165,0,46.6262,165.9309,13.5136,63.3412,96.5709,0,11.2317,35.6317,24.2664,29.9983,0,46.595,70.4826,5.4828,138.1541,17.7371,0,57.2894,0,0,6.6652,3.4278,90.2056,15.7833,33.3131,238.8114,34.5557,17.4336,0,24.1622,15.7735,48.7455,0,46.5628,35.2827,101.6124,0,121.8363,0,136.0783,129.7716,0,248.3619,60.3013,19.9231,345.222,71.8079,63.8848,0,10.6657,22.0304,273.6835,26.1252,79.7509,55.9093,
PWY-7446,103.25,2.9775,2.9821,850.25,4130.75,3.8889,168.4091,0,0,252.0256,0,0,172.4478,166.2958,62.7269,28.5,3.2192,3769,5.1262,1.4063,1.9643,28,3.8667,25.8893,1,0.75,2.9788,25.4211,26.75,324.7683,1.5,942.9972,3.3239,6320.5,1.6532,10.24,26.6418,165.7489,0,11,117.6258,56.5,0,1,591,1,0,83.895,0,1148,21,4.505,4509.75,5378.75,555.75,5120.75,0,175.8367,0,0,241,3.5,73.75,0,4.9655,0,167.2489,0,0,37.707,86.834,122.8196,0,130.8122,1295.9718,94.75,110.1871,10.753,116.716,10425.3266,44.2736,0,653.7489,243.9992,81.6799,1.2857,0.6664,1.6667,2.2816,
PWY-7456,982.8799,2402.4049,3408.9058,503.8925,0,3894.7404,1069.5891,1329.0857,751.3932,1932.8396,2438.9207,35.8133,1046.0029,220.4643,594.1138,670.3613,893.738,0,3280.3371,1484.0388,2179.2198,2341.6079,4604.5519,2155.4212,821.2664,759.4659,2628.2927,1247.901,606.1805,480.795,1448.7791,1525.7405,69.4152,5.1082,2610.8029,7729.7547,1645.16,1715.6265,3031.117,452.9238,1213.5612,3581.0152,700.2367,3123.8648,8132.7366,724.5603,812.5746,385.8636,2538.9473,1795.3799,958.0496,2338.6687,360.0159,9.1644,2245.5488,783.1131,2716.2163,550.1343,1569.5045,3372.8869,1449.937,217.2951,3218.7434,950.7922,788.4504,1878.4106,5008.6279,446.8368,2469.182,2625.9374,4035.5133,6027.4593,647.5943,3191.979,10759.4231,6713.9997,3203.7019,1186.548,477.292,27778.2382,2104.4579,1926.7791,637.8962,5944.356,964.3051,8923.2598,2588.2212,1279.7092,2189.5063,
PWY-7527,13.761,0,0,0,0,0,0,17.3553,0,0,0,0,9.1016,0,0,0,0,0,0,12.3313,0,0,0,0,17.0151,0,0,0,25.0661,0,13.5707,0,23.9679,0,0,14.4536,0,0,0,0,0,13.5837,17.8496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3974,0,0,0,0,0,0,14.6286,0,0,23.6656,0,0,23.8712,0,0,0,0,0,0,0,0,0,0,4.9281,3.7447,
PWY-7539,14392.3341,15512.304,26503.22,5396.106,4222.6316,14986.749,9002.9327,8681.452,7780.31,20016.8822,17379.7429,6497.11,7840.9385,8316.7508,12420.2581,7026.8018,5134.9354,3822.8407,18813.3994,9771.0161,13898.2185,14899.4591,13979.9669,13858.0153,8940.7967,4570.5227,15156.8133,13110.2201,6660.0462,5453.9685,14481.858,8052.4492,15617.2193,6354.8444,9330.7699,24536.8157,12469.8664,18271.5297,15346.4811,13765.1598,16939.9269,13593.2334,8213.4711,12343.838,12419.0535,4734.6962,9789.6843,3931.8998,10875.6405,6316.5377,3596.3042,13473.7966,5307.8741,5526.4655,9149.9436,6459.2014,20759.0029,9159.132,18157.6529,14236.2449,8093.8905,9037.1092,19725.69,4929.6047,2204.9877,9284.1756,34079.5427,6607.8411,7133.4323,13445.7004,19953.2204,58596.7995,4322.256,36573.6147,27782.7301,28752.0406,30148.2251,7729.4564,2004.5521,322655.9349,10159.5354,7964.1565,5303.3105,19005.0608,4852.2372,46096.5571,18959.6223,17201.6076,10979.1967,
PWY-7560,24124.3209,21108.1706,23777.0779,9561.3159,4261.5863,25965.8171,20161.2409,12866.9131,19749.9474,27616.53,27477.7633,48188.6464,16653.2171,13395.4106,23540.0153,12744.8147,8844.1976,3863.3991,28688.8869,14436.5619,26435.3327,26041.2413,23014.1863,27565.7363,17957.1553,6734.6649,16587.3438,25501.2675,12325.9985,12779.027,19271.5743,14103.8643,35440.3323,6428.0125,20065.3653,43377.7067,26419.5259,101934.4656,26413.8091,22517.3616,22066.7167,21195.7331,12899.8987,25413.3734,14050.6952,10412.8735,18338.4206,7211.3976,20100.8373,9001.5187,8460.8943,26244.0323,6208.3622,5801.7183,14136.9298,9958.7105,29062.8006,13979.2213,23011.6639,28442.759,13563.4701,41929.6709,44993.4682,8673.3743,4738.7657,14082.6896,76144.5685,10410.2421,14439.4139,16939.9848,45857.2449,58889.1984,6216.0888,68482.1861,38197.3559,50183.1755,39681.1861,16732.6487,3000.1327,436673.8531,14135.052,14693.8692,10635.322,39037.8265,8366.8268,64065.5279,44229.881,20813.4261,15652.3446,
PWY-7663,45439.0398,37740.164,72547.7944,13118.6283,5184.095,31942.4008,26564.854,23010.5056,24135.358,57835.1537,36550.8508,64892.2944,23247.6825,29865.4325,29789.3018,17182.1517,29430.8786,4480.2808,48572.0943,20999.86,28453.5404,38113.4048,23704.9411,37222.6976,22729.6515,8618.0241,73209.0873,30425.3307,52365.0674,15879.4377,28855.5851,19177.8948,89433.5552,7609.4182,25040.3474,51753.2872,31866.2333,126653.1202,33513.2502,57009.7073,51927.556,39929.7766,24665.0613,32587.9564,20752.4693,15456.5762,24066.1275,13335.8865,30557.1956,15400.4609,48767.8005,36489.1444,8311.5664,7840.7666,21680.9634,12660.4257,67528.1925,37568.3173,46987.3734,39646.6224,20914.4943,67780.668,168381.5445,14370.8982,10199.085,24185.2922,90816.7969,31008.7217,12397.4401,19647.0036,54549.5043,139759.376,15853.5283,75632.0944,75078.4471,59903.9572,263887.2789,27511.9958,5270.4899,539746.3066,19358.2819,17519.8538,18164.8331,65406.9841,22751.7894,116891.0632,84754.0363,30625.6885,34419.4982,
PWY-7664,487.7717,101.9046,297.4699,2604.1783,5162.1028,299.8306,618.1474,122.3323,75.646,1053.7389,180.8974,54.7745,668.1582,657.1554,269.6653,149.5401,81.3244,4523.4846,223.4989,125.2393,148.9222,328.1339,186.7988,318.7505,102.1629,49.539,163.2331,188.8967,226.5743,1081.0203,99.0584,3218.9707,33.6036,7639.7368,58.0402,480.4129,225.6308,654.228,205.2182,137.4022,517.0866,481.497,107.894,227.8032,5680.9579,98.6849,77.8078,317.9089,209.7079,3795.4762,465.5186,138.1674,7051.8688,7345.8886,2394.5771,9320.7466,116.2362,626.4776,104.0148,286.9698,1126.8535,152.5594,1816.687,228.4753,80.7581,356.2198,1120.6381,65.7037,531.5074,392.8525,1361.0411,1045.4085,67.0046,695.7967,8703.279,2097.8081,946.6484,162.0954,439.5901,39459.1588,478.8993,444.3955,2242.0517,1305.5051,451.0909,1091.9766,4196.672,471.9331,1040.2513,
PWY-841,38814.7663,33117.3783,69256.5427,9626.0615,4984.7883,22464.6704,15308.7228,17716.7219,14780.0973,50004.9237,27648.9274,59013.2522,14815.8508,26837.6287,15465.4597,11118.2969,27483.079,4407.6049,39699.0319,14750.0506,21540.8536,31171.5296,20543.6389,22800.0494,11881.0763,5757.1595,71414.2634,24077.0511,51175.0648,9247.1497,23404.8447,13482.3613,87576.1769,7544.6068,22652.1631,29665.5153,13590.7309,121947.7967,22635.0962,41790.8834,45894.7055,32293.9885,20882.9274,16950.9306,16472.8271,9523.0725,13404.4879,11224.7954,21418.8196,12673.2168,47751.732,27818.4243,7786.5308,7658.9151,16807.726,11089.7706,62463.5703,34260.3503,38787.4832,25497.5574,16214.3332,71796.7765,160608.7291,12767.2561,9860.5146,17249.1997,65972.7976,28871.5938,8716.3627,9338.0893,50110.1687,117813.2216,14648.0867,23370.5458,51082.1075,32507.543,252077.2131,22677.4578,4581.235,323187.728,14120.5292,9963.1138,14413.9806,56179.8006,20726.1661,96531.7069,77813.9335,22385.7641,31459.2904,
PWY-922,25781.0634,11440.0045,42683.6696,3480.4482,171.4069,6771.1792,5664.75,13146.9857,4558.9157,28798.3412,11878.1725,31859.3291,6925.578,14506.829,7055.568,6661.1289,8473.3355,10.1442,24603.2352,10430.9739,13750.1702,18881.9864,5650.0213,8159.5186,5431.3089,1712.3924,31191.6753,12824.8325,14752.0386,2536.8413,17246.997,4761.2948,39657.7374,283.6071,10541.3142,6984.1693,3731.3956,23359.2894,13826.6155,74652.1851,23937.8088,20513.1983,8596.2677,6337.8487,4658.6083,5749.1812,4307.5459,7591.0197,9140.8296,6502.7793,171674.6428,10435.0579,1567.6503,1390.0398,7755.6188,1651.8847,47510.2958,20101.8008,19557.6456,9137.057,7557.5529,42888.7827,57860.99,5259.3034,5065.5813,13478.5239,23833.1241,9419.3655,2235.9261,1701.25,21110.414,63484.2169,5443.7425,3005.3317,25627.6255,8913.4213,64608.8923,16912.0694,2880.1011,17097.3626,9840.7792,4422.4688,7619.6226,24908.606,10269.3992,44488.2493,45699.4147,10146.5542,19376.6939,
PWY0-1061,2129.5463,1146.0318,551.0265,4933.137,6514.5583,2643.0248,1401.2256,441.6601,381.2529,2951.8071,3838.6132,8070.3352,2359.0589,2827.7161,1585.5795,961.8553,772.4593,5779.325,766.8453,518.7927,1194.4659,1330.9281,6609.8424,1162.7184,1001.6551,612.2606,735.5528,1330.737,1016.8374,2296.2976,701.2576,7030.7032,4804.1452,9818.8916,2034.4501,2477.8954,3828.8627,2639.0858,936.7319,4084.5328,1333.5716,1436.7454,1006.7905,2977.5723,4581.9668,264.0664,894.8958,578.3293,375.4428,7411.2126,8750.2833,1726.0643,9335.8354,9618.689,6681.3891,13132.2527,1589.9287,1613.1687,737.2212,1153.4432,3463.5104,3756.8143,3304.6118,5878.1854,341.069,1682.2244,1822.0251,578.7997,1905.8601,3321.2736,1144.4884,2134.181,1033.9477,4081.286,25518.0022,2224.3137,2413.3165,1155.4137,863.9088,66758.193,884.4047,582.9866,4304.9096,2274.0989,2096.3502,4923.4451,3503.5934,2220.4659,2364.8054,
PWY0-1241,1570.581,1405.6404,360.2662,1742.3995,4194.312,1100.5733,849.3463,254.242,633.6301,1356.1879,2726.4372,879.7541,1415.3724,1507.5266,1078.5535,483.1016,271.3316,3796.67,1213.8271,282.8381,1203.2798,1595.4422,988.3444,1234.7158,747.4308,131.5533,373.9379,1672.9962,427.4684,1181.7364,557.9111,1903.6597,3606.4806,6340.0664,480.5145,2270.2745,1272.2611,83777.8201,840.6115,617.3964,1169.2667,603.1779,368.399,1216.0968,1799.5408,209.8288,1037.1301,340.4805,521.4701,2032.5495,3802.8173,1696.506,4638.0964,5428.4693,2048.0561,5362.1909,677.0876,1224.5982,830.3905,1904.2717,1268.8253,2264.078,1703.9003,2825.5466,189.2146,544.0296,1636.673,206.4202,555.7544,643.1796,1524.3052,3058.8274,133.5665,4102.9453,3209.9005,1774.6669,1678.3798,729.0771,281.1638,147781.3107,427.5461,327.8391,1586.3518,1565.5451,842.8394,7626.9427,7084.6152,1621.6613,1566.7177,
PWY0-1261,8187.8182,11127.3942,9668.2078,6679.3429,7695.6809,7099.6397,7192.2742,2569.3074,6887.7382,13838.8428,13195.4554,1224.6263,5709.2368,5805.6682,5373.6202,3332.5337,2997.6725,6933.5652,11048.6829,3250.1735,6236.6508,8879.3143,7982.5224,7529.0972,3289.4597,2964.2151,7754.7469,6003.8916,4761.2361,6378.1955,4359.5553,9500.8115,7096.5131,11654.5253,5613.4753,15958.9544,6149.7468,8971.2191,7786.9417,167.5981,5584.2566,6136.9524,3093.7066,6300.2806,10119.833,2922.0513,3969.8817,2340.9373,7701.8784,8892.8088,7493.3238,13479.6525,10662.078,10727.0649,8372.6495,14825.1741,8200.2243,5547.6998,3918.197,9953.9943,5551.1625,3331.6943,11571.0723,2630.0448,1843.8299,3870.638,12929.0088,2117.5598,3689.6848,5271.6708,11850.3129,19882.6581,3038.8106,12932.6595,17194.7001,10897.5718,12237.8679,5011.4902,2387.1685,129555.494,6686.3045,6669.7451,6782.3452,12612.6289,3067.7748,29058.7177,15331.4053,11734.6951,9843.227,
PWY0-1277,208.0597,4.6856,4.686,1337.5053,4880.3971,6.247,278.3346,0,0,429.5489,0,0,333.065,309.9976,122.9198,58.207,5.2098,4418.6811,8.3014,2.6053,3.1276,57.7626,6.2212,42.8371,2.0859,1.5624,4.6815,43.396,54.0328,532.3465,3.1288,1563.2559,5.2037,7419.0164,2.607,16.6439,46.776,322.9041,0,21.8108,226.6458,114.246,0,2.0864,1127.2728,2.0832,0,133.1498,0,1786.1517,43.0938,7.2982,5442.5692,6389.3162,1021.9478,6328.8644,0,303.1449,0,0,465.9781,7.2812,151.8297,0,8.2077,0,308.4257,0,0,75.3144,172.4551,229.6861,0,251.4277,2442.5358,193.7863,210.0967,17.667,208.1418,20798.9626,75.9178,0,1047.7417,425.917,146.8516,2.0865,1.0434,3.1226,3.6459,
PWY0-1296,36992.8259,27082.8373,55068.0978,10449.0899,4428.8801,23368.1015,22539.6336,16751.8979,22984.8243,47020.4708,25633.9849,77366.5538,19662.5356,25555.2258,27590.2069,14369.3357,24017.3294,3854.2529,37381.2936,14773.2643,23816.1742,31350.0807,17576.2756,31869.172,18125.0753,6578.6238,58980.1218,26831.2167,45590.8422,14265.7812,20036.7433,16002.3708,97820.2418,6579.2921,23006.6192,36447.1609,26999.2019,26490.417,26181.1647,39962.4382,42817.9277,30715.5847,21082.1337,26471.4082,10254.9585,12598.1063,18953.2559,10928.6055,23692.9345,11574.8867,27798.5574,30192.6864,6970.3004,6594.9643,16887.3378,11479.433,51838.5785,31527.4374,38209.1434,32035.9899,17194.1344,76737.9495,144781.0519,9283.2559,9171.0557,16935.1756,86838.9999,24718.7564,12377.5274,14710.6828,53996.2938,104182.5053,12859.6254,55420.4238,53673.6069,40985.3776,221586.7037,23513.2044,3924.4647,449066.2758,13316.6766,12485.402,14983.7033,58045.879,19101.9164,88804.0886,75378.3252,19200.8227,27009.3113,
