"KO"	"BioGeo.TL1a_FP_127"	"BioGeo.TL1a_FP_131"	"BioGeo.TL1a_FP_193.Rep1_S85"	"BioGeo.TL1a_FP_197.REP1_S10"	"BioGeo.TL1a_FP_229.REP1_S12"	"BioGeo.TL1a_FP_233.REP1_S13"	"BioGeo.TL1A_FP_625.REP1_S16"	"BioGeo.TL1A_FP_629"	"BioGeo.TL1A_FP_673.REP1_S20"	"BioGeo.TL1A_FP_677.REP1_S21"	"BioGeo.TL1a_FP_85"	"BioGeo.TL1a_FP_101.REP1_S6"	"BioGeo.TL1a_FP_139"	"BioGeo.TL1a_FP_143"	"BioGeo.TL1a_FP_205"	"BioGeo.TL1a_FP_209.REP1_S11"	"BioGeo.TL1a_FP_241"	"BioGeo.TL1a_FP_61"	"BioGeo.TL1A_FP_637"	"BioGeo.TL1A_FP_641"	"BioGeo.TL1a_FP_65"	"BioGeo.TL1A_FP_685.REP1_S22"	"BioGeo.TL1A_FP_689.Rep1_S104"	"BioGeo.TL1a_FP_73.REP1_S3"	"BioGeo.TL1a_FP_77.REP1_S4"	"BioGeo.Lyz2.01B.FP207.S55"	"BioGeo.Lyz2.01B.FP211.S59"	"BioGeo.Lyz2.02B.FP219.S67"	"BioGeo.Lyz2.02B.FP223.S71"	"BioGeo.Lyz2.03B.FP231.S79"	"BioGeo.Lyz2.03B.FP235.S83"	"BioGeo.Lyz2.04B.FP243.S92"	"BioGeo.Lyz2.04B.FP247.S44"	"BioGeo.Lyz2.05B.FP255.S52"	"BioGeo.Lyz2.05B.FP259.S56"	"BioGeo.Lyz2.06B.FP267.S64"	"BioGeo.Lyz2.06B.FP271.S69"	"BioGeo.Lyz2.07B.FP279.S77"	"BioGeo.Lyz2.07B.FP283.S81"	"BioGeo.Lyz2.08B.FP291.S89"	"BioGeo.Lyz2.08B.FP295.S93"	"BioGeo.LYZFP303"	"BioGeo.LYZFP307"	"BioGeo.LYZFP315"	"BioGeo.LYZFP319"	"BioGeo.LYZFP327.Rep1_S105"	"BioGeo.LYZFP339"	"BioGeo.LYZFP351.Rep1_S106"	"BioGeo.LYZFP355"	"BioGeo.Mouse10A_FP109"	"BioGeo.Mouse10A_FP113"	"BioGeo.Mouse1A_FP01"	"BioGeo.Mouse1A_FP05"	"BioGeo.Mouse2A_FP07"	"BioGeo.Mouse2A_FP11.REP1_S55"	"BioGeo.Mouse3A_FP13"	"BioGeo.Mouse3A_FP17"	"BioGeo.Mouse4A_FP23.Rep1_S92"	"BioGeo.Mouse5A_FP25"	"BioGeo.Mouse5A_FP29.REP1_S53"	"BioGeo.Mouse6A_FP31"	"BioGeo.Mouse6A_FP35.Rep1_S93"	"BioGeo.Mouse7A_FP37"	"BioGeo.Mouse7A_FP41.REP1_S54"	"BioGeo.Mouse8A_FP85"	"BioGeo.Mouse8A_FP89"	"BioGeo.Mouse9A_FP101"	"BioGeo.Mouse9A_FP97"	"BioGeo.SLCFP001"	"BioGeo.SLCFP005.REP1_S24"	"BioGeo.SLCFP019a"	"BioGeo.SLCFP023.REP1_S26"	"BioGeo.SLCFP071.REP1_S27"	"BioGeo.SLCFP077"	"BioGeo.SLCFP091.REP1_S29"	"BioGeo.SLCFP095"	"BioGeo.SLCFP109"	"BioGeo.SLCFP113"	"BioGeo.SLCFP127"	"BioGeo.SLCFP131.REP1_S33"	"BioGeo.Vil1.01B.FP07.Rep1_S107"	"BioGeo.Vil1.01B.FP11"	"BioGeo.Vil1.02B.FP19"	"BioGeo.Vil1.02B.FP23"	"BioGeo.Vil1.03B.FP31"	"BioGeo.Vil1.03B.FP35.REP1_S38"	"BioGeo.Vil1.04B.FP43.Rep1_S88"	"BioGeo.Vil1.04B.FP47"	"BioGeo.Vil1.05B.FP55"	"BioGeo.Vil1.05B.FP59.REP1_S37"	"BioGeo.Vil1.06B.FP67"	"BioGeo.Vil1.06B.FP71"	"BioGeo.Vil1.07B.FP79"	"BioGeo.Vil1.07B.FP83"	"BioGeo.Vil1.08B.FP92.REP1_S41"	"BioGeo.Vil1.08B.FP94.REP1_S42"	"BioGeo.Vil1.09B.FP104"	"BioGeo.Vil1.09B.FP106"	"BioGeo.Vil1.10B.FP116.REP1_S44"	"BioGeo.Vil1.10B.FP118.REP1_S45"	"BioGeo.Vil1.13B.FP152"	"BioGeo.Vil1.13B.FP154.REP1_S47"	"BioGeo.Vil1.14B.FP164"	"BioGeo.Vil1.14B.FP166"
"K00014"	"K00014"	805.4279073565	0	1359.6767161654	0	641.8749677886	71.8481642745	360.949511837	1141.5590222093	78.6607790183	88.0016552951	271.2429507506	0	1765.2119274285	0	1556.4872526829	2482.6988230313	6379.6576955237	5781.3908042495	1765.1025042829	232.1821754701	1826.0013677645	4034.4012414997	10.5044808992	20709.1991752406	1203.9519072329	166.4208622367	164.7150790401	79.1472643597	321.8631992581	142.3124511662	63.7363046216	90.9054498492	0	1070.162776567	1592.7277873622	179.3402739675	263.4856303659	477.1807203943	1831.5825637222	152.4747955561	147.8786916305	92.2690575769	257.7055012301	203.1894777084	95.76402129	622.7408363736	610.6467946388	133.0547527759	828.2450081619	315.5895566511	326.3533081664	13.9037332883	75.4203858265	526.3315704326	2315.8817981731	213.3864835206	16.2556991676	359.2167212369	1513.9063296687	7406.5802856835	213.7989291139	23.660127299	724.0333224924	107.5255046254	116.8054412464	727.7101091612	107.3310165321	125.9824340082	430.9791739607	1252.9393575884	1269.7661262668	6307.7178458924	197.9689842747	42.5967361548	290.768403408	326.9393210968	0	0	28.1159412519	612.1116544832	1283.9079840305	409.1467668279	263.7764035165	567.5304035377	425.3021627575	1279.0086289719	4948.6364909527	3828.9510104516	1327.2266009821	755.848081295	565.9565647375	21.517908962	637.3604830038	1153.182582572	220.4034869225	34.0474368307	390.030968896	4846.9781205603	1141.7352597759	4020.3792303041	275.228525113	4527.3342584068	454.1009638913	1293.22010751
"K00016"	"K00016"	166.7129674954	1362.1509514695	1018.3825118011	610.3695550759	888.2775933648	5356.84268736	624.221371598	1660.930014449	158.527860055	202.643181873	28.1522887648	0	50.7612176036	0	48.8135620732	951.0360360866	24.2059841263	286.2076987635	549.5194302331	275.3386132738	1156.6869730011	766.2109532227	37.9540295833	1101.5244540575	461.7582730153	241.3391894371	348.5458396135	88.072581307	686.4784711129	1328.4597268438	1721.5984586928	1273.9278762627	211.0510870125	2449.1076836719	4223.3236385907	402.6311052748	1931.5457227597	841.8118191828	4371.5720216996	208.5892507286	322.9397365308	326.0967962646	1857.8903706903	1977.5160656328	3634.2412265529	1219.9699740742	1213.4632722027	183.7675842142	1537.4858675028	50.4526469633	312.1311273685	0	268.3864474656	462.7140345427	2861.0139244188	393.2125955258	1173.6822604495	5500.5573618872	550.9247212714	7894.9084617857	130.3775106884	68.9207812145	462.7797172564	168.6811713729	9.9735095636	455.643808857	43.9764691592	13.1723451939	508.6029287792	8610.5849712086	1630.3218969486	14714.3017741227	450.8871551725	1406.1540298912	452.4500151086	5564.3220532008	0	0	0	368.9354597981	1738.4159659395	997.284881894	847.9342310055	2090.0678808943	864.8446635071	26288.8131407817	9705.9581701309	8395.0132608901	2353.8961224542	2343.3294824725	1037.6242120309	44.545619528	1099.7251285346	2571.3487604049	187.9714113994	118.012018878	561.4471200905	10609.2815407895	1963.2802352753	9129.4267395471	0	92.6919147692	844.9264402747	6784.2731384499
"K00018"	"K00018"	0	0	0	0	35.3412932203	0	0	0	0	15.9246754807	16.7205193864	0	22.1240246297	0	13.238053195	438.7395740755	20.9034731882	99.1830634017	386.8027252685	164.3208568627	254.5325826254	583.6171290113	27.048825756	483.4627805723	113.2985319949	0	0	0	0	0	0	0	0	0	12.0589397667	0	0	0	0	0	0	37.5376069673	101.5590418075	27.2126683503	0	0	0	0	0	14.3836044006	0	0	0	10.8067310219	0	8.4401366552	0	0	0	629.818974171	0	0	18.1688434188	0	7.3679910497	0	0	0	0	0	0	11.923166759	19.698158215	0	0	0	0	0	0	19.818251795	6.6055915414	0	0	10.9533618505	10.1413633185	32.9361884589	60.303349747	0	12.6226007307	0	39.0467236302	0	10.894311044	0	97.6677248164	0	9.5375112866	0	36.3738869936	0	0	0	38.3767416441	0
"K00019"	"K00019"	0	0	0	0	0	0	0	0	0	0	0	9.7801256425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.7444178385	0	0	0	0	0	0	0	0	0	0	0	21.6762166817	0	0	0	0	0	0
"K00020"	"K00020"	0	0	0	0	0	0	0	0	0	0	0	0	19.8523453678	0	0	0	0	164.5632546527	129.7495373375	18.5475268838	610.2347743955	154.265649696	0	435.2024405945	293.9753385984	0	0	4.6962148922	0	7.955803046	0	0	0	10.6100795756	24.6342782708	0	0	5.8726822352	0	0	0	0	10.3834710247	13.1856425275	0	11.929317627	7.9575596817	0	0	0	0	0	0	25.7617899471	159.5362004118	0	0	0	49.1267230811	1274.6330632303	0	0	51.4809314133	0	0	51.023336159	0	0	50.2476680416	202.1535680655	58.821059149	418.2728467665	23.2435126873	0	61.92015975	0	0	0	0	148.7717489893	61.8824559104	5.8699238124	11.7652092068	0	15.0025748595	22.8850274868	157.1384826526	0	7.8990735102	9.3166257067	11.7151530173	0	7.9575596817	0	12.7934729322	0	0	0	45.311972633	0	0	103.1182946069	24.4924104873	0
"K00024"	"K00024"	1068.3055775109	0	1172.3083016473	36.2699222027	1279.2397555525	101.5742310313	1304.2783246238	505.8747798724	523.5283049286	70.9866061837	759.7794329367	19.4856431711	2174.812981475	16.9712230963	1632.0189507768	5676.2498449903	7186.9867744523	6642.4957123798	4390.8363497126	848.655414085	3657.792510653	6436.1477647998	212.9890360613	22555.6986747886	957.5113571394	419.2736125058	58.7039738057	319.2300737394	76.2044861066	410.7803756233	112.3279051272	283.0707141362	0	479.309601942	291.1690496238	393.8493607917	13.3404594226	425.9190912219	66.98279563	279.9708813646	9.2228952122	260.7380225893	217.412897917	415.9613021822	123.1402354987	289.4995902548	196.6605747513	132.8129218961	241.3508925602	460.2076069138	1212.8712234481	18.5114296067	123.4600518833	1035.4908776199	3954.9001403897	410.9307235643	44.986947021	519.9097198598	2481.4199993281	7851.9620743053	330.612154339	64.470722257	1200.2920549644	198.8811599531	263.9007356575	1257.5632945916	188.6024894009	401.6253671839	1849.9891001452	1885.3725385247	2810.5248470766	2153.7030763643	636.4043876647	222.9876264082	1683.2968911933	64.4632611695	0	0	21.9648222257	1347.637055696	1391.8320651084	36.1128572994	316.4036474576	247.2135706347	281.5037459657	489.2710391536	3007.3799028989	137.9255471576	532.476730817	136.2220377448	484.5971312855	0	382.895580246	38.4546072962	514.7119179486	0	684.4515700178	53.2736711098	1225.2314451604	58.8380194647	805.8609830541	8216.8056740216	550.0445565769	9.5554036246
"K00026"	"K00026"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8506278325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00027"	"K00027"	50.172508456	0	26.3434968402	0	76.4477807914	22.3310239108	224.8047338285	400.5048145231	107.7179592647	37.2727610928	53.1393889274	0	33.0734401744	0	22.8151027076	426.2342120838	32.9699482077	133.9258057584	258.6641941441	129.7946506596	185.8755076138	416.4095302372	33.841863654	691.8687184294	114.8481493958	104.1444801985	168.8831757505	54.4369284656	332.9272824794	16.5849128272	13.7079792902	8.8408644401	0	1019.4211247571	1583.7224487308	87.973090013	279.619761183	398.7290805337	1937.9267010201	120.2832774531	149.9242925109	80.3852196544	160.2589804885	75.1203383123	42.0683401134	600.1703039264	609.817553275	122.5483641899	774.1279373638	9.765625	0	0	0	24.2449668465	87.2522336056	0	0	0	46.5572071803	1544.462337758	9.7052682373	0	68.0573869503	16.532031855	0	47.4283472885	0	4.4571230487	11.5965264476	253.0926574678	610.2496908783	5264.9545942285	24.2533339908	0	60.4572009315	358.4460316603	0	0	0	0	744.6292567226	468.5680070394	152.458293257	589.8338833401	354.4186826278	965.7365608277	4066.1663260253	3866.7577914621	1009.3051271462	789.1095235766	451.6566089602	23.3921093852	577.6127905813	1093.1510831237	105.7554671341	36.9263924019	264.8781478755	4272.0148891249	884.6888344728	4077.516801111	0	76.2083602032	282.9330032709	902.4370430655
"K00029"	"K00029"	59.7693834597	0	123.5799905212	0	125.9548867345	23.7699040084	70.8269249155	0	149.147661579	7.030492746	111.3721351525	0	37.173610395	0	0	0	0	196.8770691405	269.0188174458	18.5785668429	776.5855301327	233.7883859353	0	576.8993527843	329.450782449	96.1786787967	19.5738917229	63.3332804172	40.0416109114	125.1311473389	50.1672073746	55.3486193853	0	214.1754157186	197.963237604	71.4661914263	11.1502542736	88.4580486359	36.2180606861	47.9801452507	5.0859812415	37.1710845381	96.9466336683	210.7213459088	57.9819262264	97.2107146125	87.4097214129	42.694007762	101.1382279795	111.6046803313	474.8909312076	0	62.205361449	466.6854693002	2149.7374311388	155.6599263559	15.2638465365	289.6859205149	1110.3887275027	2363.2194472856	109.0295156021	16.2488461587	660.7956741646	99.1091994247	73.6462429617	677.705984167	87.8325526765	72.1502859486	400.1133036614	556.7796685739	583.0996545388	785.8853862762	155.3928428179	82.455886162	249.0251289769	14.7525501329	0	0	12.8232005047	639.5815637442	493.0745526933	6.9764056099	96.1026828386	98.0702970122	106.5540940326	76.3306917163	1066.4431233679	23.709857877	152.0992969786	47.7304527831	105.1926985617	0	94.8991537403	19.0566448221	101.9580097634	0	220.2154797166	22.6215902851	174.3511202832	0	0	139.3727206729	234.6534442573	13.7826635594
"K00030"	"K00030"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3320589334	0	0	0	22.7882803829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00031"	"K00031"	80.6260024163	0	54.099113524	7.158088053	184.7221322011	74.7524587866	253.7420113806	1045.0523032323	81.3222647603	59.1942992319	81.6431581556	0	102.5048057008	0	66.6118997059	892.6340895513	53.2103837098	790.0905593474	481.2119239368	220.2071932832	228.8494450293	742.9603154559	36.2136072201	2225.7636675589	140.1500145421	150.6045305514	126.7556303384	67.9865844263	268.2169892316	54.8378028255	7.5471698113	21.964332567	0	884.6279119977	1279.8849470331	198.7451881832	240.0537673133	400.0782717217	1712.6170657059	134.7202012198	130.0429370102	114.3250819244	163.6999636049	87.3143365265	37.1851807171	419.82396231	537.6611547185	94.0383476523	630.6899166173	66.5912602002	0	0	11.1763277759	111.1125004848	828.6039005104	68.0991822126	0	124.0062904661	338.657133821	2723.4376350027	76.0086968641	14.6701169036	174.6333178002	43.3779249145	32.9216264301	300.7447588656	67.8833377325	16.6984227797	117.7797631717	846.795654579	559.5050747868	4882.756038029	46.3790332147	19.9808446346	53.1104455078	273.4710301951	0	0	0	110.0521707907	680.2608356041	364.8312568513	165.4735947491	426.0781471693	335.5971570837	844.1106059191	3634.9766281795	3203.7535418771	1141.4400115361	735.192097953	519.7079805806	15.9624206303	611.7654832594	1084.3735931717	303.21360062	47.481982259	291.526144489	4598.19918762	800.4413075542	3351.1340774064	99.8848281563	2389.5270553205	458.9238802263	1207.9857435153
"K00033"	"K00033"	40.9275137523	0	378.9970171771	187.803540539	379.7319440229	2663.447655613	60.4281518998	694.2403618621	17.7268466315	19.8272545279	16.2363547495	0	0	0	0	178.6910534736	36.0470591808	224.4687187374	180.0646589288	0	0	241.1095264609	0	417.2038761797	0	0	0	0	8.5656285869	458.0531146491	494.0485764781	405.1491797176	54.7345105486	0	0	33.786986718	249.3113567379	0	0	0	8.0638662889	0	11.1130937165	0	0	8.5112162284	0	0	0	12.8763654038	141.8766674709	0	47.1286508906	293.5554163153	1442.5222682587	242.8107714908	275.0462593845	1407.1123422287	282.5359308133	3186.5669506662	41.0041380654	44.0780759842	267.703577604	77.4091850239	6.1255742726	280.9576801149	43.5216187013	11.4854517611	187.4817949982	2657.2743050523	73.8433789665	833.8536838373	68.1243106002	291.454572079	31.9448605792	0	0	0	0	75.7464379999	14.1574897387	4.7142031691	208.22552376	292.094058286	0	1048.4666846535	46.1909614321	4.7058921115	279.9275389246	0	10.6032444856	0	93.1699963644	134.927238635	0	0	0	846.9433139093	0	233.7073672132	0	65.4649990579	88.9362724899	483.5721186525
"K00034"	"K00034"	0	0	0	0	0	0	0	0	0	6.1614400989	0	0	9.2449922958	0	0	9.242621785	19.5619544292	11.8472206408	21.5294982695	19.419390547	11.8982396247	46.2728844547	0	22.9674678927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3312597201	153.3926766086	24.5771848837	90.6477845398	0	231.9674078463	0	0	0	0	0	0	7.7663975657	0	0	0	0	6505.2476342951	0	0	0	17.8147183756	0	0	0	0	0	0	0	18.2174231214	0	18.6625194401	0	0	0	0
"K00036"	"K00036"	50.2486389407	332.0069143331	484.8520245198	199.7387322826	318.3838891126	2551.8451331406	50.408492219	703.5239323433	13.4345347866	11.569563151	32.4889877383	0	94.759709882	0	12.0096076861	432.6182408538	23.6075199139	703.9194664621	619.9935278014	191.1662672776	237.05519462	757.7848211832	34.362660953	2274.0636260522	144.4522407957	0	0	5.8823529412	26.7724028549	797.523416918	928.2302663825	694.7061502295	106.6562988873	82.964683082	255.1141427896	70.7334214281	640.5024511016	4.5562833168	9.0022505626	0	0	50.2200744111	412.8351948761	459.1626440495	829.3284222862	11.2477528105	0	0	9.718864143	55.5489288281	123.9012192777	0	102.5635098446	286.434320184	1580.8997095265	251.7182550057	438.6077518859	2291.1218519285	438.981350296	3221.6498620383	107.0694368531	54.7402035759	287.8489545748	64.5328470102	31.5524590449	299.0722386381	72.1447540312	38.1745895206	173.200313638	3591.365844244	122.6000706287	1261.0391032709	121.2595998892	721.393832664	85.9650552962	1299.2811803551	0	0	0	186.3732903023	0	0	374.8378219374	569.7802993703	0	5505.9287156126	303.4183723213	73.1326932926	329.2968510002	200.9764133142	20.9438018351	0	115.7839909	184.7381402101	18.6964312659	0	43.3976015729	946.2433966295	183.0139227827	332.7559875789	167.311464617	2743.6309442962	108.6354396636	1534.500308758
"K00040"	"K00040"	0	0	0	0	0	0	0	0	0	0	0	0	44.7154068113	0	70.6020969561	822.1815793382	48.2713735751	50.0735247756	212.911618229	165.5588303822	227.2169711001	420.1845946439	51.7877999559	343.7626646554	99.5729102814	0	0	4.5848474109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5547481737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.4154238849	0	0	0	0	9.2553866924	0	0	0	0	0	0	0	0	0	0	31.3469344862	0	0
"K00041"	"K00041"	464.8460975789	0	870.129315728	0	124.9162628499	0	21.3999865664	0	84.8748797672	0	170.3597588688	10.6447209195	1111.0672501722	9.2103713833	679.244713474	1297.901223489	5152.3623799893	3162.7716130024	1601.2824573142	185.0253925295	785.4940460821	2882.2999725088	21.9294192648	15198.9689254972	554.419529034	301.9516060909	12.6489142558	160.6737326363	29.810974871	320.2290016206	53.190595691	149.6224977339	0	207.0153438509	118.2249789429	197.8844670429	9.0016882032	134.1870245551	26.8025960647	112.0641143292	0	153.6515949536	127.1362654667	235.6383887822	54.5779169583	168.0999879759	171.8608798422	122.7486582332	102.5081061411	260.6883623684	470.5976037559	0	73.2277324828	617.4030285381	2157.8277755009	225.5664314091	7.3209496567	243.5298541528	1310.4608458706	2477.3637917065	212.7706522138	22.2552325657	632.8622638718	102.0624811046	110.5753779821	497.1677543276	58.3722432951	181.2587592891	409.664087848	333.7643610529	583.8819032537	360.8546473513	108.9507986598	87.8553226074	226.4758538349	9.6460978879	0	0	11.8377114114	340.843783189	527.1767451694	16.4332413833	144.6940369791	73.8039583263	119.6781379828	102.0817414823	1259.9682225671	28.3246347972	221.3118564027	51.5827590918	225.9466839491	0	153.534064986	23.1380170367	291.1185628608	0	438.6910267836	13.119614764	277.9443975962	11.394031388	168.8875227822	3078.4777977442	378.8846192889	0
"K00042"	"K00042"	0	0	0	0	0	0	0	0	0	15.0609973202	0	5.5012406529	0	0	0	14.4345048447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9026177485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3114601617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.0894206477	35.0871363545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.7156895984	23.7321817553	0
"K00045"	"K00045"	0	0	0	0	0	0	0	0	0	0	0	0	43.447116849	0	0	0	0	924.7341054599	96.1978959083	0	289.5949001115	410.1070653429	0	3456.0469963122	185.8440538074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00046"	"K00046"	157.6470710303	0	239.9610249492	52.0968310859	355.5228962565	45.9617135722	37.2526665564	16.9107312785	160.1278712573	0	247.155896546	0	19.9462357169	0	9.9086952572	283.0114857566	22.0703873934	20.3891174661	186.365091028	106.0795846942	105.0557125796	365.817512232	24.5497810353	258.1900990807	54.5600449959	183.9460896098	36.7113198352	93.850251903	46.600994773	266.3166502148	100.3504077933	136.4941522393	0	242.4761623883	210.3258289645	161.2686339336	27.9426314829	170.6808759706	37.5880740906	75.4794831675	18.7240713736	184.0635374387	323.5400964231	293.9536351473	116.3367470363	196.6026181887	140.8984149116	84.4063549778	153.4754381512	226.7210166805	756.9888609738	0	116.0098654113	678.9905188824	2760.4834550058	245.1450609804	8.7694884281	405.6411787896	1417.1433849868	3658.405111847	151.0118828365	38.8157866741	667.4244751033	146.9341105487	116.8137893251	946.9102850919	148.9061901456	176.943429544	798.7213228025	824.3814707523	1299.6931909918	1004.4213807916	220.7471362644	150.8439922239	612.8473845199	0	0	0	25.5942829539	841.9791896567	660.7155501067	17.9304303424	207.3459598147	130.1379932379	145.2460627934	136.7686788881	1387.0747092005	51.2913711487	189.6531377334	109.0073914293	240.5989986706	0	143.1680344921	30.5584434129	312.570152734	4.3614337599	248.4953678415	14.9461890019	301.0157475284	0	5.0726163414	112.6674380808	370.7021826105	0
"K00048"	"K00048"	74.1255619485	0	26.2220665185	0	97.0576075419	12.3900807858	0	46.5104540436	83.4989018387	128.7039289482	77.3475867419	0	6	0	14	327.8037098008	13.9192127593	0	100.6625076525	91.8435338859	0	264.9961564404	0	0	0	7.172283687	0	33.6571823571	0	13.2263049415	0	0	0	0	19.9655305483	42.7395431696	0	0	0	4.4345898004	0	127.9892162187	180.4513148573	24.2573542396	0	0	0	16.7305960001	0	19.3100202721	10.6457952758	0	0	10.8109271737	58.0985692675	21.2211139461	0	0	0	557.2291374622	19.2335682953	0	21.0545831183	0	36.5100104591	16.3304070261	0	21.8859428714	0	0	0	16.8901680942	0	7.2770397717	26.8737391756	0	0	0	0	0	16.6452746034	0	12.8643037315	4.4395171224	5.4469596338	66.0621134704	35.0070159018	0	7.1046929188	0	24.7631467969	0	8.8691796009	9.1174398043	67.6297124601	0	28.4456553967	0	12.2656163012	0	0	79.2449789559	83.6279095555	0
"K00052"	"K00052"	825.2595617616	0	1245.4408605609	0	328.4381994062	45.4212420266	345.2798061749	558.3436440297	265.9267820163	93.8027317236	270.1758200892	0	1394.0569235003	0	684.2287141116	1892.4901859514	6090.9748588746	4382.4223295647	2357.0226757463	328.2161484654	1605.6507663637	3909.6801213095	40.8839659264	19285.4601961845	1132.2640991157	230.7453186991	207.8759271244	160.7356730248	420.7108347803	233.2849988367	66.4599230092	106.8214755629	0	1366.7090138742	2062.588284523	273.7010086277	352.3376034774	581.0316329709	2379.1685909839	191.4297340809	126.0355447086	181.9065145908	273.9829652379	272.1996093095	89.4396695413	702.415240383	671.9606368244	174.2743327676	869.7635014354	196.2431756454	393.344643965	6.6479229805	50.5506555775	434.2005247585	1976.7871541477	199.1299785518	0	254.2384083536	1351.8086725037	4670.3210622738	183.1436538144	17.2541533151	620.877711196	92.3063022222	128.1556765225	510.8366181637	61.1241006661	88.7472588101	457.8319200813	844.4348780292	1435.1979332316	6406.8441643182	198.0483915489	352.7168864717	475.365171875	411.6184849922	0	0	11.9430156927	615.4583708975	1261.1387915784	529.4638005187	308.5502596009	723.5934952626	514.3012962602	6817.4242830472	5119.7999470013	4200.1664452862	1182.9463184049	796.1728628119	692.4923088699	17.3105340274	616.6544250199	1217.1040327629	285.38606193	47.3834330565	496.3350820654	4738.1708107596	1136.9103667927	4308.591194593	241.025065404	4125.5815103457	492.481439355	1112.4567441198
"K00053"	"K00053"	337.0239060229	0	214.702505779	13.624301394	470.3116354672	214.165943	1536.6725005943	2342.1432720703	487.4533356178	119.4160713065	282.5366964517	12.4859431578	471.1073856939	0	896.0986529025	5548.8492639885	528.0352025428	2079.4431757213	2981.3508571164	922.3425559178	3742.7424575354	3415.4323254679	280.7361610823	6212.7108264207	713.2683602886	234.2026129826	209.8791938352	118.6804602369	407.568161507	115.2349853443	58.9447869057	39.9248452478	0	1180.7972706974	1972.9361813442	286.1641586331	497.032781204	548.1536666326	2513.9313737324	194.4788614617	204.8462835436	155.729063549	366.0683558734	140.9577393981	97.9025892567	668.5820681333	701.7147392357	157.4233695246	886.9444656095	115.6620840744	130.7370641405	0	16.2502236026	197.7960147173	1861.5529122955	45.219441971	0	200.7146235968	504.1275249792	5895.6748225416	55.3223747055	23.28186922	302.4348584913	92.531352518	136.5510899928	846.5893235883	117.528221787	116.7489555533	320.5186987997	1673.872097985	1042.7807114865	7490.8469232773	311.4675129634	476.9205401354	226.6855589418	454.3076941144	0	0	0	425.728343607	921.7907964794	540.5819240574	251.7339374773	752.7587720994	533.2621472784	9029.3908193269	5060.7840450318	4441.5531846338	1702.2047531507	975.0037527146	649.9490708257	39.5196384037	815.8282596847	1719.1274424972	420.6902821167	97.3663314772	393.6318148018	7348.0027315823	1195.8762242581	5803.6862028023	833.4802049595	4459.793460307	701.7865158028	2057.9113879017
"K00055"	"K00055"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5640540693	0	0	9.4644245353	10.6434493337	0	28.2987632681	0	14.8044362441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
